episode,source,target
1,IRIDIUM 180,IRIDIUM 148
2,IRIDIUM 180,IRIDIUM 148
3,IRIDIUM 180,IRIDIUM 148
4,IRIDIUM 180,IRIDIUM 148
5,IRIDIUM 180,IRIDIUM 148
6,IRIDIUM 180,IRIDIUM 148
7,IRIDIUM 180,IRIDIUM 148
8,IRIDIUM 180,IRIDIUM 148
9,IRIDIUM 180,IRIDIUM 148
10,IRIDIUM 180,IRIDIUM 148
11,IRIDIUM 180,IRIDIUM 148
12,IRIDIUM 180,IRIDIUM 148
13,IRIDIUM 180,IRIDIUM 148
14,IRIDIUM 180,IRIDIUM 148
15,IRIDIUM 180,IRIDIUM 148
16,IRIDIUM 180,IRIDIUM 148
17,IRIDIUM 180,IRIDIUM 148
18,IRIDIUM 180,IRIDIUM 148
19,IRIDIUM 180,IRIDIUM 148
20,IRIDIUM 180,IRIDIUM 148
21,IRIDIUM 180,IRIDIUM 148
22,IRIDIUM 180,IRIDIUM 148
23,IRIDIUM 180,IRIDIUM 148
24,IRIDIUM 180,IRIDIUM 148
25,IRIDIUM 180,IRIDIUM 148
26,IRIDIUM 180,IRIDIUM 148
27,IRIDIUM 180,IRIDIUM 148
28,IRIDIUM 180,IRIDIUM 148
29,IRIDIUM 180,IRIDIUM 148
30,IRIDIUM 180,IRIDIUM 148
31,IRIDIUM 180,IRIDIUM 148
32,IRIDIUM 180,IRIDIUM 148
33,IRIDIUM 180,IRIDIUM 148
34,IRIDIUM 180,IRIDIUM 148
35,IRIDIUM 180,IRIDIUM 148
36,IRIDIUM 180,IRIDIUM 148
37,IRIDIUM 180,IRIDIUM 148
38,IRIDIUM 180,IRIDIUM 148
39,IRIDIUM 180,IRIDIUM 148
40,IRIDIUM 180,IRIDIUM 148
41,IRIDIUM 180,IRIDIUM 148
42,IRIDIUM 180,IRIDIUM 148
43,IRIDIUM 180,IRIDIUM 148
44,IRIDIUM 180,IRIDIUM 148
45,IRIDIUM 180,IRIDIUM 148
46,IRIDIUM 180,IRIDIUM 148
47,IRIDIUM 180,IRIDIUM 148
48,IRIDIUM 180,IRIDIUM 148
49,IRIDIUM 180,IRIDIUM 148
50,IRIDIUM 180,IRIDIUM 148
51,IRIDIUM 180,IRIDIUM 148
52,IRIDIUM 180,IRIDIUM 148
53,IRIDIUM 180,IRIDIUM 148
54,IRIDIUM 180,IRIDIUM 148
55,IRIDIUM 180,IRIDIUM 148
56,IRIDIUM 180,IRIDIUM 148
57,IRIDIUM 180,IRIDIUM 148
58,IRIDIUM 180,IRIDIUM 148
59,IRIDIUM 180,IRIDIUM 148
60,IRIDIUM 180,IRIDIUM 148
61,IRIDIUM 180,IRIDIUM 148
62,IRIDIUM 180,IRIDIUM 148
63,IRIDIUM 180,IRIDIUM 148
64,IRIDIUM 180,IRIDIUM 148
65,IRIDIUM 180,IRIDIUM 148
66,IRIDIUM 180,IRIDIUM 148
67,IRIDIUM 180,IRIDIUM 148
68,IRIDIUM 180,IRIDIUM 148
69,IRIDIUM 180,IRIDIUM 148
70,IRIDIUM 180,IRIDIUM 148
71,IRIDIUM 180,IRIDIUM 148
72,IRIDIUM 180,IRIDIUM 148
73,IRIDIUM 180,IRIDIUM 148
74,IRIDIUM 180,IRIDIUM 148
75,IRIDIUM 180,IRIDIUM 148
76,IRIDIUM 180,IRIDIUM 148
77,IRIDIUM 180,IRIDIUM 148
78,IRIDIUM 180,IRIDIUM 148
79,IRIDIUM 180,IRIDIUM 148
80,IRIDIUM 180,IRIDIUM 148
81,IRIDIUM 180,IRIDIUM 148
82,IRIDIUM 180,IRIDIUM 148
83,IRIDIUM 180,IRIDIUM 148
84,IRIDIUM 180,IRIDIUM 148
85,IRIDIUM 180,IRIDIUM 148
86,IRIDIUM 180,IRIDIUM 148
87,IRIDIUM 180,IRIDIUM 148
88,IRIDIUM 180,IRIDIUM 148
89,IRIDIUM 180,IRIDIUM 148
90,IRIDIUM 180,IRIDIUM 148
91,IRIDIUM 180,IRIDIUM 148
92,IRIDIUM 180,IRIDIUM 148
93,IRIDIUM 180,IRIDIUM 148
94,IRIDIUM 180,IRIDIUM 148
95,IRIDIUM 180,IRIDIUM 148
96,IRIDIUM 180,IRIDIUM 148
97,IRIDIUM 180,IRIDIUM 148
98,IRIDIUM 180,IRIDIUM 148
99,IRIDIUM 180,IRIDIUM 148
100,IRIDIUM 180,IRIDIUM 148
101,IRIDIUM 180,IRIDIUM 148
102,IRIDIUM 180,IRIDIUM 148
103,IRIDIUM 180,IRIDIUM 148
104,IRIDIUM 180,IRIDIUM 148
105,IRIDIUM 180,IRIDIUM 148
106,IRIDIUM 180,IRIDIUM 148
107,IRIDIUM 180,IRIDIUM 148
108,IRIDIUM 180,IRIDIUM 148
109,IRIDIUM 180,IRIDIUM 148
110,IRIDIUM 180,IRIDIUM 148
111,IRIDIUM 180,IRIDIUM 148
112,IRIDIUM 180,IRIDIUM 148
113,IRIDIUM 180,IRIDIUM 148
114,IRIDIUM 180,IRIDIUM 148
115,IRIDIUM 180,IRIDIUM 148
116,IRIDIUM 180,IRIDIUM 148
117,IRIDIUM 180,IRIDIUM 148
118,IRIDIUM 180,IRIDIUM 148
119,IRIDIUM 180,IRIDIUM 148
120,IRIDIUM 180,IRIDIUM 148
121,IRIDIUM 180,IRIDIUM 148
122,IRIDIUM 180,IRIDIUM 148
123,IRIDIUM 180,IRIDIUM 148
124,IRIDIUM 180,IRIDIUM 148
125,IRIDIUM 180,IRIDIUM 148
126,IRIDIUM 180,IRIDIUM 148
127,IRIDIUM 180,IRIDIUM 148
128,IRIDIUM 180,IRIDIUM 148
129,IRIDIUM 180,IRIDIUM 148
130,IRIDIUM 180,IRIDIUM 148
131,IRIDIUM 180,IRIDIUM 148
132,IRIDIUM 180,IRIDIUM 148
133,IRIDIUM 180,IRIDIUM 148
134,IRIDIUM 180,IRIDIUM 148
135,IRIDIUM 180,IRIDIUM 148
136,IRIDIUM 180,IRIDIUM 148
137,IRIDIUM 180,IRIDIUM 148
138,IRIDIUM 180,IRIDIUM 148
139,IRIDIUM 180,IRIDIUM 148
140,IRIDIUM 180,IRIDIUM 148
141,IRIDIUM 180,IRIDIUM 148
142,IRIDIUM 180,IRIDIUM 148
143,IRIDIUM 180,IRIDIUM 148
144,IRIDIUM 180,IRIDIUM 148
145,IRIDIUM 180,IRIDIUM 148
146,IRIDIUM 180,IRIDIUM 148
147,IRIDIUM 180,IRIDIUM 148
148,IRIDIUM 180,IRIDIUM 148
149,IRIDIUM 180,IRIDIUM 148
150,IRIDIUM 180,IRIDIUM 148
151,IRIDIUM 180,IRIDIUM 148
152,IRIDIUM 180,IRIDIUM 148
153,IRIDIUM 180,IRIDIUM 148
154,IRIDIUM 180,IRIDIUM 148
155,IRIDIUM 180,IRIDIUM 148
156,IRIDIUM 180,IRIDIUM 148
157,IRIDIUM 180,IRIDIUM 148
158,IRIDIUM 180,IRIDIUM 148
159,IRIDIUM 180,IRIDIUM 148
160,IRIDIUM 180,IRIDIUM 148
161,IRIDIUM 180,IRIDIUM 148
162,IRIDIUM 180,IRIDIUM 148
163,IRIDIUM 180,IRIDIUM 148
164,IRIDIUM 180,IRIDIUM 148
165,IRIDIUM 180,IRIDIUM 148
166,IRIDIUM 180,IRIDIUM 148
167,IRIDIUM 180,IRIDIUM 148
168,IRIDIUM 180,IRIDIUM 148
169,IRIDIUM 180,IRIDIUM 148
170,IRIDIUM 180,IRIDIUM 148
171,IRIDIUM 180,IRIDIUM 148
172,IRIDIUM 180,IRIDIUM 148
173,IRIDIUM 180,IRIDIUM 148
174,IRIDIUM 180,IRIDIUM 148
175,IRIDIUM 180,IRIDIUM 148
176,IRIDIUM 180,IRIDIUM 148
177,IRIDIUM 180,IRIDIUM 148
178,IRIDIUM 180,IRIDIUM 148
