episode,source,target
1,IRIDIUM 151,IRIDIUM 106
2,IRIDIUM 139,IRIDIUM 112
3,IRIDIUM 120,IRIDIUM 126
4,IRIDIUM 109,IRIDIUM 120
5,IRIDIUM 158,IRIDIUM 143
6,IRIDIUM 157,IRIDIUM 143
7,IRIDIUM 109,IRIDIUM 120
8,IRIDIUM 154,IRIDIUM 120
9,IRIDIUM 136,IRIDIUM 142
10,IRIDIUM 126,IRIDIUM 120
11,IRIDIUM 117,IRIDIUM 112
12,IRIDIUM 136,IRIDIUM 142
13,IRIDIUM 110,IRIDIUM 112
14,IRIDIUM 143,IRIDIUM 119
15,IRIDIUM 139,IRIDIUM 112
16,IRIDIUM 173,IRIDIUM 112
17,IRIDIUM 126,IRIDIUM 120
18,IRIDIUM 154,IRIDIUM 165
19,IRIDIUM 117,IRIDIUM 112
20,IRIDIUM 173,IRIDIUM 112
21,IRIDIUM 165,IRIDIUM 154
22,IRIDIUM 143,IRIDIUM 119
23,IRIDIUM 151,IRIDIUM 106
24,IRIDIUM 126,IRIDIUM 120
25,IRIDIUM 165,IRIDIUM 154
26,IRIDIUM 117,IRIDIUM 112
27,IRIDIUM 173,IRIDIUM 112
28,IRIDIUM 102,IRIDIUM 143
29,IRIDIUM 109,IRIDIUM 120
30,IRIDIUM 103,IRIDIUM 106
31,IRIDIUM 126,IRIDIUM 120
32,IRIDIUM 136,IRIDIUM 142
33,IRIDIUM 157,IRIDIUM 143
34,IRIDIUM 120,IRIDIUM 126
35,IRIDIUM 120,IRIDIUM 126
36,IRIDIUM 143,IRIDIUM 119
37,IRIDIUM 139,IRIDIUM 112
38,IRIDIUM 151,IRIDIUM 106
39,IRIDIUM 173,IRIDIUM 112
40,IRIDIUM 165,IRIDIUM 154
41,IRIDIUM 106,IRIDIUM 165
42,IRIDIUM 106,IRIDIUM 165
43,IRIDIUM 154,IRIDIUM 120
44,IRIDIUM 119,IRIDIUM 143
45,IRIDIUM 103,IRIDIUM 106
46,IRIDIUM 157,IRIDIUM 143
47,IRIDIUM 103,IRIDIUM 106
48,IRIDIUM 130,IRIDIUM 143
49,IRIDIUM 158,IRIDIUM 143
50,IRIDIUM 110,IRIDIUM 112
51,IRIDIUM 109,IRIDIUM 120
52,IRIDIUM 151,IRIDIUM 106
53,IRIDIUM 139,IRIDIUM 112
54,IRIDIUM 126,IRIDIUM 120
55,IRIDIUM 117,IRIDIUM 112
56,IRIDIUM 158,IRIDIUM 143
57,IRIDIUM 154,IRIDIUM 165
58,IRIDIUM 119,IRIDIUM 143
59,IRIDIUM 157,IRIDIUM 143
60,IRIDIUM 119,IRIDIUM 143
61,IRIDIUM 102,IRIDIUM 143
62,IRIDIUM 110,IRIDIUM 112
63,IRIDIUM 136,IRIDIUM 142
64,IRIDIUM 106,IRIDIUM 165
65,IRIDIUM 119,IRIDIUM 143
66,IRIDIUM 139,IRIDIUM 112
67,IRIDIUM 109,IRIDIUM 120
68,IRIDIUM 143,IRIDIUM 119
69,IRIDIUM 154,IRIDIUM 165
70,IRIDIUM 120,IRIDIUM 126
71,IRIDIUM 158,IRIDIUM 143
72,IRIDIUM 130,IRIDIUM 143
73,IRIDIUM 154,IRIDIUM 165
74,IRIDIUM 173,IRIDIUM 112
75,IRIDIUM 117,IRIDIUM 112
76,IRIDIUM 109,IRIDIUM 120
77,IRIDIUM 117,IRIDIUM 112
78,IRIDIUM 102,IRIDIUM 143
79,IRIDIUM 154,IRIDIUM 165
80,IRIDIUM 136,IRIDIUM 142
81,IRIDIUM 109,IRIDIUM 120
82,IRIDIUM 136,IRIDIUM 142
83,IRIDIUM 103,IRIDIUM 106
84,IRIDIUM 106,IRIDIUM 165
85,IRIDIUM 154,IRIDIUM 120
86,IRIDIUM 120,IRIDIUM 126
87,IRIDIUM 136,IRIDIUM 142
88,IRIDIUM 143,IRIDIUM 119
89,IRIDIUM 126,IRIDIUM 120
90,IRIDIUM 103,IRIDIUM 106
91,IRIDIUM 117,IRIDIUM 112
92,IRIDIUM 139,IRIDIUM 112
93,IRIDIUM 136,IRIDIUM 142
94,IRIDIUM 117,IRIDIUM 112
95,IRIDIUM 110,IRIDIUM 112
96,IRIDIUM 119,IRIDIUM 143
97,IRIDIUM 103,IRIDIUM 106
98,IRIDIUM 154,IRIDIUM 165
99,IRIDIUM 126,IRIDIUM 120
100,IRIDIUM 173,IRIDIUM 112
101,IRIDIUM 136,IRIDIUM 142
102,IRIDIUM 130,IRIDIUM 143
103,IRIDIUM 110,IRIDIUM 112
104,IRIDIUM 126,IRIDIUM 120
105,IRIDIUM 139,IRIDIUM 112
106,IRIDIUM 110,IRIDIUM 112
107,IRIDIUM 139,IRIDIUM 112
108,IRIDIUM 106,IRIDIUM 165
109,IRIDIUM 102,IRIDIUM 143
110,IRIDIUM 143,IRIDIUM 119
111,IRIDIUM 173,IRIDIUM 112
112,IRIDIUM 139,IRIDIUM 112
113,IRIDIUM 139,IRIDIUM 112
114,IRIDIUM 139,IRIDIUM 112
115,IRIDIUM 154,IRIDIUM 120
116,IRIDIUM 151,IRIDIUM 106
117,IRIDIUM 117,IRIDIUM 112
118,IRIDIUM 136,IRIDIUM 142
