episode,source,target
1,IRIDIUM 110,IRIDIUM 160
2,IRIDIUM 110,IRIDIUM 160
3,IRIDIUM 110,IRIDIUM 160
4,IRIDIUM 110,IRIDIUM 160
5,IRIDIUM 110,IRIDIUM 160
6,IRIDIUM 110,IRIDIUM 160
7,IRIDIUM 110,IRIDIUM 160
8,IRIDIUM 110,IRIDIUM 160
9,IRIDIUM 110,IRIDIUM 160
10,IRIDIUM 110,IRIDIUM 160
11,IRIDIUM 110,IRIDIUM 160
12,IRIDIUM 110,IRIDIUM 160
13,IRIDIUM 110,IRIDIUM 160
14,IRIDIUM 110,IRIDIUM 160
15,IRIDIUM 110,IRIDIUM 160
16,IRIDIUM 110,IRIDIUM 160
17,IRIDIUM 110,IRIDIUM 160
18,IRIDIUM 110,IRIDIUM 160
19,IRIDIUM 110,IRIDIUM 160
20,IRIDIUM 110,IRIDIUM 160
21,IRIDIUM 110,IRIDIUM 160
22,IRIDIUM 110,IRIDIUM 160
23,IRIDIUM 110,IRIDIUM 160
24,IRIDIUM 110,IRIDIUM 160
25,IRIDIUM 110,IRIDIUM 160
26,IRIDIUM 110,IRIDIUM 160
27,IRIDIUM 110,IRIDIUM 160
28,IRIDIUM 110,IRIDIUM 160
29,IRIDIUM 110,IRIDIUM 160
30,IRIDIUM 110,IRIDIUM 160
31,IRIDIUM 110,IRIDIUM 160
32,IRIDIUM 110,IRIDIUM 160
33,IRIDIUM 110,IRIDIUM 160
34,IRIDIUM 110,IRIDIUM 160
35,IRIDIUM 110,IRIDIUM 160
36,IRIDIUM 110,IRIDIUM 160
37,IRIDIUM 110,IRIDIUM 160
38,IRIDIUM 110,IRIDIUM 160
39,IRIDIUM 110,IRIDIUM 160
40,IRIDIUM 110,IRIDIUM 160
41,IRIDIUM 110,IRIDIUM 160
42,IRIDIUM 110,IRIDIUM 160
43,IRIDIUM 110,IRIDIUM 160
44,IRIDIUM 110,IRIDIUM 160
45,IRIDIUM 110,IRIDIUM 160
46,IRIDIUM 110,IRIDIUM 160
47,IRIDIUM 110,IRIDIUM 160
48,IRIDIUM 110,IRIDIUM 160
49,IRIDIUM 110,IRIDIUM 160
50,IRIDIUM 110,IRIDIUM 160
51,IRIDIUM 110,IRIDIUM 160
52,IRIDIUM 110,IRIDIUM 160
53,IRIDIUM 110,IRIDIUM 160
54,IRIDIUM 110,IRIDIUM 160
55,IRIDIUM 110,IRIDIUM 160
56,IRIDIUM 110,IRIDIUM 160
57,IRIDIUM 110,IRIDIUM 160
58,IRIDIUM 110,IRIDIUM 160
59,IRIDIUM 110,IRIDIUM 160
60,IRIDIUM 110,IRIDIUM 160
61,IRIDIUM 110,IRIDIUM 160
62,IRIDIUM 110,IRIDIUM 160
63,IRIDIUM 110,IRIDIUM 160
64,IRIDIUM 110,IRIDIUM 160
65,IRIDIUM 110,IRIDIUM 160
66,IRIDIUM 110,IRIDIUM 160
67,IRIDIUM 110,IRIDIUM 160
68,IRIDIUM 110,IRIDIUM 160
69,IRIDIUM 110,IRIDIUM 160
70,IRIDIUM 110,IRIDIUM 160
71,IRIDIUM 110,IRIDIUM 160
72,IRIDIUM 110,IRIDIUM 160
73,IRIDIUM 110,IRIDIUM 160
74,IRIDIUM 110,IRIDIUM 160
75,IRIDIUM 110,IRIDIUM 160
76,IRIDIUM 110,IRIDIUM 160
77,IRIDIUM 110,IRIDIUM 160
78,IRIDIUM 110,IRIDIUM 160
79,IRIDIUM 110,IRIDIUM 160
80,IRIDIUM 110,IRIDIUM 160
81,IRIDIUM 110,IRIDIUM 160
82,IRIDIUM 110,IRIDIUM 160
83,IRIDIUM 110,IRIDIUM 160
84,IRIDIUM 110,IRIDIUM 160
85,IRIDIUM 110,IRIDIUM 160
86,IRIDIUM 110,IRIDIUM 160
