episode,source,target
1,IRIDIUM 168,IRIDIUM 102
2,IRIDIUM 114,IRIDIUM 160
3,IRIDIUM 143,IRIDIUM 148
4,IRIDIUM 128,IRIDIUM 145
5,IRIDIUM 168,IRIDIUM 102
6,IRIDIUM 102,IRIDIUM 114
7,IRIDIUM 143,IRIDIUM 148
8,IRIDIUM 146,IRIDIUM 144
9,IRIDIUM 141,IRIDIUM 102
10,IRIDIUM 102,IRIDIUM 114
11,IRIDIUM 152,IRIDIUM 110
12,IRIDIUM 113,IRIDIUM 110
13,IRIDIUM 168,IRIDIUM 102
14,IRIDIUM 100,IRIDIUM 110
15,IRIDIUM 168,IRIDIUM 102
16,IRIDIUM 102,IRIDIUM 143
17,IRIDIUM 152,IRIDIUM 110
18,IRIDIUM 143,IRIDIUM 148
19,IRIDIUM 159,IRIDIUM 145
20,IRIDIUM 118,IRIDIUM 110
21,IRIDIUM 146,IRIDIUM 144
22,IRIDIUM 146,IRIDIUM 144
23,IRIDIUM 146,IRIDIUM 110
24,IRIDIUM 122,IRIDIUM 145
25,IRIDIUM 141,IRIDIUM 102
26,IRIDIUM 180,IRIDIUM 145
27,IRIDIUM 113,IRIDIUM 110
28,IRIDIUM 128,IRIDIUM 145
29,IRIDIUM 146,IRIDIUM 144
30,IRIDIUM 141,IRIDIUM 102
31,IRIDIUM 152,IRIDIUM 110
32,IRIDIUM 102,IRIDIUM 114
33,IRIDIUM 102,IRIDIUM 143
34,IRIDIUM 121,IRIDIUM 110
35,IRIDIUM 113,IRIDIUM 110
36,IRIDIUM 143,IRIDIUM 148
37,IRIDIUM 125,IRIDIUM 100
38,IRIDIUM 102,IRIDIUM 143
39,IRIDIUM 146,IRIDIUM 144
40,IRIDIUM 122,IRIDIUM 145
41,IRIDIUM 114,IRIDIUM 160
42,IRIDIUM 100,IRIDIUM 110
43,IRIDIUM 102,IRIDIUM 143
44,IRIDIUM 180,IRIDIUM 145
45,IRIDIUM 141,IRIDIUM 102
46,IRIDIUM 121,IRIDIUM 110
47,IRIDIUM 100,IRIDIUM 110
48,IRIDIUM 146,IRIDIUM 144
49,IRIDIUM 146,IRIDIUM 110
50,IRIDIUM 102,IRIDIUM 143
