episode,source,target
1,IRIDIUM 171,IRIDIUM 150
2,IRIDIUM 106,IRIDIUM 120
3,IRIDIUM 134,IRIDIUM 130
4,IRIDIUM 136,IRIDIUM 160
5,IRIDIUM 173,IRIDIUM 160
6,IRIDIUM 100,IRIDIUM 106
7,IRIDIUM 134,IRIDIUM 130
8,IRIDIUM 103,IRIDIUM 106
9,IRIDIUM 150,IRIDIUM 120
10,IRIDIUM 165,IRIDIUM 106
11,IRIDIUM 100,IRIDIUM 106
12,IRIDIUM 135,IRIDIUM 100
13,IRIDIUM 110,IRIDIUM 160
14,IRIDIUM 150,IRIDIUM 120
15,IRIDIUM 110,IRIDIUM 160
16,IRIDIUM 134,IRIDIUM 130
17,IRIDIUM 171,IRIDIUM 150
18,IRIDIUM 136,IRIDIUM 160
19,IRIDIUM 130,IRIDIUM 168
20,IRIDIUM 143,IRIDIUM 130
21,IRIDIUM 103,IRIDIUM 106
22,IRIDIUM 102,IRIDIUM 168
23,IRIDIUM 135,IRIDIUM 100
24,IRIDIUM 100,IRIDIUM 106
25,IRIDIUM 100,IRIDIUM 106
26,IRIDIUM 106,IRIDIUM 120
27,IRIDIUM 110,IRIDIUM 160
28,IRIDIUM 102,IRIDIUM 143
29,IRIDIUM 103,IRIDIUM 106
30,IRIDIUM 102,IRIDIUM 168
31,IRIDIUM 100,IRIDIUM 150
32,IRIDIUM 100,IRIDIUM 106
33,IRIDIUM 110,IRIDIUM 160
34,IRIDIUM 143,IRIDIUM 130
35,IRIDIUM 143,IRIDIUM 130
36,IRIDIUM 143,IRIDIUM 130
37,IRIDIUM 136,IRIDIUM 160
38,IRIDIUM 134,IRIDIUM 130
39,IRIDIUM 150,IRIDIUM 120
40,IRIDIUM 134,IRIDIUM 130
41,IRIDIUM 165,IRIDIUM 106
42,IRIDIUM 171,IRIDIUM 150
43,IRIDIUM 100,IRIDIUM 106
44,IRIDIUM 100,IRIDIUM 150
45,IRIDIUM 173,IRIDIUM 160
46,IRIDIUM 106,IRIDIUM 120
47,IRIDIUM 130,IRIDIUM 168
48,IRIDIUM 150,IRIDIUM 120
49,IRIDIUM 173,IRIDIUM 160
50,IRIDIUM 150,IRIDIUM 120
51,IRIDIUM 143,IRIDIUM 130
52,IRIDIUM 134,IRIDIUM 130
53,IRIDIUM 130,IRIDIUM 160
54,IRIDIUM 134,IRIDIUM 130
55,IRIDIUM 165,IRIDIUM 106
56,IRIDIUM 136,IRIDIUM 160
57,IRIDIUM 165,IRIDIUM 106
58,IRIDIUM 110,IRIDIUM 160
59,IRIDIUM 120,IRIDIUM 106
60,IRIDIUM 135,IRIDIUM 100
61,IRIDIUM 103,IRIDIUM 106
62,IRIDIUM 136,IRIDIUM 160
63,IRIDIUM 130,IRIDIUM 160
64,IRIDIUM 102,IRIDIUM 168
65,IRIDIUM 134,IRIDIUM 130
66,IRIDIUM 102,IRIDIUM 143
67,IRIDIUM 102,IRIDIUM 143
68,IRIDIUM 165,IRIDIUM 106
69,IRIDIUM 130,IRIDIUM 160
70,IRIDIUM 173,IRIDIUM 160
71,IRIDIUM 102,IRIDIUM 143
72,IRIDIUM 165,IRIDIUM 106
73,IRIDIUM 135,IRIDIUM 100
74,IRIDIUM 100,IRIDIUM 106
75,IRIDIUM 100,IRIDIUM 150
76,IRIDIUM 103,IRIDIUM 106
77,IRIDIUM 130,IRIDIUM 160
78,IRIDIUM 173,IRIDIUM 160
79,IRIDIUM 130,IRIDIUM 168
80,IRIDIUM 120,IRIDIUM 106
81,IRIDIUM 165,IRIDIUM 106
82,IRIDIUM 120,IRIDIUM 106
83,IRIDIUM 136,IRIDIUM 160
84,IRIDIUM 150,IRIDIUM 120
85,IRIDIUM 100,IRIDIUM 106
86,IRIDIUM 100,IRIDIUM 150
87,IRIDIUM 150,IRIDIUM 120
88,IRIDIUM 136,IRIDIUM 160
89,IRIDIUM 165,IRIDIUM 106
90,IRIDIUM 136,IRIDIUM 168
91,IRIDIUM 120,IRIDIUM 106
92,IRIDIUM 135,IRIDIUM 100
93,IRIDIUM 120,IRIDIUM 106
94,IRIDIUM 103,IRIDIUM 106
95,IRIDIUM 134,IRIDIUM 130
96,IRIDIUM 103,IRIDIUM 106
97,IRIDIUM 171,IRIDIUM 150
98,IRIDIUM 120,IRIDIUM 106
99,IRIDIUM 106,IRIDIUM 120
100,IRIDIUM 136,IRIDIUM 168
101,IRIDIUM 103,IRIDIUM 106
102,IRIDIUM 173,IRIDIUM 160
103,IRIDIUM 171,IRIDIUM 150
104,IRIDIUM 106,IRIDIUM 120
105,IRIDIUM 171,IRIDIUM 150
106,IRIDIUM 103,IRIDIUM 106
107,IRIDIUM 130,IRIDIUM 160
108,IRIDIUM 102,IRIDIUM 143
109,IRIDIUM 100,IRIDIUM 106
110,IRIDIUM 100,IRIDIUM 106
111,IRIDIUM 100,IRIDIUM 150
112,IRIDIUM 143,IRIDIUM 130
113,IRIDIUM 136,IRIDIUM 168
114,IRIDIUM 136,IRIDIUM 168
115,IRIDIUM 106,IRIDIUM 120
116,IRIDIUM 110,IRIDIUM 160
117,IRIDIUM 150,IRIDIUM 120
118,IRIDIUM 130,IRIDIUM 160
119,IRIDIUM 173,IRIDIUM 160
120,IRIDIUM 165,IRIDIUM 106
121,IRIDIUM 106,IRIDIUM 120
122,IRIDIUM 130,IRIDIUM 168
123,IRIDIUM 173,IRIDIUM 160
124,IRIDIUM 100,IRIDIUM 106
125,IRIDIUM 171,IRIDIUM 150
126,IRIDIUM 143,IRIDIUM 130
127,IRIDIUM 136,IRIDIUM 160
128,IRIDIUM 150,IRIDIUM 120
129,IRIDIUM 102,IRIDIUM 143
130,IRIDIUM 110,IRIDIUM 160
131,IRIDIUM 110,IRIDIUM 160
132,IRIDIUM 102,IRIDIUM 168
133,IRIDIUM 100,IRIDIUM 150
134,IRIDIUM 143,IRIDIUM 130
135,IRIDIUM 102,IRIDIUM 143
136,IRIDIUM 134,IRIDIUM 130
137,IRIDIUM 130,IRIDIUM 160
138,IRIDIUM 130,IRIDIUM 160
139,IRIDIUM 150,IRIDIUM 120
140,IRIDIUM 171,IRIDIUM 150
141,IRIDIUM 136,IRIDIUM 160
142,IRIDIUM 110,IRIDIUM 160
143,IRIDIUM 103,IRIDIUM 106
144,IRIDIUM 173,IRIDIUM 160
145,IRIDIUM 143,IRIDIUM 130
146,IRIDIUM 136,IRIDIUM 168
147,IRIDIUM 171,IRIDIUM 150
148,IRIDIUM 171,IRIDIUM 150
149,IRIDIUM 130,IRIDIUM 168
150,IRIDIUM 130,IRIDIUM 168
151,IRIDIUM 100,IRIDIUM 106
152,IRIDIUM 165,IRIDIUM 106
153,IRIDIUM 130,IRIDIUM 168
154,IRIDIUM 110,IRIDIUM 160
155,IRIDIUM 100,IRIDIUM 150
156,IRIDIUM 102,IRIDIUM 168
157,IRIDIUM 100,IRIDIUM 106
158,IRIDIUM 103,IRIDIUM 106
