episode,source,target
1,IRIDIUM 152,IRIDIUM 144
2,IRIDIUM 171,IRIDIUM 152
3,IRIDIUM 154,IRIDIUM 149
4,IRIDIUM 171,IRIDIUM 152
5,IRIDIUM 120,IRIDIUM 152
6,IRIDIUM 132,IRIDIUM 152
7,IRIDIUM 154,IRIDIUM 149
8,IRIDIUM 153,IRIDIUM 149
9,IRIDIUM 132,IRIDIUM 152
10,IRIDIUM 129,IRIDIUM 152
11,IRIDIUM 156,IRIDIUM 112
12,IRIDIUM 166,IRIDIUM 150
13,IRIDIUM 120,IRIDIUM 152
14,IRIDIUM 166,IRIDIUM 150
15,IRIDIUM 120,IRIDIUM 152
16,IRIDIUM 120,IRIDIUM 152
17,IRIDIUM 154,IRIDIUM 149
18,IRIDIUM 135,IRIDIUM 149
19,IRIDIUM 144,IRIDIUM 152
20,IRIDIUM 135,IRIDIUM 149
21,IRIDIUM 149,IRIDIUM 135
22,IRIDIUM 149,IRIDIUM 150
23,IRIDIUM 143,IRIDIUM 157
24,IRIDIUM 132,IRIDIUM 150
25,IRIDIUM 141,IRIDIUM 173
26,IRIDIUM 144,IRIDIUM 152
27,IRIDIUM 129,IRIDIUM 152
28,IRIDIUM 149,IRIDIUM 135
29,IRIDIUM 149,IRIDIUM 135
30,IRIDIUM 152,IRIDIUM 167
31,IRIDIUM 157,IRIDIUM 143
32,IRIDIUM 167,IRIDIUM 152
33,IRIDIUM 141,IRIDIUM 173
34,IRIDIUM 153,IRIDIUM 149
35,IRIDIUM 103,IRIDIUM 100
36,IRIDIUM 154,IRIDIUM 149
37,IRIDIUM 153,IRIDIUM 149
38,IRIDIUM 152,IRIDIUM 144
39,IRIDIUM 144,IRIDIUM 152
40,IRIDIUM 171,IRIDIUM 152
41,IRIDIUM 135,IRIDIUM 149
42,IRIDIUM 167,IRIDIUM 152
43,IRIDIUM 144,IRIDIUM 152
44,IRIDIUM 132,IRIDIUM 152
45,IRIDIUM 132,IRIDIUM 150
46,IRIDIUM 149,IRIDIUM 150
47,IRIDIUM 143,IRIDIUM 157
48,IRIDIUM 103,IRIDIUM 100
49,IRIDIUM 167,IRIDIUM 152
50,IRIDIUM 103,IRIDIUM 100
51,IRIDIUM 152,IRIDIUM 144
52,IRIDIUM 149,IRIDIUM 135
53,IRIDIUM 120,IRIDIUM 152
54,IRIDIUM 135,IRIDIUM 149
55,IRIDIUM 141,IRIDIUM 173
56,IRIDIUM 144,IRIDIUM 152
57,IRIDIUM 154,IRIDIUM 149
58,IRIDIUM 149,IRIDIUM 135
59,IRIDIUM 152,IRIDIUM 167
60,IRIDIUM 167,IRIDIUM 152
