episode,source,target
1,STARLINK-35051,STARLINK-36884
2,STARLINK-35713,STARLINK-32451
3,STARLINK-31874,STARLINK-5062
4,STARLINK-4337,STARLINK-36800
5,STARLINK-5118,STARLINK-30508
6,STARLINK-2586,STARLINK-35615
7,STARLINK-11526 [DTC],STARLINK-36099
8,STARLINK-4583,STARLINK-1227
9,STARLINK-11166 [DTC],STARLINK-3112
10,STARLINK-36975,STARLINK-3913
11,STARLINK-32385,STARLINK-35041
12,STARLINK-3119,STARLINK-3529
13,STARLINK-34466,STARLINK-11567 [DTC]
14,STARLINK-2065,STARLINK-32023
15,STARLINK-30105,STARLINK-31187
16,STARLINK-6167,STARLINK-30068
17,STARLINK-31733,STARLINK-31403
18,STARLINK-35331,STARLINK-32506
19,STARLINK-11670 [DTC],STARLINK-34565
20,STARLINK-4658,STARLINK-11288 [DTC]
21,STARLINK-5661,STARLINK-30125
22,STARLINK-31503,STARLINK-5163
23,STARLINK-1746,STARLINK-36193
24,STARLINK-4300,STARLINK-5975
25,STARLINK-36044,STARLINK-32525
26,STARLINK-36177,STARLINK-30144
27,STARLINK-31308,STARLINK-5933
28,STARLINK-31391,STARLINK-30981
29,STARLINK-5785,STARLINK-4046
30,STARLINK-11170 [DTC],STARLINK-33837
31,STARLINK-11275 [DTC],STARLINK-32806
32,STARLINK-34353,STARLINK-2604
33,STARLINK-5048,STARLINK-2435
34,STARLINK-34827,STARLINK-3287
35,STARLINK-4059,STARLINK-31558
36,STARLINK-3271,STARLINK-3682
37,STARLINK-33983,STARLINK-30753
38,STARLINK-6157,STARLINK-35902
39,STARLINK-36871,STARLINK-36916
40,STARLINK-36812,STARLINK-34960
41,STARLINK-11387 [DTC],STARLINK-31898
42,STARLINK-11286 [DTC],STARLINK-5510
43,STARLINK-35515,STARLINK-3359
44,STARLINK-34654,STARLINK-36228
45,STARLINK-4567,STARLINK-4052
46,STARLINK-34714,STARLINK-4144
47,STARLINK-34073,STARLINK-30927
48,STARLINK-34682,STARLINK-33627
49,STARLINK-30563,STARLINK-30759
50,STARLINK-5384,STARLINK-33758
51,STARLINK-31156,STARLINK-34192
52,STARLINK-32505,STARLINK-5523
53,STARLINK-11246 [DTC],STARLINK-11425 [DTC]
54,STARLINK-34492,STARLINK-35783
55,STARLINK-2455,STARLINK-2250
56,STARLINK-34952,STARLINK-5635
57,STARLINK-32522,STARLINK-11511 [DTC]
58,STARLINK-34536,STARLINK-6172
59,STARLINK-31714,STARLINK-32833
60,STARLINK-37052,STARLINK-11582 [DTC]
61,STARLINK-4780,STARLINK-32844
62,STARLINK-4268,STARLINK-34363
63,STARLINK-4109,STARLINK-32836
64,STARLINK-36158,STARLINK-3327
65,STARLINK-31929,STARLINK-36345
66,STARLINK-34185,STARLINK-31236
67,STARLINK-36301,STARLINK-32290
68,STARLINK-30812,STARLINK-34085
69,STARLINK-30918,STARLINK-33770
70,STARLINK-5744,STARLINK-35251
71,STARLINK-11565 [DTC],STARLINK-2627
72,STARLINK-32341,STARLINK-5678
73,STARLINK-36246,STARLINK-31495
74,STARLINK-11718 [DTC],STARLINK-36160
75,STARLINK-32412,STARLINK-32540
76,STARLINK-30768,STARLINK-4775
77,STARLINK-3850,STARLINK-35907
78,STARLINK-4489,STARLINK-35308
79,STARLINK-32222,STARLINK-4054
80,STARLINK-34384,STARLINK-5001
81,STARLINK-31989,STARLINK-36821
