episode,source,target
1,IRIDIUM 110,IRIDIUM 121
2,IRIDIUM 137,IRIDIUM 114
3,IRIDIUM 116,IRIDIUM 114
4,IRIDIUM 143,IRIDIUM 148
5,IRIDIUM 137,IRIDIUM 114
6,IRIDIUM 116,IRIDIUM 114
7,IRIDIUM 142,IRIDIUM 110
8,IRIDIUM 152,IRIDIUM 110
9,IRIDIUM 110,IRIDIUM 113
10,IRIDIUM 133,IRIDIUM 110
11,IRIDIUM 163,IRIDIUM 160
12,IRIDIUM 116,IRIDIUM 114
13,IRIDIUM 112,IRIDIUM 114
14,IRIDIUM 110,IRIDIUM 113
15,IRIDIUM 152,IRIDIUM 110
16,IRIDIUM 163,IRIDIUM 116
17,IRIDIUM 168,IRIDIUM 123
18,IRIDIUM 147,IRIDIUM 142
19,IRIDIUM 114,IRIDIUM 137
20,IRIDIUM 160,IRIDIUM 163
21,IRIDIUM 112,IRIDIUM 114
22,IRIDIUM 143,IRIDIUM 148
23,IRIDIUM 138,IRIDIUM 110
24,IRIDIUM 147,IRIDIUM 142
25,IRIDIUM 112,IRIDIUM 114
26,IRIDIUM 160,IRIDIUM 163
27,IRIDIUM 147,IRIDIUM 142
28,IRIDIUM 114,IRIDIUM 137
29,IRIDIUM 113,IRIDIUM 110
30,IRIDIUM 114,IRIDIUM 137
31,IRIDIUM 163,IRIDIUM 116
32,IRIDIUM 163,IRIDIUM 160
33,IRIDIUM 143,IRIDIUM 148
34,IRIDIUM 163,IRIDIUM 160
35,IRIDIUM 112,IRIDIUM 114
36,IRIDIUM 142,IRIDIUM 110
37,IRIDIUM 116,IRIDIUM 168
38,IRIDIUM 112,IRIDIUM 114
39,IRIDIUM 112,IRIDIUM 114
40,IRIDIUM 116,IRIDIUM 168
41,IRIDIUM 147,IRIDIUM 142
42,IRIDIUM 142,IRIDIUM 110
43,IRIDIUM 163,IRIDIUM 116
44,IRIDIUM 133,IRIDIUM 110
45,IRIDIUM 143,IRIDIUM 148
46,IRIDIUM 148,IRIDIUM 114
47,IRIDIUM 133,IRIDIUM 110
48,IRIDIUM 160,IRIDIUM 163
49,IRIDIUM 163,IRIDIUM 160
50,IRIDIUM 152,IRIDIUM 110
51,IRIDIUM 116,IRIDIUM 114
52,IRIDIUM 113,IRIDIUM 110
53,IRIDIUM 163,IRIDIUM 116
54,IRIDIUM 160,IRIDIUM 163
55,IRIDIUM 137,IRIDIUM 114
56,IRIDIUM 116,IRIDIUM 168
57,IRIDIUM 116,IRIDIUM 168
58,IRIDIUM 163,IRIDIUM 160
59,IRIDIUM 110,IRIDIUM 113
60,IRIDIUM 168,IRIDIUM 123
61,IRIDIUM 112,IRIDIUM 114
62,IRIDIUM 147,IRIDIUM 142
63,IRIDIUM 148,IRIDIUM 114
64,IRIDIUM 112,IRIDIUM 114
65,IRIDIUM 114,IRIDIUM 137
66,IRIDIUM 142,IRIDIUM 110
67,IRIDIUM 138,IRIDIUM 110
68,IRIDIUM 110,IRIDIUM 113
69,IRIDIUM 112,IRIDIUM 114
70,IRIDIUM 143,IRIDIUM 148
71,IRIDIUM 172,IRIDIUM 100
72,IRIDIUM 143,IRIDIUM 148
73,IRIDIUM 168,IRIDIUM 123
74,IRIDIUM 138,IRIDIUM 110
75,IRIDIUM 133,IRIDIUM 110
76,IRIDIUM 137,IRIDIUM 114
77,IRIDIUM 110,IRIDIUM 113
78,IRIDIUM 116,IRIDIUM 114
79,IRIDIUM 168,IRIDIUM 123
80,IRIDIUM 116,IRIDIUM 114
81,IRIDIUM 172,IRIDIUM 100
82,IRIDIUM 163,IRIDIUM 160
83,IRIDIUM 152,IRIDIUM 110
84,IRIDIUM 147,IRIDIUM 142
85,IRIDIUM 160,IRIDIUM 163
86,IRIDIUM 116,IRIDIUM 114
87,IRIDIUM 143,IRIDIUM 148
88,IRIDIUM 160,IRIDIUM 163
89,IRIDIUM 133,IRIDIUM 110
90,IRIDIUM 137,IRIDIUM 114
91,IRIDIUM 163,IRIDIUM 116
92,IRIDIUM 114,IRIDIUM 137
93,IRIDIUM 113,IRIDIUM 110
94,IRIDIUM 142,IRIDIUM 110
95,IRIDIUM 148,IRIDIUM 114
96,IRIDIUM 133,IRIDIUM 110
97,IRIDIUM 147,IRIDIUM 142
98,IRIDIUM 143,IRIDIUM 148
99,IRIDIUM 110,IRIDIUM 113
100,IRIDIUM 172,IRIDIUM 100
101,IRIDIUM 152,IRIDIUM 110
102,IRIDIUM 163,IRIDIUM 116
103,IRIDIUM 110,IRIDIUM 121
104,IRIDIUM 160,IRIDIUM 163
105,IRIDIUM 110,IRIDIUM 113
106,IRIDIUM 148,IRIDIUM 114
107,IRIDIUM 147,IRIDIUM 142
108,IRIDIUM 137,IRIDIUM 114
109,IRIDIUM 137,IRIDIUM 114
110,IRIDIUM 116,IRIDIUM 114
111,IRIDIUM 143,IRIDIUM 148
112,IRIDIUM 137,IRIDIUM 114
113,IRIDIUM 112,IRIDIUM 114
114,IRIDIUM 110,IRIDIUM 121
115,IRIDIUM 168,IRIDIUM 123
116,IRIDIUM 137,IRIDIUM 114
117,IRIDIUM 143,IRIDIUM 148
118,IRIDIUM 133,IRIDIUM 110
119,IRIDIUM 116,IRIDIUM 114
120,IRIDIUM 152,IRIDIUM 110
121,IRIDIUM 110,IRIDIUM 121
122,IRIDIUM 163,IRIDIUM 116
123,IRIDIUM 138,IRIDIUM 110
124,IRIDIUM 133,IRIDIUM 110
125,IRIDIUM 137,IRIDIUM 114
126,IRIDIUM 147,IRIDIUM 142
127,IRIDIUM 112,IRIDIUM 114
128,IRIDIUM 113,IRIDIUM 110
129,IRIDIUM 110,IRIDIUM 113
130,IRIDIUM 143,IRIDIUM 148
131,IRIDIUM 116,IRIDIUM 114
132,IRIDIUM 163,IRIDIUM 160
133,IRIDIUM 112,IRIDIUM 114
134,IRIDIUM 116,IRIDIUM 168
135,IRIDIUM 113,IRIDIUM 110
136,IRIDIUM 152,IRIDIUM 110
137,IRIDIUM 133,IRIDIUM 110
138,IRIDIUM 142,IRIDIUM 110
139,IRIDIUM 168,IRIDIUM 123
140,IRIDIUM 116,IRIDIUM 168
141,IRIDIUM 148,IRIDIUM 114
