episode,source,target
1,IRIDIUM 156,IRIDIUM 142
2,IRIDIUM 102,IRIDIUM 143
3,IRIDIUM 154,IRIDIUM 120
4,IRIDIUM 130,IRIDIUM 143
5,IRIDIUM 131,IRIDIUM 112
6,IRIDIUM 112,IRIDIUM 173
7,IRIDIUM 110,IRIDIUM 112
8,IRIDIUM 112,IRIDIUM 173
9,IRIDIUM 130,IRIDIUM 143
10,IRIDIUM 165,IRIDIUM 154
11,IRIDIUM 150,IRIDIUM 120
12,IRIDIUM 103,IRIDIUM 106
13,IRIDIUM 157,IRIDIUM 143
14,IRIDIUM 158,IRIDIUM 143
15,IRIDIUM 157,IRIDIUM 143
16,IRIDIUM 102,IRIDIUM 143
17,IRIDIUM 165,IRIDIUM 154
18,IRIDIUM 154,IRIDIUM 120
19,IRIDIUM 136,IRIDIUM 112
20,IRIDIUM 126,IRIDIUM 120
21,IRIDIUM 157,IRIDIUM 143
22,IRIDIUM 136,IRIDIUM 112
23,IRIDIUM 150,IRIDIUM 120
24,IRIDIUM 165,IRIDIUM 154
25,IRIDIUM 126,IRIDIUM 120
26,IRIDIUM 154,IRIDIUM 120
27,IRIDIUM 173,IRIDIUM 112
28,IRIDIUM 171,IRIDIUM 106
29,IRIDIUM 111,IRIDIUM 112
30,IRIDIUM 154,IRIDIUM 120
31,IRIDIUM 165,IRIDIUM 154
32,IRIDIUM 126,IRIDIUM 120
33,IRIDIUM 154,IRIDIUM 120
34,IRIDIUM 171,IRIDIUM 106
35,IRIDIUM 102,IRIDIUM 143
36,IRIDIUM 154,IRIDIUM 120
37,IRIDIUM 136,IRIDIUM 112
38,IRIDIUM 157,IRIDIUM 143
39,IRIDIUM 157,IRIDIUM 143
40,IRIDIUM 103,IRIDIUM 106
41,IRIDIUM 156,IRIDIUM 142
42,IRIDIUM 110,IRIDIUM 112
43,IRIDIUM 136,IRIDIUM 112
44,IRIDIUM 165,IRIDIUM 154
45,IRIDIUM 111,IRIDIUM 112
46,IRIDIUM 103,IRIDIUM 106
47,IRIDIUM 131,IRIDIUM 112
48,IRIDIUM 156,IRIDIUM 142
49,IRIDIUM 173,IRIDIUM 112
50,IRIDIUM 110,IRIDIUM 112
51,IRIDIUM 103,IRIDIUM 106
52,IRIDIUM 102,IRIDIUM 143
53,IRIDIUM 156,IRIDIUM 142
54,IRIDIUM 111,IRIDIUM 112
55,IRIDIUM 102,IRIDIUM 143
56,IRIDIUM 136,IRIDIUM 112
57,IRIDIUM 130,IRIDIUM 143
58,IRIDIUM 156,IRIDIUM 142
59,IRIDIUM 150,IRIDIUM 120
60,IRIDIUM 112,IRIDIUM 173
61,IRIDIUM 173,IRIDIUM 112
62,IRIDIUM 103,IRIDIUM 106
63,IRIDIUM 157,IRIDIUM 143
64,IRIDIUM 130,IRIDIUM 143
65,IRIDIUM 111,IRIDIUM 112
66,IRIDIUM 111,IRIDIUM 112
67,IRIDIUM 157,IRIDIUM 143
68,IRIDIUM 171,IRIDIUM 106
69,IRIDIUM 158,IRIDIUM 143
70,IRIDIUM 171,IRIDIUM 106
71,IRIDIUM 156,IRIDIUM 142
72,IRIDIUM 103,IRIDIUM 106
73,IRIDIUM 112,IRIDIUM 119
74,IRIDIUM 139,IRIDIUM 112
75,IRIDIUM 102,IRIDIUM 143
76,IRIDIUM 156,IRIDIUM 142
77,IRIDIUM 103,IRIDIUM 106
78,IRIDIUM 154,IRIDIUM 120
79,IRIDIUM 157,IRIDIUM 143
80,IRIDIUM 171,IRIDIUM 106
81,IRIDIUM 136,IRIDIUM 142
82,IRIDIUM 131,IRIDIUM 112
83,IRIDIUM 139,IRIDIUM 112
84,IRIDIUM 158,IRIDIUM 143
85,IRIDIUM 158,IRIDIUM 143
86,IRIDIUM 126,IRIDIUM 120
87,IRIDIUM 131,IRIDIUM 112
88,IRIDIUM 158,IRIDIUM 143
89,IRIDIUM 136,IRIDIUM 112
90,IRIDIUM 139,IRIDIUM 112
91,IRIDIUM 102,IRIDIUM 143
92,IRIDIUM 136,IRIDIUM 142
93,IRIDIUM 158,IRIDIUM 143
94,IRIDIUM 102,IRIDIUM 143
95,IRIDIUM 103,IRIDIUM 106
96,IRIDIUM 111,IRIDIUM 112
97,IRIDIUM 157,IRIDIUM 143
98,IRIDIUM 154,IRIDIUM 120
99,IRIDIUM 131,IRIDIUM 112
100,IRIDIUM 112,IRIDIUM 119
101,IRIDIUM 173,IRIDIUM 112
102,IRIDIUM 111,IRIDIUM 112
103,IRIDIUM 131,IRIDIUM 112
104,IRIDIUM 112,IRIDIUM 119
105,IRIDIUM 126,IRIDIUM 120
106,IRIDIUM 130,IRIDIUM 143
107,IRIDIUM 171,IRIDIUM 106
108,IRIDIUM 126,IRIDIUM 120
109,IRIDIUM 112,IRIDIUM 173
110,IRIDIUM 139,IRIDIUM 112
111,IRIDIUM 112,IRIDIUM 173
112,IRIDIUM 139,IRIDIUM 112
113,IRIDIUM 171,IRIDIUM 106
114,IRIDIUM 111,IRIDIUM 112
115,IRIDIUM 156,IRIDIUM 142
116,IRIDIUM 136,IRIDIUM 142
117,IRIDIUM 103,IRIDIUM 106
118,IRIDIUM 130,IRIDIUM 143
119,IRIDIUM 130,IRIDIUM 143
120,IRIDIUM 173,IRIDIUM 112
121,IRIDIUM 171,IRIDIUM 106
122,IRIDIUM 111,IRIDIUM 112
123,IRIDIUM 139,IRIDIUM 112
124,IRIDIUM 136,IRIDIUM 142
125,IRIDIUM 112,IRIDIUM 119
126,IRIDIUM 173,IRIDIUM 112
127,IRIDIUM 130,IRIDIUM 143
128,IRIDIUM 158,IRIDIUM 143
129,IRIDIUM 136,IRIDIUM 112
130,IRIDIUM 171,IRIDIUM 106
131,IRIDIUM 131,IRIDIUM 112
132,IRIDIUM 150,IRIDIUM 120
133,IRIDIUM 126,IRIDIUM 120
134,IRIDIUM 112,IRIDIUM 173
135,IRIDIUM 171,IRIDIUM 106
136,IRIDIUM 112,IRIDIUM 173
137,IRIDIUM 131,IRIDIUM 112
138,IRIDIUM 136,IRIDIUM 142
139,IRIDIUM 158,IRIDIUM 143
140,IRIDIUM 136,IRIDIUM 142
141,IRIDIUM 130,IRIDIUM 143
142,IRIDIUM 136,IRIDIUM 112
143,IRIDIUM 126,IRIDIUM 120
144,IRIDIUM 150,IRIDIUM 120
145,IRIDIUM 130,IRIDIUM 143
146,IRIDIUM 150,IRIDIUM 120
147,IRIDIUM 158,IRIDIUM 143
148,IRIDIUM 111,IRIDIUM 112
149,IRIDIUM 126,IRIDIUM 120
150,IRIDIUM 110,IRIDIUM 112
151,IRIDIUM 173,IRIDIUM 112
152,IRIDIUM 157,IRIDIUM 143
153,IRIDIUM 112,IRIDIUM 173
154,IRIDIUM 126,IRIDIUM 120
155,IRIDIUM 171,IRIDIUM 106
156,IRIDIUM 126,IRIDIUM 120
157,IRIDIUM 156,IRIDIUM 142
158,IRIDIUM 110,IRIDIUM 112
159,IRIDIUM 156,IRIDIUM 142
160,IRIDIUM 130,IRIDIUM 143
161,IRIDIUM 158,IRIDIUM 143
162,IRIDIUM 126,IRIDIUM 120
163,IRIDIUM 126,IRIDIUM 120
164,IRIDIUM 150,IRIDIUM 120
165,IRIDIUM 131,IRIDIUM 112
166,IRIDIUM 103,IRIDIUM 106
167,IRIDIUM 171,IRIDIUM 106
168,IRIDIUM 112,IRIDIUM 173
169,IRIDIUM 126,IRIDIUM 120
170,IRIDIUM 103,IRIDIUM 106
171,IRIDIUM 157,IRIDIUM 143
172,IRIDIUM 156,IRIDIUM 142
173,IRIDIUM 156,IRIDIUM 142
174,IRIDIUM 103,IRIDIUM 106
175,IRIDIUM 136,IRIDIUM 142
176,IRIDIUM 150,IRIDIUM 120
177,IRIDIUM 112,IRIDIUM 173
178,IRIDIUM 136,IRIDIUM 112
179,IRIDIUM 111,IRIDIUM 112
180,IRIDIUM 156,IRIDIUM 142
181,IRIDIUM 111,IRIDIUM 112
182,IRIDIUM 165,IRIDIUM 154
183,IRIDIUM 171,IRIDIUM 106
184,IRIDIUM 112,IRIDIUM 119
185,IRIDIUM 136,IRIDIUM 142
186,IRIDIUM 154,IRIDIUM 120
187,IRIDIUM 136,IRIDIUM 112
188,IRIDIUM 130,IRIDIUM 143
189,IRIDIUM 131,IRIDIUM 112
190,IRIDIUM 154,IRIDIUM 120
191,IRIDIUM 102,IRIDIUM 143
192,IRIDIUM 156,IRIDIUM 142
193,IRIDIUM 158,IRIDIUM 143
194,IRIDIUM 139,IRIDIUM 112
195,IRIDIUM 112,IRIDIUM 173
196,IRIDIUM 136,IRIDIUM 142
197,IRIDIUM 130,IRIDIUM 143
198,IRIDIUM 171,IRIDIUM 106
199,IRIDIUM 130,IRIDIUM 143
200,IRIDIUM 158,IRIDIUM 143
201,IRIDIUM 136,IRIDIUM 112
202,IRIDIUM 171,IRIDIUM 106
203,IRIDIUM 112,IRIDIUM 119
204,IRIDIUM 110,IRIDIUM 112
205,IRIDIUM 130,IRIDIUM 143
206,IRIDIUM 156,IRIDIUM 142
207,IRIDIUM 171,IRIDIUM 106
208,IRIDIUM 112,IRIDIUM 119
209,IRIDIUM 139,IRIDIUM 112
210,IRIDIUM 171,IRIDIUM 106
211,IRIDIUM 130,IRIDIUM 143
212,IRIDIUM 102,IRIDIUM 143
213,IRIDIUM 139,IRIDIUM 112
214,IRIDIUM 165,IRIDIUM 154
215,IRIDIUM 154,IRIDIUM 120
216,IRIDIUM 150,IRIDIUM 120
217,IRIDIUM 103,IRIDIUM 106
218,IRIDIUM 111,IRIDIUM 112
219,IRIDIUM 139,IRIDIUM 112
220,IRIDIUM 131,IRIDIUM 112
221,IRIDIUM 139,IRIDIUM 112
222,IRIDIUM 111,IRIDIUM 112
223,IRIDIUM 110,IRIDIUM 112
224,IRIDIUM 136,IRIDIUM 112
225,IRIDIUM 158,IRIDIUM 143
226,IRIDIUM 158,IRIDIUM 143
227,IRIDIUM 110,IRIDIUM 112
228,IRIDIUM 112,IRIDIUM 119
229,IRIDIUM 102,IRIDIUM 143
230,IRIDIUM 154,IRIDIUM 120
231,IRIDIUM 158,IRIDIUM 143
232,IRIDIUM 156,IRIDIUM 142
233,IRIDIUM 110,IRIDIUM 112
234,IRIDIUM 112,IRIDIUM 173
235,IRIDIUM 139,IRIDIUM 112
236,IRIDIUM 139,IRIDIUM 112
237,IRIDIUM 110,IRIDIUM 112
238,IRIDIUM 112,IRIDIUM 173
239,IRIDIUM 130,IRIDIUM 143
240,IRIDIUM 136,IRIDIUM 142
241,IRIDIUM 110,IRIDIUM 112
242,IRIDIUM 126,IRIDIUM 120
243,IRIDIUM 136,IRIDIUM 142
244,IRIDIUM 156,IRIDIUM 142
245,IRIDIUM 157,IRIDIUM 143
246,IRIDIUM 110,IRIDIUM 112
247,IRIDIUM 171,IRIDIUM 106
248,IRIDIUM 158,IRIDIUM 143
249,IRIDIUM 139,IRIDIUM 112
