episode,source,target
1,IRIDIUM 129,IRIDIUM 152
2,IRIDIUM 152,IRIDIUM 166
3,IRIDIUM 167,IRIDIUM 133
4,IRIDIUM 141,IRIDIUM 131
5,IRIDIUM 112,IRIDIUM 140
6,IRIDIUM 159,IRIDIUM 158
7,IRIDIUM 159,IRIDIUM 140
8,IRIDIUM 166,IRIDIUM 153
9,IRIDIUM 131,IRIDIUM 180
10,IRIDIUM 129,IRIDIUM 152
11,IRIDIUM 140,IRIDIUM 145
12,IRIDIUM 159,IRIDIUM 158
13,IRIDIUM 159,IRIDIUM 158
14,IRIDIUM 158,IRIDIUM 159
15,IRIDIUM 180,IRIDIUM 139
16,IRIDIUM 140,IRIDIUM 145
17,IRIDIUM 140,IRIDIUM 145
18,IRIDIUM 111,IRIDIUM 145
19,IRIDIUM 112,IRIDIUM 140
20,IRIDIUM 141,IRIDIUM 131
21,IRIDIUM 149,IRIDIUM 152
22,IRIDIUM 131,IRIDIUM 180
23,IRIDIUM 149,IRIDIUM 152
24,IRIDIUM 109,IRIDIUM 152
25,IRIDIUM 129,IRIDIUM 152
26,IRIDIUM 133,IRIDIUM 151
27,IRIDIUM 159,IRIDIUM 117
28,IRIDIUM 129,IRIDIUM 152
29,IRIDIUM 159,IRIDIUM 158
30,IRIDIUM 145,IRIDIUM 111
31,IRIDIUM 153,IRIDIUM 166
32,IRIDIUM 166,IRIDIUM 153
33,IRIDIUM 159,IRIDIUM 131
34,IRIDIUM 111,IRIDIUM 145
35,IRIDIUM 153,IRIDIUM 166
36,IRIDIUM 180,IRIDIUM 139
37,IRIDIUM 167,IRIDIUM 133
38,IRIDIUM 167,IRIDIUM 133
39,IRIDIUM 152,IRIDIUM 166
40,IRIDIUM 167,IRIDIUM 133
41,IRIDIUM 131,IRIDIUM 180
42,IRIDIUM 111,IRIDIUM 145
43,IRIDIUM 159,IRIDIUM 140
44,IRIDIUM 158,IRIDIUM 159
45,IRIDIUM 109,IRIDIUM 152
46,IRIDIUM 159,IRIDIUM 158
47,IRIDIUM 159,IRIDIUM 131
48,IRIDIUM 141,IRIDIUM 131
49,IRIDIUM 111,IRIDIUM 145
50,IRIDIUM 109,IRIDIUM 152
51,IRIDIUM 167,IRIDIUM 133
52,IRIDIUM 149,IRIDIUM 152
