episode,source,target
1,IRIDIUM 152,IRIDIUM 120
2,IRIDIUM 151,IRIDIUM 152
3,IRIDIUM 171,IRIDIUM 152
4,IRIDIUM 157,IRIDIUM 143
5,IRIDIUM 106,IRIDIUM 103
6,IRIDIUM 102,IRIDIUM 141
7,IRIDIUM 152,IRIDIUM 120
8,IRIDIUM 100,IRIDIUM 152
9,IRIDIUM 152,IRIDIUM 120
10,IRIDIUM 157,IRIDIUM 143
11,IRIDIUM 171,IRIDIUM 152
12,IRIDIUM 152,IRIDIUM 120
13,IRIDIUM 106,IRIDIUM 103
14,IRIDIUM 167,IRIDIUM 152
15,IRIDIUM 143,IRIDIUM 157
16,IRIDIUM 151,IRIDIUM 152
17,IRIDIUM 103,IRIDIUM 100
18,IRIDIUM 129,IRIDIUM 152
19,IRIDIUM 144,IRIDIUM 152
20,IRIDIUM 143,IRIDIUM 157
21,IRIDIUM 167,IRIDIUM 152
22,IRIDIUM 100,IRIDIUM 152
23,IRIDIUM 109,IRIDIUM 152
24,IRIDIUM 144,IRIDIUM 152
25,IRIDIUM 157,IRIDIUM 143
26,IRIDIUM 111,IRIDIUM 112
27,IRIDIUM 171,IRIDIUM 152
28,IRIDIUM 167,IRIDIUM 152
29,IRIDIUM 103,IRIDIUM 100
30,IRIDIUM 152,IRIDIUM 120
31,IRIDIUM 152,IRIDIUM 120
32,IRIDIUM 100,IRIDIUM 152
33,IRIDIUM 150,IRIDIUM 132
34,IRIDIUM 152,IRIDIUM 120
35,IRIDIUM 150,IRIDIUM 120
36,IRIDIUM 157,IRIDIUM 143
37,IRIDIUM 156,IRIDIUM 112
38,IRIDIUM 167,IRIDIUM 152
39,IRIDIUM 157,IRIDIUM 143
40,IRIDIUM 129,IRIDIUM 152
41,IRIDIUM 132,IRIDIUM 152
42,IRIDIUM 102,IRIDIUM 141
43,IRIDIUM 171,IRIDIUM 152
44,IRIDIUM 111,IRIDIUM 112
45,IRIDIUM 111,IRIDIUM 112
46,IRIDIUM 150,IRIDIUM 132
47,IRIDIUM 129,IRIDIUM 152
48,IRIDIUM 156,IRIDIUM 112
49,IRIDIUM 106,IRIDIUM 103
50,IRIDIUM 109,IRIDIUM 152
51,IRIDIUM 157,IRIDIUM 143
52,IRIDIUM 157,IRIDIUM 143
53,IRIDIUM 153,IRIDIUM 149
54,IRIDIUM 129,IRIDIUM 152
55,IRIDIUM 100,IRIDIUM 152
56,IRIDIUM 143,IRIDIUM 157
57,IRIDIUM 111,IRIDIUM 112
58,IRIDIUM 153,IRIDIUM 149
59,IRIDIUM 102,IRIDIUM 141
60,IRIDIUM 144,IRIDIUM 152
61,IRIDIUM 143,IRIDIUM 157
62,IRIDIUM 153,IRIDIUM 149
63,IRIDIUM 150,IRIDIUM 132
64,IRIDIUM 141,IRIDIUM 102
65,IRIDIUM 157,IRIDIUM 143
66,IRIDIUM 152,IRIDIUM 120
67,IRIDIUM 106,IRIDIUM 103
68,IRIDIUM 129,IRIDIUM 152
69,IRIDIUM 150,IRIDIUM 120
70,IRIDIUM 132,IRIDIUM 152
71,IRIDIUM 103,IRIDIUM 100
72,IRIDIUM 156,IRIDIUM 112
73,IRIDIUM 152,IRIDIUM 120
74,IRIDIUM 156,IRIDIUM 112
75,IRIDIUM 111,IRIDIUM 112
76,IRIDIUM 150,IRIDIUM 132
77,IRIDIUM 150,IRIDIUM 132
78,IRIDIUM 102,IRIDIUM 141
79,IRIDIUM 106,IRIDIUM 103
80,IRIDIUM 150,IRIDIUM 132
81,IRIDIUM 111,IRIDIUM 112
82,IRIDIUM 156,IRIDIUM 112
83,IRIDIUM 143,IRIDIUM 157
84,IRIDIUM 106,IRIDIUM 103
85,IRIDIUM 102,IRIDIUM 141
86,IRIDIUM 106,IRIDIUM 103
87,IRIDIUM 150,IRIDIUM 132
88,IRIDIUM 129,IRIDIUM 152
89,IRIDIUM 150,IRIDIUM 120
90,IRIDIUM 141,IRIDIUM 102
91,IRIDIUM 167,IRIDIUM 152
92,IRIDIUM 106,IRIDIUM 103
93,IRIDIUM 153,IRIDIUM 149
94,IRIDIUM 157,IRIDIUM 143
95,IRIDIUM 152,IRIDIUM 120
96,IRIDIUM 106,IRIDIUM 103
97,IRIDIUM 106,IRIDIUM 103
98,IRIDIUM 153,IRIDIUM 149
99,IRIDIUM 106,IRIDIUM 103
100,IRIDIUM 153,IRIDIUM 149
101,IRIDIUM 109,IRIDIUM 152
102,IRIDIUM 151,IRIDIUM 152
103,IRIDIUM 156,IRIDIUM 112
104,IRIDIUM 111,IRIDIUM 112
105,IRIDIUM 153,IRIDIUM 149
106,IRIDIUM 167,IRIDIUM 152
107,IRIDIUM 109,IRIDIUM 152
108,IRIDIUM 152,IRIDIUM 120
109,IRIDIUM 132,IRIDIUM 152
110,IRIDIUM 156,IRIDIUM 112
111,IRIDIUM 153,IRIDIUM 149
112,IRIDIUM 141,IRIDIUM 102
113,IRIDIUM 111,IRIDIUM 112
114,IRIDIUM 144,IRIDIUM 152
115,IRIDIUM 103,IRIDIUM 100
116,IRIDIUM 156,IRIDIUM 112
