episode,source,target
1,STARLINK-30122,STARLINK-3128
2,STARLINK-6048,STARLINK-4582
3,STARLINK-31556,STARLINK-4645
4,STARLINK-34435,STARLINK-34877
5,STARLINK-31344,STARLINK-35540
6,STARLINK-6252,STARLINK-30617
7,STARLINK-2100,STARLINK-6051
8,STARLINK-3098,STARLINK-33783
9,STARLINK-2032,STARLINK-6200
10,STARLINK-4052,STARLINK-11270 [DTC]
11,STARLINK-31235,STARLINK-5220
12,STARLINK-34197,STARLINK-35898
13,STARLINK-1351,STARLINK-30541
14,STARLINK-4017,STARLINK-6074
15,STARLINK-1730,STARLINK-36811
16,STARLINK-30321,STARLINK-32851
17,STARLINK-34018,STARLINK-31001
18,STARLINK-34790,STARLINK-33672
19,STARLINK-34660,STARLINK-3286
20,STARLINK-11251 [DTC],STARLINK-3535
21,STARLINK-5260,STARLINK-2707
22,STARLINK-31324,STARLINK-36702
23,STARLINK-32925,STARLINK-3107
24,STARLINK-36046,STARLINK-35121
25,STARLINK-6238,STARLINK-6050
26,STARLINK-31011,STARLINK-36573
27,STARLINK-32841,STARLINK-1527
28,STARLINK-4716,STARLINK-30863
29,STARLINK-32728,STARLINK-35247
30,STARLINK-30942,STARLINK-2568
31,STARLINK-6111,STARLINK-34837
32,STARLINK-4266,STARLINK-35803
33,STARLINK-6363,STARLINK-34851
34,STARLINK-32801,STARLINK-32749
35,STARLINK-32268,STARLINK-5550
36,STARLINK-2255,STARLINK-36568
37,STARLINK-36160,STARLINK-35874
38,STARLINK-4685,STARLINK-31531
39,STARLINK-34838,STARLINK-34874
40,STARLINK-31726,STARLINK-30360
41,STARLINK-32542,STARLINK-2542
42,STARLINK-30336,STARLINK-4487
43,STARLINK-30601,STARLINK-11482 [DTC]
44,STARLINK-33839,STARLINK-5790
45,STARLINK-1677,STARLINK-6075
46,STARLINK-31426,STARLINK-37069
47,STARLINK-4452,STARLINK-35152
48,STARLINK-30903,STARLINK-1759
49,STARLINK-2251,STARLINK-36462
50,STARLINK-36378,STARLINK-5592
51,STARLINK-32749,STARLINK-4205
52,STARLINK-30994,STARLINK-5710
53,STARLINK-34808,STARLINK-4699
54,STARLINK-11356 [DTC],STARLINK-3178
