episode,source,target
1,IRIDIUM 158,IRIDIUM 159
2,IRIDIUM 151,IRIDIUM 133
3,IRIDIUM 121,IRIDIUM 167
4,IRIDIUM 152,IRIDIUM 129
5,IRIDIUM 111,IRIDIUM 145
6,IRIDIUM 152,IRIDIUM 129
7,IRIDIUM 140,IRIDIUM 159
8,IRIDIUM 121,IRIDIUM 167
9,IRIDIUM 111,IRIDIUM 112
10,IRIDIUM 151,IRIDIUM 133
11,IRIDIUM 129,IRIDIUM 133
12,IRIDIUM 113,IRIDIUM 153
13,IRIDIUM 140,IRIDIUM 159
14,IRIDIUM 152,IRIDIUM 129
15,IRIDIUM 117,IRIDIUM 159
16,IRIDIUM 111,IRIDIUM 145
17,IRIDIUM 141,IRIDIUM 131
18,IRIDIUM 129,IRIDIUM 133
19,IRIDIUM 140,IRIDIUM 159
20,IRIDIUM 140,IRIDIUM 159
21,IRIDIUM 122,IRIDIUM 131
22,IRIDIUM 164,IRIDIUM 166
23,IRIDIUM 139,IRIDIUM 122
24,IRIDIUM 141,IRIDIUM 131
25,IRIDIUM 149,IRIDIUM 152
26,IRIDIUM 131,IRIDIUM 140
27,IRIDIUM 113,IRIDIUM 167
28,IRIDIUM 111,IRIDIUM 145
29,IRIDIUM 111,IRIDIUM 145
30,IRIDIUM 141,IRIDIUM 131
31,IRIDIUM 111,IRIDIUM 112
32,IRIDIUM 117,IRIDIUM 159
33,IRIDIUM 140,IRIDIUM 159
34,IRIDIUM 121,IRIDIUM 167
35,IRIDIUM 166,IRIDIUM 133
36,IRIDIUM 152,IRIDIUM 129
37,IRIDIUM 122,IRIDIUM 131
38,IRIDIUM 140,IRIDIUM 159
39,IRIDIUM 158,IRIDIUM 159
40,IRIDIUM 113,IRIDIUM 167
41,IRIDIUM 111,IRIDIUM 145
42,IRIDIUM 113,IRIDIUM 153
43,IRIDIUM 140,IRIDIUM 159
44,IRIDIUM 149,IRIDIUM 152
45,IRIDIUM 164,IRIDIUM 166
46,IRIDIUM 158,IRIDIUM 159
47,IRIDIUM 152,IRIDIUM 149
48,IRIDIUM 122,IRIDIUM 131
49,IRIDIUM 167,IRIDIUM 121
