episode,source,target
1,IRIDIUM 112,IRIDIUM 114
2,IRIDIUM 123,IRIDIUM 114
3,IRIDIUM 110,IRIDIUM 100
4,IRIDIUM 172,IRIDIUM 120
5,IRIDIUM 152,IRIDIUM 110
6,IRIDIUM 168,IRIDIUM 123
7,IRIDIUM 147,IRIDIUM 142
8,IRIDIUM 172,IRIDIUM 120
9,IRIDIUM 137,IRIDIUM 114
10,IRIDIUM 137,IRIDIUM 114
11,IRIDIUM 120,IRIDIUM 110
12,IRIDIUM 112,IRIDIUM 114
13,IRIDIUM 116,IRIDIUM 168
14,IRIDIUM 112,IRIDIUM 114
15,IRIDIUM 120,IRIDIUM 110
16,IRIDIUM 152,IRIDIUM 110
17,IRIDIUM 168,IRIDIUM 123
18,IRIDIUM 168,IRIDIUM 116
19,IRIDIUM 120,IRIDIUM 110
20,IRIDIUM 168,IRIDIUM 116
21,IRIDIUM 121,IRIDIUM 172
22,IRIDIUM 123,IRIDIUM 114
23,IRIDIUM 118,IRIDIUM 142
24,IRIDIUM 112,IRIDIUM 114
25,IRIDIUM 172,IRIDIUM 106
26,IRIDIUM 168,IRIDIUM 116
27,IRIDIUM 168,IRIDIUM 116
28,IRIDIUM 172,IRIDIUM 120
29,IRIDIUM 160,IRIDIUM 114
30,IRIDIUM 152,IRIDIUM 110
31,IRIDIUM 123,IRIDIUM 114
32,IRIDIUM 147,IRIDIUM 142
33,IRIDIUM 146,IRIDIUM 110
34,IRIDIUM 114,IRIDIUM 148
35,IRIDIUM 172,IRIDIUM 120
36,IRIDIUM 168,IRIDIUM 123
37,IRIDIUM 146,IRIDIUM 110
38,IRIDIUM 110,IRIDIUM 100
39,IRIDIUM 144,IRIDIUM 100
40,IRIDIUM 112,IRIDIUM 114
41,IRIDIUM 121,IRIDIUM 172
42,IRIDIUM 172,IRIDIUM 120
43,IRIDIUM 141,IRIDIUM 116
44,IRIDIUM 110,IRIDIUM 100
45,IRIDIUM 168,IRIDIUM 123
46,IRIDIUM 168,IRIDIUM 123
47,IRIDIUM 168,IRIDIUM 123
48,IRIDIUM 116,IRIDIUM 168
49,IRIDIUM 112,IRIDIUM 114
50,IRIDIUM 123,IRIDIUM 114
51,IRIDIUM 110,IRIDIUM 100
52,IRIDIUM 147,IRIDIUM 142
53,IRIDIUM 120,IRIDIUM 110
54,IRIDIUM 147,IRIDIUM 142
55,IRIDIUM 121,IRIDIUM 172
56,IRIDIUM 121,IRIDIUM 172
57,IRIDIUM 168,IRIDIUM 116
58,IRIDIUM 125,IRIDIUM 110
59,IRIDIUM 168,IRIDIUM 116
60,IRIDIUM 160,IRIDIUM 114
61,IRIDIUM 120,IRIDIUM 110
62,IRIDIUM 114,IRIDIUM 148
63,IRIDIUM 137,IRIDIUM 114
64,IRIDIUM 118,IRIDIUM 142
65,IRIDIUM 152,IRIDIUM 110
66,IRIDIUM 116,IRIDIUM 168
67,IRIDIUM 147,IRIDIUM 142
68,IRIDIUM 116,IRIDIUM 168
69,IRIDIUM 116,IRIDIUM 168
70,IRIDIUM 137,IRIDIUM 114
71,IRIDIUM 168,IRIDIUM 116
72,IRIDIUM 112,IRIDIUM 114
73,IRIDIUM 172,IRIDIUM 106
74,IRIDIUM 152,IRIDIUM 110
75,IRIDIUM 114,IRIDIUM 148
76,IRIDIUM 112,IRIDIUM 114
77,IRIDIUM 152,IRIDIUM 110
78,IRIDIUM 147,IRIDIUM 142
79,IRIDIUM 160,IRIDIUM 114
80,IRIDIUM 121,IRIDIUM 172
81,IRIDIUM 146,IRIDIUM 110
82,IRIDIUM 110,IRIDIUM 100
83,IRIDIUM 146,IRIDIUM 110
84,IRIDIUM 168,IRIDIUM 116
85,IRIDIUM 116,IRIDIUM 168
86,IRIDIUM 147,IRIDIUM 142
87,IRIDIUM 116,IRIDIUM 168
88,IRIDIUM 112,IRIDIUM 114
89,IRIDIUM 137,IRIDIUM 114
90,IRIDIUM 172,IRIDIUM 106
91,IRIDIUM 120,IRIDIUM 110
92,IRIDIUM 147,IRIDIUM 142
93,IRIDIUM 168,IRIDIUM 123
94,IRIDIUM 118,IRIDIUM 142
95,IRIDIUM 118,IRIDIUM 142
96,IRIDIUM 152,IRIDIUM 110
97,IRIDIUM 125,IRIDIUM 110
98,IRIDIUM 152,IRIDIUM 110
99,IRIDIUM 168,IRIDIUM 116
100,IRIDIUM 110,IRIDIUM 100
101,IRIDIUM 168,IRIDIUM 116
102,IRIDIUM 160,IRIDIUM 114
103,IRIDIUM 168,IRIDIUM 116
104,IRIDIUM 147,IRIDIUM 142
105,IRIDIUM 123,IRIDIUM 114
106,IRIDIUM 172,IRIDIUM 106
107,IRIDIUM 168,IRIDIUM 116
108,IRIDIUM 121,IRIDIUM 172
109,IRIDIUM 172,IRIDIUM 120
110,IRIDIUM 125,IRIDIUM 110
111,IRIDIUM 121,IRIDIUM 172
112,IRIDIUM 123,IRIDIUM 114
113,IRIDIUM 152,IRIDIUM 110
114,IRIDIUM 172,IRIDIUM 106
115,IRIDIUM 116,IRIDIUM 168
116,IRIDIUM 147,IRIDIUM 142
117,IRIDIUM 112,IRIDIUM 114
118,IRIDIUM 137,IRIDIUM 114
119,IRIDIUM 121,IRIDIUM 172
120,IRIDIUM 123,IRIDIUM 114
121,IRIDIUM 146,IRIDIUM 110
122,IRIDIUM 168,IRIDIUM 123
123,IRIDIUM 125,IRIDIUM 110
124,IRIDIUM 168,IRIDIUM 123
125,IRIDIUM 123,IRIDIUM 114
126,IRIDIUM 114,IRIDIUM 148
127,IRIDIUM 141,IRIDIUM 116
128,IRIDIUM 118,IRIDIUM 142
129,IRIDIUM 147,IRIDIUM 142
130,IRIDIUM 118,IRIDIUM 142
131,IRIDIUM 160,IRIDIUM 114
132,IRIDIUM 121,IRIDIUM 172
133,IRIDIUM 168,IRIDIUM 123
134,IRIDIUM 137,IRIDIUM 114
135,IRIDIUM 168,IRIDIUM 116
136,IRIDIUM 116,IRIDIUM 168
137,IRIDIUM 141,IRIDIUM 116
138,IRIDIUM 120,IRIDIUM 110
139,IRIDIUM 172,IRIDIUM 106
140,IRIDIUM 137,IRIDIUM 114
141,IRIDIUM 147,IRIDIUM 142
142,IRIDIUM 125,IRIDIUM 110
143,IRIDIUM 121,IRIDIUM 172
144,IRIDIUM 160,IRIDIUM 114
145,IRIDIUM 137,IRIDIUM 114
146,IRIDIUM 146,IRIDIUM 110
147,IRIDIUM 168,IRIDIUM 116
148,IRIDIUM 118,IRIDIUM 142
149,IRIDIUM 141,IRIDIUM 116
150,IRIDIUM 172,IRIDIUM 120
151,IRIDIUM 172,IRIDIUM 106
152,IRIDIUM 152,IRIDIUM 110
153,IRIDIUM 168,IRIDIUM 123
154,IRIDIUM 144,IRIDIUM 100
155,IRIDIUM 147,IRIDIUM 142
156,IRIDIUM 123,IRIDIUM 114
157,IRIDIUM 172,IRIDIUM 106
158,IRIDIUM 125,IRIDIUM 110
159,IRIDIUM 116,IRIDIUM 168
160,IRIDIUM 123,IRIDIUM 114
161,IRIDIUM 110,IRIDIUM 100
162,IRIDIUM 112,IRIDIUM 114
163,IRIDIUM 116,IRIDIUM 168
164,IRIDIUM 168,IRIDIUM 123
165,IRIDIUM 125,IRIDIUM 110
166,IRIDIUM 144,IRIDIUM 100
167,IRIDIUM 118,IRIDIUM 142
168,IRIDIUM 110,IRIDIUM 100
169,IRIDIUM 116,IRIDIUM 168
170,IRIDIUM 172,IRIDIUM 120
171,IRIDIUM 123,IRIDIUM 114
172,IRIDIUM 125,IRIDIUM 110
173,IRIDIUM 141,IRIDIUM 116
174,IRIDIUM 172,IRIDIUM 106
175,IRIDIUM 141,IRIDIUM 116
176,IRIDIUM 121,IRIDIUM 172
177,IRIDIUM 147,IRIDIUM 142
178,IRIDIUM 121,IRIDIUM 172
179,IRIDIUM 116,IRIDIUM 168
180,IRIDIUM 172,IRIDIUM 106
181,IRIDIUM 120,IRIDIUM 110
182,IRIDIUM 172,IRIDIUM 106
183,IRIDIUM 168,IRIDIUM 116
184,IRIDIUM 118,IRIDIUM 142
185,IRIDIUM 172,IRIDIUM 106
186,IRIDIUM 172,IRIDIUM 120
187,IRIDIUM 147,IRIDIUM 142
188,IRIDIUM 110,IRIDIUM 100
189,IRIDIUM 137,IRIDIUM 114
190,IRIDIUM 172,IRIDIUM 106
191,IRIDIUM 110,IRIDIUM 100
192,IRIDIUM 141,IRIDIUM 116
193,IRIDIUM 152,IRIDIUM 110
194,IRIDIUM 110,IRIDIUM 100
195,IRIDIUM 121,IRIDIUM 172
196,IRIDIUM 137,IRIDIUM 114
197,IRIDIUM 118,IRIDIUM 142
