episode,source,target
1,IRIDIUM 100,IRIDIUM 165
2,IRIDIUM 144,IRIDIUM 150
3,IRIDIUM 171,IRIDIUM 106
4,IRIDIUM 157,IRIDIUM 168
5,IRIDIUM 144,IRIDIUM 150
6,IRIDIUM 150,IRIDIUM 144
7,IRIDIUM 151,IRIDIUM 106
8,IRIDIUM 160,IRIDIUM 130
9,IRIDIUM 144,IRIDIUM 150
10,IRIDIUM 150,IRIDIUM 100
11,IRIDIUM 151,IRIDIUM 106
12,IRIDIUM 160,IRIDIUM 130
13,IRIDIUM 119,IRIDIUM 110
14,IRIDIUM 160,IRIDIUM 136
15,IRIDIUM 100,IRIDIUM 165
16,IRIDIUM 160,IRIDIUM 168
17,IRIDIUM 160,IRIDIUM 168
18,IRIDIUM 119,IRIDIUM 110
19,IRIDIUM 150,IRIDIUM 144
20,IRIDIUM 119,IRIDIUM 110
21,IRIDIUM 150,IRIDIUM 144
22,IRIDIUM 100,IRIDIUM 165
23,IRIDIUM 160,IRIDIUM 173
24,IRIDIUM 129,IRIDIUM 106
25,IRIDIUM 134,IRIDIUM 130
26,IRIDIUM 150,IRIDIUM 100
27,IRIDIUM 119,IRIDIUM 110
28,IRIDIUM 160,IRIDIUM 130
29,IRIDIUM 130,IRIDIUM 143
30,IRIDIUM 160,IRIDIUM 130
31,IRIDIUM 129,IRIDIUM 106
32,IRIDIUM 100,IRIDIUM 135
33,IRIDIUM 120,IRIDIUM 100
34,IRIDIUM 160,IRIDIUM 168
35,IRIDIUM 160,IRIDIUM 168
36,IRIDIUM 119,IRIDIUM 110
37,IRIDIUM 160,IRIDIUM 130
38,IRIDIUM 120,IRIDIUM 150
39,IRIDIUM 160,IRIDIUM 130
40,IRIDIUM 120,IRIDIUM 150
41,IRIDIUM 160,IRIDIUM 136
42,IRIDIUM 160,IRIDIUM 173
43,IRIDIUM 150,IRIDIUM 144
44,IRIDIUM 134,IRIDIUM 130
45,IRIDIUM 120,IRIDIUM 100
46,IRIDIUM 157,IRIDIUM 168
47,IRIDIUM 119,IRIDIUM 110
48,IRIDIUM 119,IRIDIUM 110
49,IRIDIUM 157,IRIDIUM 143
50,IRIDIUM 100,IRIDIUM 135
51,IRIDIUM 100,IRIDIUM 165
52,IRIDIUM 100,IRIDIUM 150
53,IRIDIUM 120,IRIDIUM 100
54,IRIDIUM 129,IRIDIUM 106
55,IRIDIUM 157,IRIDIUM 168
56,IRIDIUM 160,IRIDIUM 168
57,IRIDIUM 100,IRIDIUM 165
58,IRIDIUM 150,IRIDIUM 144
59,IRIDIUM 160,IRIDIUM 168
60,IRIDIUM 130,IRIDIUM 143
61,IRIDIUM 150,IRIDIUM 144
62,IRIDIUM 120,IRIDIUM 100
63,IRIDIUM 160,IRIDIUM 168
64,IRIDIUM 100,IRIDIUM 165
