episode,source,target
1,STARLINK-2505,STARLINK-1641
2,STARLINK-31817,STARLINK-36736
3,STARLINK-37073,STARLINK-4349
4,STARLINK-11293 [DTC],STARLINK-5601
5,STARLINK-34530,STARLINK-34192
6,STARLINK-36054,STARLINK-35989
7,STARLINK-35053,STARLINK-4482
8,STARLINK-35489,STARLINK-35251
9,STARLINK-31514,STARLINK-6309
10,STARLINK-4387,STARLINK-30888
11,STARLINK-5459,STARLINK-32523
12,STARLINK-31115,STARLINK-5716
13,STARLINK-1770,STARLINK-11306 [DTC]
14,STARLINK-31910,STARLINK-34073
15,STARLINK-30136,STARLINK-6069
16,STARLINK-33718,STARLINK-35942
17,STARLINK-33963,STARLINK-35813
18,STARLINK-11080 [DTC],STARLINK-3887
19,STARLINK-33616,STARLINK-32912
20,STARLINK-4194,STARLINK-30368
21,STARLINK-5448,STARLINK-31124
22,STARLINK-11234 [DTC],STARLINK-36979
23,STARLINK-30958,STARLINK-1420
24,STARLINK-31169,STARLINK-31468
25,STARLINK-30606,STARLINK-31721
26,STARLINK-31385,STARLINK-30519
27,STARLINK-31824,STARLINK-36927
28,STARLINK-36559,STARLINK-1451
29,STARLINK-31248,STARLINK-32652
30,STARLINK-30759,STARLINK-3308
31,STARLINK-4554,STARLINK-32599
32,STARLINK-31962,STARLINK-5851
33,STARLINK-33731,STARLINK-35476
34,STARLINK-11166 [DTC],STARLINK-4694
35,STARLINK-31910,STARLINK-31630
36,STARLINK-30388,STARLINK-6299
37,STARLINK-5096,STARLINK-35497
38,STARLINK-5604,STARLINK-11172 [DTC]
39,STARLINK-37117,STARLINK-34173
40,STARLINK-11703 [DTC],STARLINK-35414
41,STARLINK-36206,STARLINK-36374
42,STARLINK-35803,STARLINK-30466
43,STARLINK-30975,STARLINK-34062
44,STARLINK-36930,STARLINK-3747
45,STARLINK-35407,STARLINK-34396
46,STARLINK-35639,STARLINK-32663
47,STARLINK-3852,STARLINK-36837
48,STARLINK-4360,STARLINK-2389
49,STARLINK-35954,STARLINK-35971
50,STARLINK-6106,STARLINK-33652
51,STARLINK-35833,STARLINK-5510
52,STARLINK-5591,STARLINK-31241
53,STARLINK-35666,STARLINK-35133
54,STARLINK-4581,STARLINK-30052
55,STARLINK-36807,STARLINK-35362
56,STARLINK-4018,STARLINK-32961
57,STARLINK-33590,STARLINK-35417
58,STARLINK-3257,STARLINK-34862
59,STARLINK-5159,STARLINK-35721
60,STARLINK-11702 [DTC],STARLINK-35230
61,STARLINK-36430,STARLINK-3272
62,STARLINK-36195,STARLINK-32099
63,STARLINK-31980,STARLINK-2034
64,STARLINK-11647 [DTC],STARLINK-30080
65,STARLINK-1209,STARLINK-6379
66,STARLINK-36688,STARLINK-4008
67,STARLINK-3004,STARLINK-35135
68,STARLINK-32540,STARLINK-34186
69,STARLINK-3460,STARLINK-3599
70,STARLINK-3587,STARLINK-31845
71,STARLINK-2487,STARLINK-32261
72,STARLINK-32950,STARLINK-5088
73,STARLINK-5201,STARLINK-33946
74,STARLINK-11413 [DTC],STARLINK-33819
75,STARLINK-11732 [DTC],STARLINK-31084
76,STARLINK-32805,STARLINK-3648
77,STARLINK-35930,STARLINK-4597
78,STARLINK-32541,STARLINK-5657
79,STARLINK-5549,STARLINK-35378
80,STARLINK-11584 [DTC],STARLINK-11241 [DTC]
81,STARLINK-4777,STARLINK-31390
82,STARLINK-1222,STARLINK-2643
83,STARLINK-31817,STARLINK-34613
84,STARLINK-35768,STARLINK-31704
85,STARLINK-35463,STARLINK-31650
86,STARLINK-30519,STARLINK-5339
87,STARLINK-34597,STARLINK-32614
88,STARLINK-5676,STARLINK-11104 [DTC]
89,STARLINK-30068,STARLINK-4727
90,STARLINK-2565,STARLINK-34409
91,STARLINK-1790,STARLINK-5540
92,STARLINK-6320,STARLINK-3807
93,STARLINK-4106,STARLINK-33811
94,STARLINK-2061,STARLINK-34239
95,STARLINK-35911,STARLINK-34737
96,STARLINK-3135,STARLINK-31098
97,STARLINK-2746,STARLINK-11172 [DTC]
98,STARLINK-34265,STARLINK-31137
99,STARLINK-35993,STARLINK-30946
100,STARLINK-3341,STARLINK-4061
101,STARLINK-35308,STARLINK-11192 [DTC]
102,STARLINK-30557,STARLINK-11235 [DTC]
103,STARLINK-36570,STARLINK-32817
104,STARLINK-32182,STARLINK-31696
105,STARLINK-31815,STARLINK-5265
106,STARLINK-35557,STARLINK-31306
107,STARLINK-33853,STARLINK-31656
108,STARLINK-31459,STARLINK-2616
109,STARLINK-36060,STARLINK-6244
110,STARLINK-34107,STARLINK-32890
111,STARLINK-35062,STARLINK-3069
112,STARLINK-32469,STARLINK-34045
113,STARLINK-35800,STARLINK-11318 [DTC]
114,STARLINK-33808,STARLINK-34176
115,STARLINK-5670,STARLINK-11396 [DTC]
116,STARLINK-32751,STARLINK-6220
117,STARLINK-35810,STARLINK-35737
118,STARLINK-30792,STARLINK-6295
119,STARLINK-31835,STARLINK-5729
120,STARLINK-34482,STARLINK-3241
121,STARLINK-36221,STARLINK-35058
122,STARLINK-33884,STARLINK-33650
123,STARLINK-35589,STARLINK-4140
124,STARLINK-32677,STARLINK-31343
125,STARLINK-30828,STARLINK-30120
126,STARLINK-11204 [DTC],STARLINK-3936
127,STARLINK-34278,STARLINK-31968
128,STARLINK-4208,STARLINK-6330
129,STARLINK-3155,STARLINK-31453
130,STARLINK-33572,STARLINK-3392
131,STARLINK-3687,STARLINK-6282
132,STARLINK-36817,STARLINK-35277
133,STARLINK-30313,STARLINK-35425
134,STARLINK-30240,STARLINK-32901
135,STARLINK-31691,STARLINK-36643
136,STARLINK-1718,STARLINK-6362
137,STARLINK-6352,STARLINK-5035
138,STARLINK-35023,STARLINK-6223
139,STARLINK-36677,STARLINK-30452
140,STARLINK-32935,STARLINK-30882
141,STARLINK-36145,STARLINK-31178
142,STARLINK-31543,STARLINK-33649
143,STARLINK-34713,STARLINK-36149
144,STARLINK-32532,STARLINK-30230
145,STARLINK-31248,STARLINK-32652
146,STARLINK-35571,STARLINK-35479
147,STARLINK-34628,STARLINK-3853
148,STARLINK-34623,STARLINK-32516
149,STARLINK-5840,STARLINK-32938
150,STARLINK-32015,STARLINK-34057
151,STARLINK-3055,STARLINK-34086
152,STARLINK-30374,STARLINK-34507
153,STARLINK-5310,STARLINK-1524
154,STARLINK-31169,STARLINK-32575
155,STARLINK-36647,STARLINK-34012
156,STARLINK-33882,STARLINK-32002
157,STARLINK-5597,STARLINK-4077
158,STARLINK-11239 [DTC],STARLINK-31167
159,STARLINK-11554 [DTC],STARLINK-11660 [DTC]
160,STARLINK-30925,STARLINK-35883
161,STARLINK-35887,STARLINK-32317
162,STARLINK-31180,STARLINK-35908
163,STARLINK-35184,STARLINK-36176
164,STARLINK-5928,STARLINK-32344
165,STARLINK-5902,STARLINK-5440
166,STARLINK-36126,STARLINK-32458
167,STARLINK-6204,STARLINK-35906
168,STARLINK-3372,STARLINK-2559
169,STARLINK-3723,STARLINK-2745
170,STARLINK-1366,STARLINK-31480
171,STARLINK-5279,STARLINK-35572
172,STARLINK-30437,STARLINK-3856
173,STARLINK-5578,STARLINK-1329
174,STARLINK-30375,STARLINK-32939
175,STARLINK-34500,STARLINK-31214
176,STARLINK-3185,STARLINK-35470
177,STARLINK-35005,STARLINK-3059
178,STARLINK-1331,STARLINK-32018
179,STARLINK-35772,STARLINK-34215
180,STARLINK-1621,STARLINK-1718
181,STARLINK-35602,STARLINK-31918
182,STARLINK-35935,STARLINK-6367
183,STARLINK-1882,STARLINK-32121
184,STARLINK-33790,STARLINK-30267
185,STARLINK-4122,STARLINK-3657
186,STARLINK-35799,STARLINK-4152
187,STARLINK-30792,STARLINK-5812
188,STARLINK-35829,STARLINK-30128
189,STARLINK-11473 [DTC],STARLINK-5117
190,STARLINK-11653 [DTC],STARLINK-4114
191,STARLINK-11358 [DTC],STARLINK-11085 [DTC]
192,STARLINK-34447,STARLINK-37129
193,STARLINK-30842,STARLINK-31458
194,STARLINK-11097 [DTC],STARLINK-35749
195,STARLINK-3898,STARLINK-2465
196,STARLINK-4112,STARLINK-34021
197,STARLINK-32842,STARLINK-33725
198,STARLINK-36163,STARLINK-36344
199,STARLINK-3338,STARLINK-1496
200,STARLINK-5786,STARLINK-3096
201,STARLINK-35173,STARLINK-11711 [DTC]
202,STARLINK-11283 [DTC],STARLINK-36385
203,STARLINK-4194,STARLINK-36508
204,STARLINK-2754,STARLINK-5720
205,STARLINK-30186,STARLINK-35605
206,STARLINK-31270,STARLINK-3227
207,STARLINK-3730,STARLINK-31992
208,STARLINK-36071,STARLINK-36319
209,STARLINK-2559,STARLINK-6259
210,STARLINK-31694,STARLINK-1812
211,STARLINK-6293,STARLINK-5338
212,STARLINK-11587 [DTC],STARLINK-3798
213,STARLINK-31636,STARLINK-5291
214,STARLINK-36430,STARLINK-30850
215,STARLINK-36446,STARLINK-34512
216,STARLINK-35936,STARLINK-31234
217,STARLINK-11565 [DTC],STARLINK-36129
218,STARLINK-5259,STARLINK-34558
219,STARLINK-3754,STARLINK-11124 [DTC]
220,STARLINK-32316,STARLINK-3219
221,STARLINK-4349,STARLINK-31858
222,STARLINK-30568,STARLINK-2255
223,STARLINK-32419,STARLINK-34085
224,STARLINK-31911,STARLINK-3145
225,STARLINK-31554,STARLINK-34321
226,STARLINK-35163,STARLINK-5694
227,STARLINK-11345 [DTC],STARLINK-32650
228,STARLINK-32329,STARLINK-34396
229,STARLINK-6333,STARLINK-36869
230,STARLINK-11557 [DTC],STARLINK-3718
231,STARLINK-31854,STARLINK-34704
232,STARLINK-30955,STARLINK-35705
233,STARLINK-3726,STARLINK-3862
234,STARLINK-31454,STARLINK-5236
235,STARLINK-11546 [DTC],STARLINK-5695
236,STARLINK-32827,STARLINK-11393 [DTC]
237,STARLINK-32602,STARLINK-4392
238,STARLINK-3962,STARLINK-1274
239,STARLINK-31991,STARLINK-35522
240,STARLINK-32562,STARLINK-36545
241,STARLINK-31265,STARLINK-3781
242,STARLINK-5142,STARLINK-3870
243,STARLINK-6263,STARLINK-33793
244,STARLINK-11738 [DTC],STARLINK-33941
245,STARLINK-35765,STARLINK-36117
246,STARLINK-11685 [DTC],STARLINK-3670
247,STARLINK-2415,STARLINK-4271
248,STARLINK-32492,STARLINK-11672 [DTC]
249,STARLINK-4204,STARLINK-11456 [DTC]
250,STARLINK-35998,STARLINK-34312
251,STARLINK-32234,STARLINK-32865
252,STARLINK-1667,STARLINK-32440
253,STARLINK-33922,STARLINK-34216
254,STARLINK-3938,STARLINK-30874
255,STARLINK-36573,STARLINK-35739
256,STARLINK-5789,STARLINK-34266
257,STARLINK-32799,STARLINK-6052
258,STARLINK-5281,STARLINK-31722
259,STARLINK-31870,STARLINK-6244
260,STARLINK-35253,STARLINK-6071
261,STARLINK-3446,STARLINK-6354
262,STARLINK-34189,STARLINK-31531
263,STARLINK-33958,STARLINK-32104
264,STARLINK-35082,STARLINK-34863
265,STARLINK-3755,STARLINK-11617 [DTC]
266,STARLINK-31048,STARLINK-30985
267,STARLINK-35183,STARLINK-33632
268,STARLINK-5961,STARLINK-35130
269,STARLINK-4109,STARLINK-4060
270,STARLINK-31975,STARLINK-1338
271,STARLINK-11622 [DTC],STARLINK-30886
272,STARLINK-11520 [DTC],STARLINK-33701
273,STARLINK-34323,STARLINK-11639 [DTC]
274,STARLINK-34030,STARLINK-35822
275,STARLINK-36968,STARLINK-5147
276,STARLINK-31828,STARLINK-11501 [DTC]
277,STARLINK-37053,STARLINK-6046
278,STARLINK-35010,STARLINK-32652
279,STARLINK-5837,STARLINK-34960
280,STARLINK-32159,STARLINK-5544
281,STARLINK-35019,STARLINK-34183
282,STARLINK-30849,STARLINK-11162 [DTC]
283,STARLINK-32765,STARLINK-6285
284,STARLINK-11629 [DTC],STARLINK-30825
285,STARLINK-4483,STARLINK-36125
286,STARLINK-36473,STARLINK-5650
287,STARLINK-36841,STARLINK-36146
288,STARLINK-6302,STARLINK-36755
289,STARLINK-2432,STARLINK-36855
290,STARLINK-34598,STARLINK-36761
291,STARLINK-30043,STARLINK-35070
292,STARLINK-31668,STARLINK-3973
293,STARLINK-33722,STARLINK-36390
294,STARLINK-5237,STARLINK-34208
295,STARLINK-31895,STARLINK-31600
296,STARLINK-31087,STARLINK-6150
297,STARLINK-33943,STARLINK-32935
298,STARLINK-3718,STARLINK-32253
299,STARLINK-36919,STARLINK-35128
300,STARLINK-36717,STARLINK-34706
301,STARLINK-35917,STARLINK-36053
302,STARLINK-33900,STARLINK-2538
303,STARLINK-32484,STARLINK-33832
304,STARLINK-35695,STARLINK-34306
305,STARLINK-3932,STARLINK-3673
306,STARLINK-30947,STARLINK-32805
307,STARLINK-5922,STARLINK-34958
308,STARLINK-2615,STARLINK-32097
309,STARLINK-33741,STARLINK-11477 [DTC]
310,STARLINK-33967,STARLINK-4649
311,STARLINK-1540,STARLINK-4006
312,STARLINK-31143,STARLINK-5629
313,STARLINK-35399,STARLINK-36164
314,STARLINK-34813,STARLINK-32480
315,STARLINK-36705,STARLINK-35453
316,STARLINK-36640,STARLINK-6299
317,STARLINK-11596 [DTC],STARLINK-31816
318,STARLINK-33627,STARLINK-34760
319,STARLINK-36878,STARLINK-34815
320,STARLINK-35287,STARLINK-5851
321,STARLINK-32362,STARLINK-1807
322,STARLINK-34259,STARLINK-3987
323,STARLINK-31842,STARLINK-34136
324,STARLINK-4026,STARLINK-5004
325,STARLINK-5445,STARLINK-6357
326,STARLINK-32028,STARLINK-32151
