episode,source,target
1,IRIDIUM 137,IRIDIUM 134
2,IRIDIUM 147,IRIDIUM 106
3,IRIDIUM 168,IRIDIUM 148
4,IRIDIUM 144,IRIDIUM 171
5,IRIDIUM 144,IRIDIUM 171
6,IRIDIUM 168,IRIDIUM 148
7,IRIDIUM 100,IRIDIUM 147
8,IRIDIUM 154,IRIDIUM 125
9,IRIDIUM 118,IRIDIUM 171
10,IRIDIUM 168,IRIDIUM 148
11,IRIDIUM 138,IRIDIUM 171
12,IRIDIUM 146,IRIDIUM 144
13,IRIDIUM 144,IRIDIUM 171
14,IRIDIUM 121,IRIDIUM 144
15,IRIDIUM 138,IRIDIUM 144
16,IRIDIUM 147,IRIDIUM 106
17,IRIDIUM 154,IRIDIUM 144
18,IRIDIUM 138,IRIDIUM 144
19,IRIDIUM 147,IRIDIUM 106
20,IRIDIUM 146,IRIDIUM 144
21,IRIDIUM 138,IRIDIUM 171
22,IRIDIUM 154,IRIDIUM 144
23,IRIDIUM 104,IRIDIUM 119
24,IRIDIUM 138,IRIDIUM 144
25,IRIDIUM 106,IRIDIUM 147
26,IRIDIUM 106,IRIDIUM 147
27,IRIDIUM 138,IRIDIUM 171
28,IRIDIUM 168,IRIDIUM 123
29,IRIDIUM 147,IRIDIUM 106
30,IRIDIUM 106,IRIDIUM 147
31,IRIDIUM 134,IRIDIUM 163
32,IRIDIUM 137,IRIDIUM 134
33,IRIDIUM 102,IRIDIUM 134
34,IRIDIUM 168,IRIDIUM 148
35,IRIDIUM 121,IRIDIUM 144
36,IRIDIUM 121,IRIDIUM 144
37,IRIDIUM 138,IRIDIUM 171
38,IRIDIUM 134,IRIDIUM 163
39,IRIDIUM 147,IRIDIUM 106
40,IRIDIUM 138,IRIDIUM 171
41,IRIDIUM 121,IRIDIUM 144
42,IRIDIUM 138,IRIDIUM 171
43,IRIDIUM 123,IRIDIUM 168
44,IRIDIUM 146,IRIDIUM 144
45,IRIDIUM 134,IRIDIUM 148
46,IRIDIUM 121,IRIDIUM 144
47,IRIDIUM 154,IRIDIUM 144
48,IRIDIUM 138,IRIDIUM 171
49,IRIDIUM 123,IRIDIUM 168
50,IRIDIUM 144,IRIDIUM 171
51,IRIDIUM 168,IRIDIUM 123
52,IRIDIUM 125,IRIDIUM 154
53,IRIDIUM 138,IRIDIUM 144
54,IRIDIUM 154,IRIDIUM 125
55,IRIDIUM 138,IRIDIUM 171
56,IRIDIUM 121,IRIDIUM 144
57,IRIDIUM 125,IRIDIUM 154
