episode,source,target
1,IRIDIUM 132,IRIDIUM 100
2,IRIDIUM 165,IRIDIUM 100
3,IRIDIUM 103,IRIDIUM 106
4,IRIDIUM 165,IRIDIUM 100
5,IRIDIUM 160,IRIDIUM 143
6,IRIDIUM 165,IRIDIUM 100
7,IRIDIUM 168,IRIDIUM 157
8,IRIDIUM 168,IRIDIUM 157
9,IRIDIUM 156,IRIDIUM 160
10,IRIDIUM 157,IRIDIUM 168
11,IRIDIUM 160,IRIDIUM 173
12,IRIDIUM 102,IRIDIUM 168
13,IRIDIUM 165,IRIDIUM 100
14,IRIDIUM 160,IRIDIUM 143
15,IRIDIUM 157,IRIDIUM 168
16,IRIDIUM 160,IRIDIUM 173
17,IRIDIUM 102,IRIDIUM 168
18,IRIDIUM 106,IRIDIUM 151
19,IRIDIUM 106,IRIDIUM 120
20,IRIDIUM 102,IRIDIUM 168
21,IRIDIUM 130,IRIDIUM 160
22,IRIDIUM 130,IRIDIUM 160
23,IRIDIUM 160,IRIDIUM 143
24,IRIDIUM 129,IRIDIUM 106
25,IRIDIUM 168,IRIDIUM 157
26,IRIDIUM 156,IRIDIUM 160
27,IRIDIUM 132,IRIDIUM 100
28,IRIDIUM 150,IRIDIUM 171
29,IRIDIUM 173,IRIDIUM 168
30,IRIDIUM 132,IRIDIUM 100
31,IRIDIUM 106,IRIDIUM 151
32,IRIDIUM 129,IRIDIUM 106
33,IRIDIUM 160,IRIDIUM 143
34,IRIDIUM 103,IRIDIUM 106
35,IRIDIUM 151,IRIDIUM 106
36,IRIDIUM 160,IRIDIUM 173
37,IRIDIUM 154,IRIDIUM 106
38,IRIDIUM 160,IRIDIUM 143
39,IRIDIUM 100,IRIDIUM 135
40,IRIDIUM 165,IRIDIUM 100
41,IRIDIUM 151,IRIDIUM 106
42,IRIDIUM 132,IRIDIUM 100
43,IRIDIUM 150,IRIDIUM 171
44,IRIDIUM 103,IRIDIUM 106
45,IRIDIUM 130,IRIDIUM 160
46,IRIDIUM 160,IRIDIUM 173
47,IRIDIUM 106,IRIDIUM 151
48,IRIDIUM 130,IRIDIUM 160
49,IRIDIUM 100,IRIDIUM 135
50,IRIDIUM 106,IRIDIUM 151
51,IRIDIUM 132,IRIDIUM 100
52,IRIDIUM 160,IRIDIUM 173
53,IRIDIUM 130,IRIDIUM 160
54,IRIDIUM 173,IRIDIUM 168
55,IRIDIUM 173,IRIDIUM 168
56,IRIDIUM 168,IRIDIUM 102
57,IRIDIUM 173,IRIDIUM 168
58,IRIDIUM 173,IRIDIUM 168
59,IRIDIUM 102,IRIDIUM 168
60,IRIDIUM 100,IRIDIUM 135
61,IRIDIUM 132,IRIDIUM 100
62,IRIDIUM 160,IRIDIUM 143
63,IRIDIUM 160,IRIDIUM 143
64,IRIDIUM 102,IRIDIUM 168
65,IRIDIUM 100,IRIDIUM 135
66,IRIDIUM 150,IRIDIUM 171
67,IRIDIUM 160,IRIDIUM 143
68,IRIDIUM 134,IRIDIUM 130
69,IRIDIUM 165,IRIDIUM 100
70,IRIDIUM 132,IRIDIUM 100
71,IRIDIUM 168,IRIDIUM 102
72,IRIDIUM 151,IRIDIUM 106
73,IRIDIUM 134,IRIDIUM 130
74,IRIDIUM 168,IRIDIUM 102
75,IRIDIUM 102,IRIDIUM 168
76,IRIDIUM 100,IRIDIUM 135
77,IRIDIUM 154,IRIDIUM 106
78,IRIDIUM 132,IRIDIUM 100
79,IRIDIUM 173,IRIDIUM 168
80,IRIDIUM 100,IRIDIUM 135
81,IRIDIUM 160,IRIDIUM 173
82,IRIDIUM 157,IRIDIUM 168
83,IRIDIUM 168,IRIDIUM 102
84,IRIDIUM 150,IRIDIUM 171
85,IRIDIUM 129,IRIDIUM 106
86,IRIDIUM 132,IRIDIUM 100
87,IRIDIUM 100,IRIDIUM 135
88,IRIDIUM 100,IRIDIUM 135
89,IRIDIUM 157,IRIDIUM 168
90,IRIDIUM 165,IRIDIUM 100
91,IRIDIUM 102,IRIDIUM 168
92,IRIDIUM 173,IRIDIUM 168
93,IRIDIUM 100,IRIDIUM 135
94,IRIDIUM 160,IRIDIUM 143
95,IRIDIUM 100,IRIDIUM 135
96,IRIDIUM 134,IRIDIUM 130
97,IRIDIUM 168,IRIDIUM 102
98,IRIDIUM 160,IRIDIUM 143
99,IRIDIUM 168,IRIDIUM 102
100,IRIDIUM 168,IRIDIUM 102
101,IRIDIUM 106,IRIDIUM 151
102,IRIDIUM 150,IRIDIUM 171
103,IRIDIUM 156,IRIDIUM 160
