episode,source,target
1,IRIDIUM 180,IRIDIUM 165
2,IRIDIUM 180,IRIDIUM 165
3,IRIDIUM 180,IRIDIUM 165
4,IRIDIUM 180,IRIDIUM 165
5,IRIDIUM 180,IRIDIUM 165
6,IRIDIUM 180,IRIDIUM 165
7,IRIDIUM 180,IRIDIUM 165
8,IRIDIUM 180,IRIDIUM 165
9,IRIDIUM 180,IRIDIUM 165
10,IRIDIUM 180,IRIDIUM 165
11,IRIDIUM 180,IRIDIUM 165
12,IRIDIUM 180,IRIDIUM 165
13,IRIDIUM 180,IRIDIUM 165
14,IRIDIUM 180,IRIDIUM 165
15,IRIDIUM 180,IRIDIUM 165
16,IRIDIUM 180,IRIDIUM 165
17,IRIDIUM 180,IRIDIUM 165
18,IRIDIUM 180,IRIDIUM 165
19,IRIDIUM 180,IRIDIUM 165
20,IRIDIUM 180,IRIDIUM 165
21,IRIDIUM 180,IRIDIUM 165
22,IRIDIUM 180,IRIDIUM 165
23,IRIDIUM 180,IRIDIUM 165
24,IRIDIUM 180,IRIDIUM 165
25,IRIDIUM 180,IRIDIUM 165
26,IRIDIUM 180,IRIDIUM 165
27,IRIDIUM 180,IRIDIUM 165
28,IRIDIUM 180,IRIDIUM 165
29,IRIDIUM 180,IRIDIUM 165
30,IRIDIUM 180,IRIDIUM 165
31,IRIDIUM 180,IRIDIUM 165
32,IRIDIUM 180,IRIDIUM 165
33,IRIDIUM 180,IRIDIUM 165
34,IRIDIUM 180,IRIDIUM 165
35,IRIDIUM 180,IRIDIUM 165
36,IRIDIUM 180,IRIDIUM 165
37,IRIDIUM 180,IRIDIUM 165
38,IRIDIUM 180,IRIDIUM 165
39,IRIDIUM 180,IRIDIUM 165
40,IRIDIUM 180,IRIDIUM 165
41,IRIDIUM 180,IRIDIUM 165
42,IRIDIUM 180,IRIDIUM 165
43,IRIDIUM 180,IRIDIUM 165
44,IRIDIUM 180,IRIDIUM 165
45,IRIDIUM 180,IRIDIUM 165
46,IRIDIUM 180,IRIDIUM 165
47,IRIDIUM 180,IRIDIUM 165
48,IRIDIUM 180,IRIDIUM 165
49,IRIDIUM 180,IRIDIUM 165
50,IRIDIUM 180,IRIDIUM 165
51,IRIDIUM 180,IRIDIUM 165
52,IRIDIUM 180,IRIDIUM 165
53,IRIDIUM 180,IRIDIUM 165
54,IRIDIUM 180,IRIDIUM 165
55,IRIDIUM 180,IRIDIUM 165
56,IRIDIUM 180,IRIDIUM 165
57,IRIDIUM 180,IRIDIUM 165
58,IRIDIUM 180,IRIDIUM 165
59,IRIDIUM 180,IRIDIUM 165
60,IRIDIUM 180,IRIDIUM 165
61,IRIDIUM 180,IRIDIUM 165
62,IRIDIUM 180,IRIDIUM 165
63,IRIDIUM 180,IRIDIUM 165
64,IRIDIUM 180,IRIDIUM 165
65,IRIDIUM 180,IRIDIUM 165
66,IRIDIUM 180,IRIDIUM 165
