episode,source,target
1,IRIDIUM 112,IRIDIUM 111
2,IRIDIUM 103,IRIDIUM 106
3,IRIDIUM 119,IRIDIUM 143
4,IRIDIUM 136,IRIDIUM 142
5,IRIDIUM 112,IRIDIUM 111
6,IRIDIUM 151,IRIDIUM 106
7,IRIDIUM 130,IRIDIUM 143
8,IRIDIUM 135,IRIDIUM 120
9,IRIDIUM 150,IRIDIUM 120
10,IRIDIUM 154,IRIDIUM 120
11,IRIDIUM 136,IRIDIUM 142
12,IRIDIUM 130,IRIDIUM 143
13,IRIDIUM 130,IRIDIUM 143
14,IRIDIUM 136,IRIDIUM 142
15,IRIDIUM 135,IRIDIUM 120
16,IRIDIUM 150,IRIDIUM 120
17,IRIDIUM 110,IRIDIUM 142
18,IRIDIUM 154,IRIDIUM 120
19,IRIDIUM 150,IRIDIUM 120
20,IRIDIUM 171,IRIDIUM 106
21,IRIDIUM 145,IRIDIUM 112
22,IRIDIUM 158,IRIDIUM 143
23,IRIDIUM 154,IRIDIUM 120
24,IRIDIUM 130,IRIDIUM 143
25,IRIDIUM 106,IRIDIUM 120
26,IRIDIUM 119,IRIDIUM 143
27,IRIDIUM 145,IRIDIUM 112
28,IRIDIUM 158,IRIDIUM 143
29,IRIDIUM 130,IRIDIUM 143
30,IRIDIUM 135,IRIDIUM 120
31,IRIDIUM 130,IRIDIUM 143
32,IRIDIUM 151,IRIDIUM 106
33,IRIDIUM 130,IRIDIUM 143
34,IRIDIUM 134,IRIDIUM 142
35,IRIDIUM 139,IRIDIUM 112
36,IRIDIUM 106,IRIDIUM 165
37,IRIDIUM 135,IRIDIUM 120
38,IRIDIUM 142,IRIDIUM 143
39,IRIDIUM 142,IRIDIUM 143
40,IRIDIUM 139,IRIDIUM 112
41,IRIDIUM 134,IRIDIUM 142
42,IRIDIUM 112,IRIDIUM 111
43,IRIDIUM 136,IRIDIUM 142
44,IRIDIUM 110,IRIDIUM 142
45,IRIDIUM 106,IRIDIUM 120
46,IRIDIUM 103,IRIDIUM 106
47,IRIDIUM 134,IRIDIUM 142
48,IRIDIUM 158,IRIDIUM 143
49,IRIDIUM 130,IRIDIUM 143
50,IRIDIUM 110,IRIDIUM 142
51,IRIDIUM 145,IRIDIUM 112
52,IRIDIUM 130,IRIDIUM 143
53,IRIDIUM 103,IRIDIUM 106
54,IRIDIUM 130,IRIDIUM 143
55,IRIDIUM 119,IRIDIUM 143
56,IRIDIUM 134,IRIDIUM 142
57,IRIDIUM 158,IRIDIUM 143
58,IRIDIUM 154,IRIDIUM 120
59,IRIDIUM 103,IRIDIUM 106
60,IRIDIUM 109,IRIDIUM 120
61,IRIDIUM 112,IRIDIUM 111
62,IRIDIUM 139,IRIDIUM 112
63,IRIDIUM 151,IRIDIUM 106
64,IRIDIUM 171,IRIDIUM 106
65,IRIDIUM 151,IRIDIUM 106
66,IRIDIUM 171,IRIDIUM 106
67,IRIDIUM 135,IRIDIUM 120
68,IRIDIUM 142,IRIDIUM 143
69,IRIDIUM 150,IRIDIUM 120
70,IRIDIUM 130,IRIDIUM 143
71,IRIDIUM 106,IRIDIUM 165
72,IRIDIUM 158,IRIDIUM 143
73,IRIDIUM 130,IRIDIUM 143
74,IRIDIUM 119,IRIDIUM 143
75,IRIDIUM 103,IRIDIUM 106
76,IRIDIUM 158,IRIDIUM 143
77,IRIDIUM 130,IRIDIUM 143
78,IRIDIUM 119,IRIDIUM 143
79,IRIDIUM 158,IRIDIUM 143
80,IRIDIUM 110,IRIDIUM 142
81,IRIDIUM 109,IRIDIUM 120
82,IRIDIUM 145,IRIDIUM 112
83,IRIDIUM 135,IRIDIUM 120
84,IRIDIUM 119,IRIDIUM 143
85,IRIDIUM 171,IRIDIUM 106
86,IRIDIUM 109,IRIDIUM 120
87,IRIDIUM 158,IRIDIUM 143
88,IRIDIUM 156,IRIDIUM 112
89,IRIDIUM 139,IRIDIUM 112
90,IRIDIUM 130,IRIDIUM 143
91,IRIDIUM 156,IRIDIUM 112
92,IRIDIUM 158,IRIDIUM 143
93,IRIDIUM 130,IRIDIUM 143
94,IRIDIUM 154,IRIDIUM 120
95,IRIDIUM 151,IRIDIUM 106
96,IRIDIUM 103,IRIDIUM 106
97,IRIDIUM 150,IRIDIUM 120
98,IRIDIUM 135,IRIDIUM 120
99,IRIDIUM 106,IRIDIUM 165
100,IRIDIUM 154,IRIDIUM 120
101,IRIDIUM 154,IRIDIUM 120
102,IRIDIUM 135,IRIDIUM 120
103,IRIDIUM 103,IRIDIUM 106
104,IRIDIUM 119,IRIDIUM 143
105,IRIDIUM 106,IRIDIUM 165
106,IRIDIUM 171,IRIDIUM 106
107,IRIDIUM 154,IRIDIUM 120
108,IRIDIUM 106,IRIDIUM 120
109,IRIDIUM 139,IRIDIUM 112
110,IRIDIUM 106,IRIDIUM 120
111,IRIDIUM 135,IRIDIUM 120
112,IRIDIUM 136,IRIDIUM 142
113,IRIDIUM 103,IRIDIUM 106
114,IRIDIUM 110,IRIDIUM 142
115,IRIDIUM 154,IRIDIUM 120
116,IRIDIUM 171,IRIDIUM 106
117,IRIDIUM 109,IRIDIUM 120
118,IRIDIUM 110,IRIDIUM 142
119,IRIDIUM 171,IRIDIUM 106
120,IRIDIUM 151,IRIDIUM 106
121,IRIDIUM 145,IRIDIUM 112
122,IRIDIUM 106,IRIDIUM 120
123,IRIDIUM 135,IRIDIUM 120
124,IRIDIUM 145,IRIDIUM 112
125,IRIDIUM 119,IRIDIUM 143
126,IRIDIUM 106,IRIDIUM 120
127,IRIDIUM 130,IRIDIUM 143
128,IRIDIUM 110,IRIDIUM 142
129,IRIDIUM 156,IRIDIUM 112
130,IRIDIUM 103,IRIDIUM 106
131,IRIDIUM 135,IRIDIUM 120
132,IRIDIUM 103,IRIDIUM 106
133,IRIDIUM 119,IRIDIUM 143
134,IRIDIUM 139,IRIDIUM 112
135,IRIDIUM 110,IRIDIUM 142
136,IRIDIUM 112,IRIDIUM 111
137,IRIDIUM 158,IRIDIUM 143
138,IRIDIUM 110,IRIDIUM 142
139,IRIDIUM 151,IRIDIUM 106
140,IRIDIUM 130,IRIDIUM 143
141,IRIDIUM 106,IRIDIUM 165
142,IRIDIUM 103,IRIDIUM 106
143,IRIDIUM 106,IRIDIUM 120
144,IRIDIUM 145,IRIDIUM 112
145,IRIDIUM 142,IRIDIUM 143
146,IRIDIUM 103,IRIDIUM 106
147,IRIDIUM 112,IRIDIUM 111
148,IRIDIUM 106,IRIDIUM 165
149,IRIDIUM 135,IRIDIUM 120
150,IRIDIUM 109,IRIDIUM 120
151,IRIDIUM 158,IRIDIUM 143
152,IRIDIUM 171,IRIDIUM 106
153,IRIDIUM 139,IRIDIUM 112
154,IRIDIUM 130,IRIDIUM 143
155,IRIDIUM 109,IRIDIUM 120
156,IRIDIUM 106,IRIDIUM 120
157,IRIDIUM 171,IRIDIUM 106
158,IRIDIUM 109,IRIDIUM 120
159,IRIDIUM 156,IRIDIUM 112
160,IRIDIUM 151,IRIDIUM 106
161,IRIDIUM 130,IRIDIUM 143
162,IRIDIUM 106,IRIDIUM 120
163,IRIDIUM 106,IRIDIUM 120
164,IRIDIUM 110,IRIDIUM 142
165,IRIDIUM 154,IRIDIUM 120
166,IRIDIUM 154,IRIDIUM 120
167,IRIDIUM 130,IRIDIUM 143
168,IRIDIUM 171,IRIDIUM 106
169,IRIDIUM 156,IRIDIUM 112
170,IRIDIUM 135,IRIDIUM 120
171,IRIDIUM 139,IRIDIUM 112
172,IRIDIUM 158,IRIDIUM 143
173,IRIDIUM 151,IRIDIUM 106
174,IRIDIUM 145,IRIDIUM 112
175,IRIDIUM 151,IRIDIUM 106
176,IRIDIUM 119,IRIDIUM 143
177,IRIDIUM 171,IRIDIUM 106
178,IRIDIUM 154,IRIDIUM 120
179,IRIDIUM 130,IRIDIUM 143
180,IRIDIUM 106,IRIDIUM 120
181,IRIDIUM 134,IRIDIUM 142
182,IRIDIUM 142,IRIDIUM 143
183,IRIDIUM 135,IRIDIUM 120
184,IRIDIUM 112,IRIDIUM 111
185,IRIDIUM 130,IRIDIUM 143
186,IRIDIUM 103,IRIDIUM 106
187,IRIDIUM 158,IRIDIUM 143
188,IRIDIUM 151,IRIDIUM 106
189,IRIDIUM 136,IRIDIUM 142
190,IRIDIUM 135,IRIDIUM 120
191,IRIDIUM 134,IRIDIUM 142
192,IRIDIUM 136,IRIDIUM 142
193,IRIDIUM 130,IRIDIUM 143
194,IRIDIUM 106,IRIDIUM 165
195,IRIDIUM 130,IRIDIUM 143
196,IRIDIUM 158,IRIDIUM 143
197,IRIDIUM 142,IRIDIUM 143
198,IRIDIUM 130,IRIDIUM 143
199,IRIDIUM 136,IRIDIUM 142
200,IRIDIUM 158,IRIDIUM 143
201,IRIDIUM 136,IRIDIUM 142
202,IRIDIUM 112,IRIDIUM 111
203,IRIDIUM 158,IRIDIUM 143
204,IRIDIUM 103,IRIDIUM 106
205,IRIDIUM 112,IRIDIUM 111
206,IRIDIUM 130,IRIDIUM 143
207,IRIDIUM 136,IRIDIUM 142
208,IRIDIUM 130,IRIDIUM 143
209,IRIDIUM 110,IRIDIUM 142
210,IRIDIUM 154,IRIDIUM 120
211,IRIDIUM 150,IRIDIUM 120
212,IRIDIUM 134,IRIDIUM 142
213,IRIDIUM 106,IRIDIUM 165
214,IRIDIUM 150,IRIDIUM 120
215,IRIDIUM 171,IRIDIUM 106
216,IRIDIUM 156,IRIDIUM 112
217,IRIDIUM 171,IRIDIUM 106
218,IRIDIUM 136,IRIDIUM 142
219,IRIDIUM 130,IRIDIUM 143
220,IRIDIUM 158,IRIDIUM 143
221,IRIDIUM 134,IRIDIUM 142
222,IRIDIUM 156,IRIDIUM 112
223,IRIDIUM 119,IRIDIUM 143
224,IRIDIUM 171,IRIDIUM 106
225,IRIDIUM 136,IRIDIUM 142
226,IRIDIUM 142,IRIDIUM 143
227,IRIDIUM 119,IRIDIUM 143
228,IRIDIUM 130,IRIDIUM 143
229,IRIDIUM 171,IRIDIUM 106
230,IRIDIUM 130,IRIDIUM 143
231,IRIDIUM 134,IRIDIUM 142
232,IRIDIUM 103,IRIDIUM 106
233,IRIDIUM 110,IRIDIUM 142
234,IRIDIUM 135,IRIDIUM 120
235,IRIDIUM 106,IRIDIUM 120
236,IRIDIUM 158,IRIDIUM 143
237,IRIDIUM 158,IRIDIUM 143
238,IRIDIUM 156,IRIDIUM 112
239,IRIDIUM 136,IRIDIUM 142
240,IRIDIUM 109,IRIDIUM 120
241,IRIDIUM 106,IRIDIUM 120
242,IRIDIUM 136,IRIDIUM 142
243,IRIDIUM 145,IRIDIUM 112
244,IRIDIUM 171,IRIDIUM 106
245,IRIDIUM 119,IRIDIUM 143
246,IRIDIUM 154,IRIDIUM 120
247,IRIDIUM 150,IRIDIUM 120
248,IRIDIUM 151,IRIDIUM 106
249,IRIDIUM 156,IRIDIUM 112
250,IRIDIUM 142,IRIDIUM 143
251,IRIDIUM 130,IRIDIUM 143
252,IRIDIUM 103,IRIDIUM 106
253,IRIDIUM 112,IRIDIUM 111
254,IRIDIUM 151,IRIDIUM 106
255,IRIDIUM 136,IRIDIUM 142
256,IRIDIUM 150,IRIDIUM 120
257,IRIDIUM 142,IRIDIUM 143
258,IRIDIUM 151,IRIDIUM 106
259,IRIDIUM 156,IRIDIUM 112
260,IRIDIUM 136,IRIDIUM 142
261,IRIDIUM 158,IRIDIUM 143
262,IRIDIUM 158,IRIDIUM 143
263,IRIDIUM 112,IRIDIUM 111
264,IRIDIUM 130,IRIDIUM 143
265,IRIDIUM 136,IRIDIUM 142
266,IRIDIUM 150,IRIDIUM 120
267,IRIDIUM 150,IRIDIUM 120
268,IRIDIUM 154,IRIDIUM 120
269,IRIDIUM 151,IRIDIUM 106
270,IRIDIUM 136,IRIDIUM 142
271,IRIDIUM 109,IRIDIUM 120
272,IRIDIUM 130,IRIDIUM 143
273,IRIDIUM 154,IRIDIUM 120
274,IRIDIUM 106,IRIDIUM 165
275,IRIDIUM 106,IRIDIUM 120
276,IRIDIUM 154,IRIDIUM 120
277,IRIDIUM 145,IRIDIUM 112
278,IRIDIUM 112,IRIDIUM 111
279,IRIDIUM 106,IRIDIUM 165
280,IRIDIUM 136,IRIDIUM 142
281,IRIDIUM 119,IRIDIUM 143
282,IRIDIUM 112,IRIDIUM 111
283,IRIDIUM 110,IRIDIUM 142
284,IRIDIUM 135,IRIDIUM 120
285,IRIDIUM 134,IRIDIUM 142
286,IRIDIUM 154,IRIDIUM 120
287,IRIDIUM 139,IRIDIUM 112
