episode,source,target
1,IRIDIUM 122,IRIDIUM 139
2,IRIDIUM 164,IRIDIUM 166
3,IRIDIUM 149,IRIDIUM 152
4,IRIDIUM 140,IRIDIUM 145
5,IRIDIUM 151,IRIDIUM 133
6,IRIDIUM 122,IRIDIUM 111
7,IRIDIUM 180,IRIDIUM 139
8,IRIDIUM 153,IRIDIUM 113
9,IRIDIUM 133,IRIDIUM 166
10,IRIDIUM 149,IRIDIUM 152
11,IRIDIUM 131,IRIDIUM 159
12,IRIDIUM 121,IRIDIUM 153
13,IRIDIUM 121,IRIDIUM 153
14,IRIDIUM 140,IRIDIUM 112
15,IRIDIUM 166,IRIDIUM 152
16,IRIDIUM 153,IRIDIUM 113
17,IRIDIUM 145,IRIDIUM 140
18,IRIDIUM 140,IRIDIUM 112
19,IRIDIUM 133,IRIDIUM 166
20,IRIDIUM 131,IRIDIUM 159
21,IRIDIUM 164,IRIDIUM 166
22,IRIDIUM 140,IRIDIUM 145
23,IRIDIUM 140,IRIDIUM 131
24,IRIDIUM 122,IRIDIUM 111
25,IRIDIUM 145,IRIDIUM 140
26,IRIDIUM 131,IRIDIUM 159
27,IRIDIUM 166,IRIDIUM 152
28,IRIDIUM 164,IRIDIUM 166
29,IRIDIUM 131,IRIDIUM 159
30,IRIDIUM 149,IRIDIUM 152
31,IRIDIUM 140,IRIDIUM 112
32,IRIDIUM 180,IRIDIUM 139
33,IRIDIUM 149,IRIDIUM 152
34,IRIDIUM 166,IRIDIUM 152
35,IRIDIUM 140,IRIDIUM 159
36,IRIDIUM 133,IRIDIUM 166
37,IRIDIUM 121,IRIDIUM 153
38,IRIDIUM 153,IRIDIUM 113
39,IRIDIUM 149,IRIDIUM 152
40,IRIDIUM 140,IRIDIUM 112
41,IRIDIUM 153,IRIDIUM 113
42,IRIDIUM 151,IRIDIUM 133
43,IRIDIUM 131,IRIDIUM 159
44,IRIDIUM 180,IRIDIUM 139
45,IRIDIUM 140,IRIDIUM 131
46,IRIDIUM 122,IRIDIUM 139
47,IRIDIUM 166,IRIDIUM 152
48,IRIDIUM 133,IRIDIUM 166
49,IRIDIUM 164,IRIDIUM 166
50,IRIDIUM 140,IRIDIUM 159
