episode,source,target
1,IRIDIUM 150,IRIDIUM 144
2,IRIDIUM 129,IRIDIUM 106
3,IRIDIUM 119,IRIDIUM 110
4,IRIDIUM 100,IRIDIUM 135
5,IRIDIUM 165,IRIDIUM 100
6,IRIDIUM 151,IRIDIUM 106
7,IRIDIUM 106,IRIDIUM 171
8,IRIDIUM 106,IRIDIUM 103
9,IRIDIUM 106,IRIDIUM 103
10,IRIDIUM 154,IRIDIUM 120
11,IRIDIUM 126,IRIDIUM 120
12,IRIDIUM 119,IRIDIUM 110
13,IRIDIUM 154,IRIDIUM 120
14,IRIDIUM 126,IRIDIUM 120
15,IRIDIUM 132,IRIDIUM 100
16,IRIDIUM 106,IRIDIUM 103
17,IRIDIUM 129,IRIDIUM 106
18,IRIDIUM 168,IRIDIUM 136
19,IRIDIUM 143,IRIDIUM 157
20,IRIDIUM 154,IRIDIUM 120
21,IRIDIUM 165,IRIDIUM 100
22,IRIDIUM 154,IRIDIUM 120
23,IRIDIUM 154,IRIDIUM 106
24,IRIDIUM 106,IRIDIUM 171
25,IRIDIUM 156,IRIDIUM 160
26,IRIDIUM 106,IRIDIUM 103
27,IRIDIUM 156,IRIDIUM 160
28,IRIDIUM 106,IRIDIUM 171
29,IRIDIUM 171,IRIDIUM 150
30,IRIDIUM 106,IRIDIUM 103
31,IRIDIUM 126,IRIDIUM 120
32,IRIDIUM 150,IRIDIUM 144
33,IRIDIUM 168,IRIDIUM 136
34,IRIDIUM 151,IRIDIUM 106
35,IRIDIUM 129,IRIDIUM 106
36,IRIDIUM 143,IRIDIUM 157
37,IRIDIUM 106,IRIDIUM 171
38,IRIDIUM 168,IRIDIUM 136
39,IRIDIUM 106,IRIDIUM 103
40,IRIDIUM 106,IRIDIUM 103
41,IRIDIUM 126,IRIDIUM 120
42,IRIDIUM 160,IRIDIUM 168
43,IRIDIUM 150,IRIDIUM 120
44,IRIDIUM 150,IRIDIUM 144
45,IRIDIUM 156,IRIDIUM 160
46,IRIDIUM 154,IRIDIUM 120
47,IRIDIUM 103,IRIDIUM 106
48,IRIDIUM 154,IRIDIUM 120
49,IRIDIUM 126,IRIDIUM 120
50,IRIDIUM 126,IRIDIUM 120
51,IRIDIUM 150,IRIDIUM 144
52,IRIDIUM 165,IRIDIUM 100
53,IRIDIUM 103,IRIDIUM 106
54,IRIDIUM 102,IRIDIUM 143
55,IRIDIUM 106,IRIDIUM 103
56,IRIDIUM 102,IRIDIUM 143
57,IRIDIUM 171,IRIDIUM 150
