episode,source,target
1,IRIDIUM 119,IRIDIUM 123
2,IRIDIUM 123,IRIDIUM 168
3,IRIDIUM 125,IRIDIUM 100
4,IRIDIUM 154,IRIDIUM 144
5,IRIDIUM 134,IRIDIUM 123
6,IRIDIUM 134,IRIDIUM 123
7,IRIDIUM 123,IRIDIUM 168
8,IRIDIUM 137,IRIDIUM 134
9,IRIDIUM 154,IRIDIUM 144
10,IRIDIUM 137,IRIDIUM 134
11,IRIDIUM 102,IRIDIUM 134
12,IRIDIUM 144,IRIDIUM 164
13,IRIDIUM 146,IRIDIUM 144
14,IRIDIUM 134,IRIDIUM 148
15,IRIDIUM 102,IRIDIUM 134
16,IRIDIUM 134,IRIDIUM 123
17,IRIDIUM 143,IRIDIUM 119
18,IRIDIUM 102,IRIDIUM 134
19,IRIDIUM 123,IRIDIUM 168
20,IRIDIUM 134,IRIDIUM 148
21,IRIDIUM 146,IRIDIUM 144
22,IRIDIUM 121,IRIDIUM 144
23,IRIDIUM 154,IRIDIUM 144
24,IRIDIUM 163,IRIDIUM 102
25,IRIDIUM 119,IRIDIUM 123
26,IRIDIUM 134,IRIDIUM 148
27,IRIDIUM 137,IRIDIUM 134
28,IRIDIUM 154,IRIDIUM 144
29,IRIDIUM 154,IRIDIUM 144
30,IRIDIUM 119,IRIDIUM 123
31,IRIDIUM 148,IRIDIUM 134
32,IRIDIUM 102,IRIDIUM 134
33,IRIDIUM 123,IRIDIUM 168
34,IRIDIUM 134,IRIDIUM 123
35,IRIDIUM 134,IRIDIUM 123
36,IRIDIUM 147,IRIDIUM 171
37,IRIDIUM 102,IRIDIUM 134
38,IRIDIUM 108,IRIDIUM 171
39,IRIDIUM 138,IRIDIUM 144
40,IRIDIUM 119,IRIDIUM 123
41,IRIDIUM 163,IRIDIUM 134
42,IRIDIUM 102,IRIDIUM 134
43,IRIDIUM 163,IRIDIUM 102
44,IRIDIUM 119,IRIDIUM 123
45,IRIDIUM 138,IRIDIUM 144
46,IRIDIUM 102,IRIDIUM 134
47,IRIDIUM 143,IRIDIUM 119
48,IRIDIUM 154,IRIDIUM 125
49,IRIDIUM 123,IRIDIUM 168
50,IRIDIUM 119,IRIDIUM 123
51,IRIDIUM 163,IRIDIUM 102
52,IRIDIUM 154,IRIDIUM 125
53,IRIDIUM 134,IRIDIUM 148
54,IRIDIUM 147,IRIDIUM 171
55,IRIDIUM 154,IRIDIUM 125
56,IRIDIUM 134,IRIDIUM 148
57,IRIDIUM 108,IRIDIUM 171
58,IRIDIUM 121,IRIDIUM 144
59,IRIDIUM 147,IRIDIUM 171
60,IRIDIUM 154,IRIDIUM 144
61,IRIDIUM 163,IRIDIUM 102
62,IRIDIUM 163,IRIDIUM 134
63,IRIDIUM 121,IRIDIUM 144
64,IRIDIUM 121,IRIDIUM 144
65,IRIDIUM 125,IRIDIUM 100
66,IRIDIUM 163,IRIDIUM 134
67,IRIDIUM 148,IRIDIUM 134
68,IRIDIUM 119,IRIDIUM 123
69,IRIDIUM 144,IRIDIUM 164
70,IRIDIUM 146,IRIDIUM 144
71,IRIDIUM 144,IRIDIUM 164
72,IRIDIUM 134,IRIDIUM 123
73,IRIDIUM 121,IRIDIUM 144
74,IRIDIUM 125,IRIDIUM 100
75,IRIDIUM 121,IRIDIUM 144
76,IRIDIUM 144,IRIDIUM 164
77,IRIDIUM 121,IRIDIUM 144
78,IRIDIUM 147,IRIDIUM 171
79,IRIDIUM 138,IRIDIUM 144
80,IRIDIUM 138,IRIDIUM 144
81,IRIDIUM 134,IRIDIUM 148
82,IRIDIUM 143,IRIDIUM 119
83,IRIDIUM 148,IRIDIUM 134
84,IRIDIUM 147,IRIDIUM 171
85,IRIDIUM 137,IRIDIUM 134
86,IRIDIUM 147,IRIDIUM 171
87,IRIDIUM 163,IRIDIUM 134
88,IRIDIUM 108,IRIDIUM 171
89,IRIDIUM 146,IRIDIUM 144
90,IRIDIUM 134,IRIDIUM 148
91,IRIDIUM 163,IRIDIUM 102
92,IRIDIUM 137,IRIDIUM 134
93,IRIDIUM 138,IRIDIUM 144
94,IRIDIUM 123,IRIDIUM 168
95,IRIDIUM 154,IRIDIUM 125
96,IRIDIUM 138,IRIDIUM 144
97,IRIDIUM 163,IRIDIUM 134
98,IRIDIUM 163,IRIDIUM 102
99,IRIDIUM 123,IRIDIUM 168
100,IRIDIUM 137,IRIDIUM 134
101,IRIDIUM 138,IRIDIUM 144
102,IRIDIUM 163,IRIDIUM 102
103,IRIDIUM 144,IRIDIUM 164
104,IRIDIUM 148,IRIDIUM 134
105,IRIDIUM 138,IRIDIUM 144
106,IRIDIUM 138,IRIDIUM 144
107,IRIDIUM 134,IRIDIUM 123
108,IRIDIUM 102,IRIDIUM 134
109,IRIDIUM 144,IRIDIUM 164
110,IRIDIUM 148,IRIDIUM 134
111,IRIDIUM 134,IRIDIUM 123
112,IRIDIUM 154,IRIDIUM 125
113,IRIDIUM 143,IRIDIUM 119
114,IRIDIUM 125,IRIDIUM 100
115,IRIDIUM 154,IRIDIUM 144
116,IRIDIUM 144,IRIDIUM 164
117,IRIDIUM 123,IRIDIUM 168
