episode,source,target
1,STARLINK-31420,STARLINK-31452
2,STARLINK-30412,STARLINK-4447
3,STARLINK-4292,STARLINK-4674
4,STARLINK-36781,STARLINK-31211
5,STARLINK-2491,STARLINK-2209
6,STARLINK-4274,STARLINK-30830
7,STARLINK-30582,STARLINK-36116
8,STARLINK-36922,STARLINK-1403
9,STARLINK-36239,STARLINK-30854
10,STARLINK-35837,STARLINK-11151 [DTC]
11,STARLINK-30355,STARLINK-32335
12,STARLINK-36847,STARLINK-30243
13,STARLINK-1320,STARLINK-5968
14,STARLINK-34061,STARLINK-30255
15,STARLINK-31474,STARLINK-5302
16,STARLINK-30329,STARLINK-11383 [DTC]
17,STARLINK-4095,STARLINK-4072
18,STARLINK-11520 [DTC],STARLINK-5106
19,STARLINK-32644,STARLINK-11353 [DTC]
20,STARLINK-36969,STARLINK-6193
21,STARLINK-2647,STARLINK-35480
22,STARLINK-34568,STARLINK-36645
23,STARLINK-4734,STARLINK-34309
24,STARLINK-3853,STARLINK-33640
25,STARLINK-31781,STARLINK-36890
26,STARLINK-32664,STARLINK-36834
27,STARLINK-30151,STARLINK-3647
28,STARLINK-3058,STARLINK-30602
29,STARLINK-31481,STARLINK-4584
30,STARLINK-30588,STARLINK-3628
31,STARLINK-11557 [DTC],STARLINK-6321
32,STARLINK-34523,STARLINK-34297
33,STARLINK-33546,STARLINK-4111
34,STARLINK-32328,STARLINK-11555 [DTC]
35,STARLINK-30208,STARLINK-33727
36,STARLINK-31385,STARLINK-34307
37,STARLINK-3647,STARLINK-11407 [DTC]
38,STARLINK-5779,STARLINK-32757
39,STARLINK-30921,STARLINK-4202
40,STARLINK-34246,STARLINK-34400
41,STARLINK-31281,STARLINK-34175
42,STARLINK-36202,STARLINK-5984
43,STARLINK-32186,STARLINK-3279
44,STARLINK-30489,STARLINK-35597
45,STARLINK-2569,STARLINK-35222
46,STARLINK-32048,STARLINK-34181
47,STARLINK-31528,STARLINK-3456
48,STARLINK-30229,STARLINK-11535 [DTC]
49,STARLINK-32027,STARLINK-30574
50,STARLINK-34086,STARLINK-34819
51,STARLINK-34316,STARLINK-3976
52,STARLINK-31383,STARLINK-5201
53,STARLINK-30899,STARLINK-31634
54,STARLINK-36659,STARLINK-32254
55,STARLINK-36343,STARLINK-33725
56,STARLINK-32671,STARLINK-5668
57,STARLINK-5228,STARLINK-35765
58,STARLINK-35255,STARLINK-4324
59,STARLINK-3052,STARLINK-36580
60,STARLINK-4496,STARLINK-5605
61,STARLINK-5720,STARLINK-36197
62,STARLINK-34007,STARLINK-34517
63,STARLINK-3506,STARLINK-32049
64,STARLINK-32695,STARLINK-35286
65,STARLINK-35642,STARLINK-5317
66,STARLINK-35498,STARLINK-1522
67,STARLINK-4475,STARLINK-33614
68,STARLINK-35419,STARLINK-31731
69,STARLINK-32390,STARLINK-4258
70,STARLINK-31791,STARLINK-34949
71,STARLINK-5767,STARLINK-32517
72,STARLINK-1212,STARLINK-11075 [DTC]
73,STARLINK-35275,STARLINK-35754
74,STARLINK-6156,STARLINK-36920
75,STARLINK-4127,STARLINK-11323 [DTC]
