episode,source,target
1,IRIDIUM 150,IRIDIUM 144
2,IRIDIUM 103,IRIDIUM 106
3,IRIDIUM 145,IRIDIUM 112
4,IRIDIUM 111,IRIDIUM 112
5,IRIDIUM 173,IRIDIUM 112
6,IRIDIUM 130,IRIDIUM 143
7,IRIDIUM 134,IRIDIUM 142
8,IRIDIUM 130,IRIDIUM 143
9,IRIDIUM 143,IRIDIUM 158
10,IRIDIUM 157,IRIDIUM 143
11,IRIDIUM 157,IRIDIUM 143
12,IRIDIUM 142,IRIDIUM 136
13,IRIDIUM 111,IRIDIUM 112
14,IRIDIUM 158,IRIDIUM 143
15,IRIDIUM 150,IRIDIUM 144
16,IRIDIUM 157,IRIDIUM 143
17,IRIDIUM 111,IRIDIUM 112
18,IRIDIUM 158,IRIDIUM 143
19,IRIDIUM 130,IRIDIUM 143
20,IRIDIUM 126,IRIDIUM 120
21,IRIDIUM 143,IRIDIUM 158
22,IRIDIUM 130,IRIDIUM 143
23,IRIDIUM 158,IRIDIUM 143
24,IRIDIUM 102,IRIDIUM 143
25,IRIDIUM 111,IRIDIUM 112
26,IRIDIUM 139,IRIDIUM 112
27,IRIDIUM 145,IRIDIUM 112
28,IRIDIUM 145,IRIDIUM 112
29,IRIDIUM 126,IRIDIUM 120
30,IRIDIUM 143,IRIDIUM 102
31,IRIDIUM 110,IRIDIUM 142
32,IRIDIUM 110,IRIDIUM 142
33,IRIDIUM 143,IRIDIUM 158
34,IRIDIUM 126,IRIDIUM 120
35,IRIDIUM 103,IRIDIUM 106
36,IRIDIUM 112,IRIDIUM 136
37,IRIDIUM 126,IRIDIUM 120
38,IRIDIUM 103,IRIDIUM 106
39,IRIDIUM 144,IRIDIUM 150
40,IRIDIUM 173,IRIDIUM 112
41,IRIDIUM 126,IRIDIUM 120
42,IRIDIUM 143,IRIDIUM 102
43,IRIDIUM 150,IRIDIUM 144
44,IRIDIUM 144,IRIDIUM 150
45,IRIDIUM 144,IRIDIUM 150
46,IRIDIUM 130,IRIDIUM 143
47,IRIDIUM 120,IRIDIUM 126
48,IRIDIUM 139,IRIDIUM 112
49,IRIDIUM 150,IRIDIUM 144
50,IRIDIUM 144,IRIDIUM 150
51,IRIDIUM 139,IRIDIUM 112
52,IRIDIUM 111,IRIDIUM 112
53,IRIDIUM 173,IRIDIUM 112
54,IRIDIUM 102,IRIDIUM 143
55,IRIDIUM 157,IRIDIUM 143
56,IRIDIUM 130,IRIDIUM 143
57,IRIDIUM 143,IRIDIUM 102
58,IRIDIUM 150,IRIDIUM 144
59,IRIDIUM 120,IRIDIUM 126
60,IRIDIUM 143,IRIDIUM 158
61,IRIDIUM 102,IRIDIUM 143
62,IRIDIUM 111,IRIDIUM 112
63,IRIDIUM 142,IRIDIUM 136
64,IRIDIUM 157,IRIDIUM 143
65,IRIDIUM 157,IRIDIUM 143
66,IRIDIUM 102,IRIDIUM 143
67,IRIDIUM 139,IRIDIUM 112
68,IRIDIUM 110,IRIDIUM 142
69,IRIDIUM 120,IRIDIUM 126
70,IRIDIUM 143,IRIDIUM 158
71,IRIDIUM 142,IRIDIUM 136
72,IRIDIUM 139,IRIDIUM 112
73,IRIDIUM 145,IRIDIUM 112
74,IRIDIUM 110,IRIDIUM 142
75,IRIDIUM 131,IRIDIUM 112
76,IRIDIUM 142,IRIDIUM 136
77,IRIDIUM 150,IRIDIUM 144
78,IRIDIUM 131,IRIDIUM 112
79,IRIDIUM 173,IRIDIUM 112
80,IRIDIUM 150,IRIDIUM 144
81,IRIDIUM 102,IRIDIUM 143
82,IRIDIUM 150,IRIDIUM 144
83,IRIDIUM 112,IRIDIUM 136
84,IRIDIUM 143,IRIDIUM 158
85,IRIDIUM 134,IRIDIUM 142
86,IRIDIUM 110,IRIDIUM 142
87,IRIDIUM 112,IRIDIUM 136
