episode,source,target
1,IRIDIUM 180,IRIDIUM 145
2,IRIDIUM 180,IRIDIUM 145
3,IRIDIUM 180,IRIDIUM 145
4,IRIDIUM 180,IRIDIUM 145
5,IRIDIUM 180,IRIDIUM 145
6,IRIDIUM 180,IRIDIUM 145
7,IRIDIUM 180,IRIDIUM 145
8,IRIDIUM 180,IRIDIUM 145
9,IRIDIUM 180,IRIDIUM 145
10,IRIDIUM 180,IRIDIUM 145
11,IRIDIUM 180,IRIDIUM 145
12,IRIDIUM 180,IRIDIUM 145
13,IRIDIUM 180,IRIDIUM 145
14,IRIDIUM 180,IRIDIUM 145
15,IRIDIUM 180,IRIDIUM 145
16,IRIDIUM 180,IRIDIUM 145
17,IRIDIUM 180,IRIDIUM 145
18,IRIDIUM 180,IRIDIUM 145
19,IRIDIUM 180,IRIDIUM 145
20,IRIDIUM 180,IRIDIUM 145
21,IRIDIUM 180,IRIDIUM 145
22,IRIDIUM 180,IRIDIUM 145
23,IRIDIUM 180,IRIDIUM 145
24,IRIDIUM 180,IRIDIUM 145
25,IRIDIUM 180,IRIDIUM 145
26,IRIDIUM 180,IRIDIUM 145
27,IRIDIUM 180,IRIDIUM 145
28,IRIDIUM 180,IRIDIUM 145
29,IRIDIUM 180,IRIDIUM 145
30,IRIDIUM 180,IRIDIUM 145
31,IRIDIUM 180,IRIDIUM 145
32,IRIDIUM 180,IRIDIUM 145
33,IRIDIUM 180,IRIDIUM 145
34,IRIDIUM 180,IRIDIUM 145
35,IRIDIUM 180,IRIDIUM 145
36,IRIDIUM 180,IRIDIUM 145
37,IRIDIUM 180,IRIDIUM 145
38,IRIDIUM 180,IRIDIUM 145
39,IRIDIUM 180,IRIDIUM 145
40,IRIDIUM 180,IRIDIUM 145
41,IRIDIUM 180,IRIDIUM 145
42,IRIDIUM 180,IRIDIUM 145
43,IRIDIUM 180,IRIDIUM 145
44,IRIDIUM 180,IRIDIUM 145
45,IRIDIUM 180,IRIDIUM 145
46,IRIDIUM 180,IRIDIUM 145
