episode,source,target
1,IRIDIUM 157,IRIDIUM 168
2,IRIDIUM 130,IRIDIUM 160
3,IRIDIUM 136,IRIDIUM 160
4,IRIDIUM 119,IRIDIUM 110
5,IRIDIUM 165,IRIDIUM 106
6,IRIDIUM 132,IRIDIUM 100
7,IRIDIUM 151,IRIDIUM 106
8,IRIDIUM 130,IRIDIUM 160
9,IRIDIUM 134,IRIDIUM 130
10,IRIDIUM 100,IRIDIUM 165
11,IRIDIUM 144,IRIDIUM 150
12,IRIDIUM 136,IRIDIUM 168
13,IRIDIUM 151,IRIDIUM 106
14,IRIDIUM 144,IRIDIUM 150
15,IRIDIUM 144,IRIDIUM 150
16,IRIDIUM 132,IRIDIUM 100
17,IRIDIUM 150,IRIDIUM 171
18,IRIDIUM 156,IRIDIUM 160
19,IRIDIUM 106,IRIDIUM 120
20,IRIDIUM 136,IRIDIUM 168
21,IRIDIUM 102,IRIDIUM 143
22,IRIDIUM 156,IRIDIUM 160
23,IRIDIUM 132,IRIDIUM 100
24,IRIDIUM 100,IRIDIUM 106
25,IRIDIUM 134,IRIDIUM 130
26,IRIDIUM 102,IRIDIUM 143
27,IRIDIUM 130,IRIDIUM 143
28,IRIDIUM 130,IRIDIUM 160
29,IRIDIUM 132,IRIDIUM 100
30,IRIDIUM 100,IRIDIUM 106
31,IRIDIUM 134,IRIDIUM 130
32,IRIDIUM 132,IRIDIUM 100
33,IRIDIUM 156,IRIDIUM 160
34,IRIDIUM 100,IRIDIUM 165
35,IRIDIUM 171,IRIDIUM 106
36,IRIDIUM 165,IRIDIUM 106
37,IRIDIUM 106,IRIDIUM 120
38,IRIDIUM 156,IRIDIUM 160
39,IRIDIUM 165,IRIDIUM 154
40,IRIDIUM 136,IRIDIUM 160
41,IRIDIUM 157,IRIDIUM 168
42,IRIDIUM 144,IRIDIUM 150
43,IRIDIUM 136,IRIDIUM 160
44,IRIDIUM 136,IRIDIUM 168
45,IRIDIUM 135,IRIDIUM 100
46,IRIDIUM 100,IRIDIUM 106
47,IRIDIUM 151,IRIDIUM 106
48,IRIDIUM 135,IRIDIUM 100
49,IRIDIUM 157,IRIDIUM 168
50,IRIDIUM 165,IRIDIUM 106
51,IRIDIUM 106,IRIDIUM 120
52,IRIDIUM 171,IRIDIUM 106
53,IRIDIUM 156,IRIDIUM 160
54,IRIDIUM 132,IRIDIUM 100
55,IRIDIUM 157,IRIDIUM 168
56,IRIDIUM 157,IRIDIUM 168
57,IRIDIUM 157,IRIDIUM 168
58,IRIDIUM 144,IRIDIUM 150
59,IRIDIUM 130,IRIDIUM 160
60,IRIDIUM 171,IRIDIUM 106
61,IRIDIUM 130,IRIDIUM 143
62,IRIDIUM 134,IRIDIUM 130
63,IRIDIUM 156,IRIDIUM 160
64,IRIDIUM 165,IRIDIUM 106
65,IRIDIUM 132,IRIDIUM 100
66,IRIDIUM 102,IRIDIUM 143
67,IRIDIUM 151,IRIDIUM 106
68,IRIDIUM 136,IRIDIUM 160
69,IRIDIUM 165,IRIDIUM 154
70,IRIDIUM 106,IRIDIUM 120
71,IRIDIUM 156,IRIDIUM 160
72,IRIDIUM 132,IRIDIUM 100
73,IRIDIUM 165,IRIDIUM 106
74,IRIDIUM 136,IRIDIUM 160
75,IRIDIUM 151,IRIDIUM 106
76,IRIDIUM 151,IRIDIUM 106
77,IRIDIUM 151,IRIDIUM 106
78,IRIDIUM 130,IRIDIUM 160
79,IRIDIUM 157,IRIDIUM 168
80,IRIDIUM 130,IRIDIUM 160
81,IRIDIUM 106,IRIDIUM 120
82,IRIDIUM 171,IRIDIUM 106
83,IRIDIUM 135,IRIDIUM 100
84,IRIDIUM 165,IRIDIUM 154
85,IRIDIUM 106,IRIDIUM 120
86,IRIDIUM 136,IRIDIUM 168
87,IRIDIUM 100,IRIDIUM 106
88,IRIDIUM 171,IRIDIUM 106
89,IRIDIUM 100,IRIDIUM 165
90,IRIDIUM 100,IRIDIUM 165
91,IRIDIUM 150,IRIDIUM 171
92,IRIDIUM 100,IRIDIUM 165
93,IRIDIUM 156,IRIDIUM 160
94,IRIDIUM 156,IRIDIUM 160
95,IRIDIUM 136,IRIDIUM 160
96,IRIDIUM 136,IRIDIUM 160
97,IRIDIUM 100,IRIDIUM 106
98,IRIDIUM 134,IRIDIUM 130
99,IRIDIUM 156,IRIDIUM 160
100,IRIDIUM 157,IRIDIUM 168
101,IRIDIUM 171,IRIDIUM 106
102,IRIDIUM 151,IRIDIUM 106
103,IRIDIUM 100,IRIDIUM 165
104,IRIDIUM 102,IRIDIUM 143
105,IRIDIUM 135,IRIDIUM 100
106,IRIDIUM 156,IRIDIUM 160
107,IRIDIUM 132,IRIDIUM 100
108,IRIDIUM 100,IRIDIUM 165
109,IRIDIUM 165,IRIDIUM 106
110,IRIDIUM 144,IRIDIUM 150
111,IRIDIUM 136,IRIDIUM 168
112,IRIDIUM 135,IRIDIUM 100
113,IRIDIUM 171,IRIDIUM 106
114,IRIDIUM 156,IRIDIUM 160
115,IRIDIUM 150,IRIDIUM 171
116,IRIDIUM 130,IRIDIUM 143
117,IRIDIUM 135,IRIDIUM 100
118,IRIDIUM 165,IRIDIUM 154
119,IRIDIUM 165,IRIDIUM 154
120,IRIDIUM 102,IRIDIUM 143
121,IRIDIUM 165,IRIDIUM 106
122,IRIDIUM 171,IRIDIUM 106
123,IRIDIUM 100,IRIDIUM 165
124,IRIDIUM 151,IRIDIUM 106
125,IRIDIUM 150,IRIDIUM 171
126,IRIDIUM 156,IRIDIUM 160
127,IRIDIUM 136,IRIDIUM 168
128,IRIDIUM 132,IRIDIUM 100
129,IRIDIUM 136,IRIDIUM 168
130,IRIDIUM 119,IRIDIUM 110
131,IRIDIUM 156,IRIDIUM 160
132,IRIDIUM 130,IRIDIUM 160
133,IRIDIUM 106,IRIDIUM 120
134,IRIDIUM 102,IRIDIUM 143
135,IRIDIUM 144,IRIDIUM 150
136,IRIDIUM 130,IRIDIUM 160
137,IRIDIUM 132,IRIDIUM 100
138,IRIDIUM 151,IRIDIUM 106
139,IRIDIUM 130,IRIDIUM 143
140,IRIDIUM 134,IRIDIUM 130
141,IRIDIUM 106,IRIDIUM 120
142,IRIDIUM 119,IRIDIUM 110
143,IRIDIUM 100,IRIDIUM 106
144,IRIDIUM 106,IRIDIUM 120
145,IRIDIUM 102,IRIDIUM 143
146,IRIDIUM 171,IRIDIUM 106
147,IRIDIUM 150,IRIDIUM 171
148,IRIDIUM 156,IRIDIUM 160
149,IRIDIUM 136,IRIDIUM 160
150,IRIDIUM 165,IRIDIUM 106
151,IRIDIUM 136,IRIDIUM 160
152,IRIDIUM 151,IRIDIUM 106
153,IRIDIUM 100,IRIDIUM 106
154,IRIDIUM 136,IRIDIUM 160
155,IRIDIUM 156,IRIDIUM 160
156,IRIDIUM 132,IRIDIUM 100
157,IRIDIUM 157,IRIDIUM 168
158,IRIDIUM 171,IRIDIUM 106
159,IRIDIUM 106,IRIDIUM 120
160,IRIDIUM 135,IRIDIUM 100
161,IRIDIUM 106,IRIDIUM 120
