episode,source,target
1,IRIDIUM 142,IRIDIUM 136
2,IRIDIUM 142,IRIDIUM 134
3,IRIDIUM 171,IRIDIUM 106
4,IRIDIUM 142,IRIDIUM 136
5,IRIDIUM 142,IRIDIUM 134
6,IRIDIUM 120,IRIDIUM 106
7,IRIDIUM 143,IRIDIUM 130
8,IRIDIUM 158,IRIDIUM 143
9,IRIDIUM 103,IRIDIUM 106
10,IRIDIUM 143,IRIDIUM 119
11,IRIDIUM 158,IRIDIUM 143
12,IRIDIUM 144,IRIDIUM 150
13,IRIDIUM 150,IRIDIUM 120
14,IRIDIUM 158,IRIDIUM 143
15,IRIDIUM 145,IRIDIUM 112
16,IRIDIUM 112,IRIDIUM 143
17,IRIDIUM 102,IRIDIUM 143
18,IRIDIUM 102,IRIDIUM 143
19,IRIDIUM 106,IRIDIUM 151
20,IRIDIUM 158,IRIDIUM 143
21,IRIDIUM 171,IRIDIUM 106
22,IRIDIUM 144,IRIDIUM 150
23,IRIDIUM 145,IRIDIUM 112
24,IRIDIUM 171,IRIDIUM 106
25,IRIDIUM 144,IRIDIUM 150
26,IRIDIUM 150,IRIDIUM 120
27,IRIDIUM 150,IRIDIUM 120
28,IRIDIUM 157,IRIDIUM 143
29,IRIDIUM 143,IRIDIUM 119
30,IRIDIUM 142,IRIDIUM 136
31,IRIDIUM 171,IRIDIUM 106
32,IRIDIUM 158,IRIDIUM 143
33,IRIDIUM 103,IRIDIUM 106
34,IRIDIUM 120,IRIDIUM 106
35,IRIDIUM 144,IRIDIUM 150
36,IRIDIUM 143,IRIDIUM 130
37,IRIDIUM 143,IRIDIUM 119
38,IRIDIUM 142,IRIDIUM 134
39,IRIDIUM 103,IRIDIUM 106
40,IRIDIUM 136,IRIDIUM 142
41,IRIDIUM 143,IRIDIUM 119
42,IRIDIUM 106,IRIDIUM 151
43,IRIDIUM 145,IRIDIUM 112
44,IRIDIUM 150,IRIDIUM 120
45,IRIDIUM 154,IRIDIUM 165
46,IRIDIUM 154,IRIDIUM 165
47,IRIDIUM 143,IRIDIUM 119
48,IRIDIUM 145,IRIDIUM 112
49,IRIDIUM 145,IRIDIUM 112
50,IRIDIUM 154,IRIDIUM 165
51,IRIDIUM 120,IRIDIUM 154
52,IRIDIUM 157,IRIDIUM 143
53,IRIDIUM 157,IRIDIUM 143
54,IRIDIUM 171,IRIDIUM 106
55,IRIDIUM 143,IRIDIUM 130
56,IRIDIUM 142,IRIDIUM 134
57,IRIDIUM 144,IRIDIUM 150
58,IRIDIUM 103,IRIDIUM 106
59,IRIDIUM 157,IRIDIUM 143
60,IRIDIUM 157,IRIDIUM 143
61,IRIDIUM 136,IRIDIUM 142
62,IRIDIUM 144,IRIDIUM 150
63,IRIDIUM 145,IRIDIUM 112
64,IRIDIUM 103,IRIDIUM 106
65,IRIDIUM 150,IRIDIUM 120
66,IRIDIUM 143,IRIDIUM 130
67,IRIDIUM 102,IRIDIUM 143
68,IRIDIUM 145,IRIDIUM 112
69,IRIDIUM 143,IRIDIUM 119
70,IRIDIUM 154,IRIDIUM 165
71,IRIDIUM 143,IRIDIUM 119
72,IRIDIUM 120,IRIDIUM 154
73,IRIDIUM 120,IRIDIUM 106
74,IRIDIUM 135,IRIDIUM 120
75,IRIDIUM 120,IRIDIUM 150
76,IRIDIUM 143,IRIDIUM 130
77,IRIDIUM 120,IRIDIUM 154
78,IRIDIUM 120,IRIDIUM 150
79,IRIDIUM 158,IRIDIUM 143
80,IRIDIUM 145,IRIDIUM 112
81,IRIDIUM 145,IRIDIUM 112
82,IRIDIUM 106,IRIDIUM 151
83,IRIDIUM 150,IRIDIUM 120
84,IRIDIUM 144,IRIDIUM 150
85,IRIDIUM 157,IRIDIUM 143
86,IRIDIUM 106,IRIDIUM 151
87,IRIDIUM 120,IRIDIUM 150
88,IRIDIUM 143,IRIDIUM 130
89,IRIDIUM 150,IRIDIUM 120
90,IRIDIUM 171,IRIDIUM 106
91,IRIDIUM 171,IRIDIUM 106
92,IRIDIUM 135,IRIDIUM 120
93,IRIDIUM 106,IRIDIUM 151
94,IRIDIUM 120,IRIDIUM 150
95,IRIDIUM 158,IRIDIUM 143
96,IRIDIUM 142,IRIDIUM 134
97,IRIDIUM 154,IRIDIUM 165
98,IRIDIUM 158,IRIDIUM 143
99,IRIDIUM 120,IRIDIUM 154
100,IRIDIUM 150,IRIDIUM 120
101,IRIDIUM 112,IRIDIUM 143
102,IRIDIUM 120,IRIDIUM 106
