episode,source,target
1,STARLINK-6347,STARLINK-4170
2,STARLINK-6278,STARLINK-6145
3,STARLINK-1309,STARLINK-33820
4,STARLINK-34301,STARLINK-35888
5,STARLINK-32112,STARLINK-3970
6,STARLINK-2681,STARLINK-3586
7,STARLINK-36358,STARLINK-30359
8,STARLINK-5502,STARLINK-4612
9,STARLINK-36212,STARLINK-31683
10,STARLINK-2636,STARLINK-3176
11,STARLINK-4743,STARLINK-34863
12,STARLINK-31661,STARLINK-31364
13,STARLINK-35788,STARLINK-5383
14,STARLINK-33968,STARLINK-1012
15,STARLINK-30941,STARLINK-32160
16,STARLINK-3116,STARLINK-34080
17,STARLINK-31802,STARLINK-36579
18,STARLINK-34380,STARLINK-4618
19,STARLINK-36637,STARLINK-34860
20,STARLINK-32024,STARLINK-36926
21,STARLINK-11343 [DTC],STARLINK-37108
22,STARLINK-35339,STARLINK-30979
23,STARLINK-4309,STARLINK-34831
24,STARLINK-2629,STARLINK-5016
25,STARLINK-2574,STARLINK-5880
26,STARLINK-5445,STARLINK-5612
27,STARLINK-30323,STARLINK-5725
28,STARLINK-36839,STARLINK-35229
29,STARLINK-30286,STARLINK-32719
30,STARLINK-31463,STARLINK-4109
31,STARLINK-34022,STARLINK-3868
32,STARLINK-36121,STARLINK-5485
33,STARLINK-31163,STARLINK-31849
34,STARLINK-5539,STARLINK-30754
35,STARLINK-34440,STARLINK-3785
36,STARLINK-31064,STARLINK-34133
37,STARLINK-4643,STARLINK-36627
38,STARLINK-6349,STARLINK-3450
39,STARLINK-31240,STARLINK-33911
40,STARLINK-30142,STARLINK-35612
41,STARLINK-11528 [DTC],STARLINK-36103
42,STARLINK-37006,STARLINK-6295
43,STARLINK-34025,STARLINK-5135
44,STARLINK-31869,STARLINK-35974
45,STARLINK-34176,STARLINK-11576 [DTC]
46,STARLINK-2407,STARLINK-30789
47,STARLINK-3814,STARLINK-31965
48,STARLINK-4536,STARLINK-5653
49,STARLINK-36079,STARLINK-34375
50,STARLINK-3544,STARLINK-11644 [DTC]
51,STARLINK-4081,STARLINK-33679
52,STARLINK-11257 [DTC],STARLINK-31926
53,STARLINK-5331,STARLINK-30834
54,STARLINK-31503,STARLINK-1413
55,STARLINK-4355,STARLINK-30553
56,STARLINK-30377,STARLINK-30945
57,STARLINK-4366,STARLINK-36572
58,STARLINK-4652,STARLINK-30464
