episode,source,target
1,IRIDIUM 133,IRIDIUM 167
2,IRIDIUM 159,IRIDIUM 111
3,IRIDIUM 131,IRIDIUM 159
4,IRIDIUM 122,IRIDIUM 139
5,IRIDIUM 117,IRIDIUM 159
6,IRIDIUM 158,IRIDIUM 159
7,IRIDIUM 153,IRIDIUM 133
8,IRIDIUM 166,IRIDIUM 153
9,IRIDIUM 159,IRIDIUM 117
10,IRIDIUM 122,IRIDIUM 139
11,IRIDIUM 117,IRIDIUM 159
12,IRIDIUM 122,IRIDIUM 139
13,IRIDIUM 153,IRIDIUM 133
14,IRIDIUM 180,IRIDIUM 131
15,IRIDIUM 139,IRIDIUM 122
16,IRIDIUM 113,IRIDIUM 153
17,IRIDIUM 131,IRIDIUM 159
18,IRIDIUM 159,IRIDIUM 117
19,IRIDIUM 111,IRIDIUM 159
20,IRIDIUM 139,IRIDIUM 180
21,IRIDIUM 180,IRIDIUM 139
22,IRIDIUM 159,IRIDIUM 117
23,IRIDIUM 112,IRIDIUM 140
24,IRIDIUM 180,IRIDIUM 139
25,IRIDIUM 139,IRIDIUM 180
26,IRIDIUM 159,IRIDIUM 140
27,IRIDIUM 133,IRIDIUM 167
28,IRIDIUM 112,IRIDIUM 140
29,IRIDIUM 139,IRIDIUM 122
30,IRIDIUM 153,IRIDIUM 133
31,IRIDIUM 113,IRIDIUM 153
32,IRIDIUM 158,IRIDIUM 159
33,IRIDIUM 164,IRIDIUM 166
34,IRIDIUM 141,IRIDIUM 131
35,IRIDIUM 166,IRIDIUM 153
36,IRIDIUM 112,IRIDIUM 140
37,IRIDIUM 180,IRIDIUM 139
38,IRIDIUM 122,IRIDIUM 139
39,IRIDIUM 112,IRIDIUM 140
40,IRIDIUM 180,IRIDIUM 131
41,IRIDIUM 159,IRIDIUM 117
42,IRIDIUM 131,IRIDIUM 159
43,IRIDIUM 111,IRIDIUM 159
44,IRIDIUM 164,IRIDIUM 166
45,IRIDIUM 180,IRIDIUM 139
46,IRIDIUM 113,IRIDIUM 153
47,IRIDIUM 159,IRIDIUM 117
48,IRIDIUM 180,IRIDIUM 131
49,IRIDIUM 166,IRIDIUM 153
50,IRIDIUM 153,IRIDIUM 133
51,IRIDIUM 159,IRIDIUM 140
52,IRIDIUM 164,IRIDIUM 166
53,IRIDIUM 166,IRIDIUM 153
54,IRIDIUM 131,IRIDIUM 159
55,IRIDIUM 159,IRIDIUM 111
56,IRIDIUM 139,IRIDIUM 180
57,IRIDIUM 164,IRIDIUM 166
58,IRIDIUM 141,IRIDIUM 131
59,IRIDIUM 111,IRIDIUM 159
60,IRIDIUM 112,IRIDIUM 140
