episode,source,target
1,IRIDIUM 153,IRIDIUM 113
2,IRIDIUM 158,IRIDIUM 159
3,IRIDIUM 149,IRIDIUM 152
4,IRIDIUM 109,IRIDIUM 152
5,IRIDIUM 164,IRIDIUM 166
6,IRIDIUM 112,IRIDIUM 111
7,IRIDIUM 145,IRIDIUM 111
8,IRIDIUM 151,IRIDIUM 133
9,IRIDIUM 153,IRIDIUM 133
10,IRIDIUM 122,IRIDIUM 111
11,IRIDIUM 159,IRIDIUM 111
12,IRIDIUM 131,IRIDIUM 180
13,IRIDIUM 153,IRIDIUM 113
14,IRIDIUM 131,IRIDIUM 159
15,IRIDIUM 112,IRIDIUM 140
16,IRIDIUM 151,IRIDIUM 133
17,IRIDIUM 152,IRIDIUM 166
18,IRIDIUM 122,IRIDIUM 111
19,IRIDIUM 145,IRIDIUM 111
20,IRIDIUM 153,IRIDIUM 133
21,IRIDIUM 158,IRIDIUM 159
22,IRIDIUM 112,IRIDIUM 140
23,IRIDIUM 164,IRIDIUM 166
24,IRIDIUM 145,IRIDIUM 111
25,IRIDIUM 139,IRIDIUM 122
26,IRIDIUM 152,IRIDIUM 166
27,IRIDIUM 149,IRIDIUM 152
28,IRIDIUM 145,IRIDIUM 140
29,IRIDIUM 164,IRIDIUM 166
30,IRIDIUM 164,IRIDIUM 166
31,IRIDIUM 164,IRIDIUM 166
32,IRIDIUM 112,IRIDIUM 140
33,IRIDIUM 112,IRIDIUM 140
34,IRIDIUM 153,IRIDIUM 113
35,IRIDIUM 112,IRIDIUM 111
36,IRIDIUM 145,IRIDIUM 111
37,IRIDIUM 164,IRIDIUM 166
38,IRIDIUM 131,IRIDIUM 180
39,IRIDIUM 129,IRIDIUM 152
40,IRIDIUM 112,IRIDIUM 111
41,IRIDIUM 152,IRIDIUM 166
42,IRIDIUM 111,IRIDIUM 159
43,IRIDIUM 131,IRIDIUM 159
44,IRIDIUM 112,IRIDIUM 111
45,IRIDIUM 145,IRIDIUM 111
46,IRIDIUM 112,IRIDIUM 111
47,IRIDIUM 112,IRIDIUM 140
48,IRIDIUM 153,IRIDIUM 113
49,IRIDIUM 164,IRIDIUM 166
50,IRIDIUM 145,IRIDIUM 140
51,IRIDIUM 139,IRIDIUM 122
52,IRIDIUM 153,IRIDIUM 133
53,IRIDIUM 111,IRIDIUM 159
54,IRIDIUM 109,IRIDIUM 152
55,IRIDIUM 112,IRIDIUM 140
56,IRIDIUM 149,IRIDIUM 152
57,IRIDIUM 159,IRIDIUM 111
58,IRIDIUM 112,IRIDIUM 140
59,IRIDIUM 109,IRIDIUM 152
60,IRIDIUM 149,IRIDIUM 152
61,IRIDIUM 164,IRIDIUM 166
62,IRIDIUM 153,IRIDIUM 113
63,IRIDIUM 129,IRIDIUM 152
64,IRIDIUM 159,IRIDIUM 111
65,IRIDIUM 112,IRIDIUM 140
66,IRIDIUM 149,IRIDIUM 152
67,IRIDIUM 109,IRIDIUM 152
68,IRIDIUM 129,IRIDIUM 152
69,IRIDIUM 153,IRIDIUM 133
70,IRIDIUM 151,IRIDIUM 133
71,IRIDIUM 145,IRIDIUM 140
72,IRIDIUM 131,IRIDIUM 159
73,IRIDIUM 131,IRIDIUM 159
74,IRIDIUM 153,IRIDIUM 133
75,IRIDIUM 153,IRIDIUM 133
76,IRIDIUM 145,IRIDIUM 111
77,IRIDIUM 129,IRIDIUM 152
78,IRIDIUM 159,IRIDIUM 111
79,IRIDIUM 131,IRIDIUM 159
80,IRIDIUM 131,IRIDIUM 159
81,IRIDIUM 129,IRIDIUM 152
82,IRIDIUM 112,IRIDIUM 140
83,IRIDIUM 109,IRIDIUM 152
84,IRIDIUM 149,IRIDIUM 152
85,IRIDIUM 151,IRIDIUM 133
86,IRIDIUM 158,IRIDIUM 159
87,IRIDIUM 159,IRIDIUM 111
88,IRIDIUM 152,IRIDIUM 166
89,IRIDIUM 145,IRIDIUM 111
90,IRIDIUM 152,IRIDIUM 166
91,IRIDIUM 152,IRIDIUM 166
92,IRIDIUM 112,IRIDIUM 140
93,IRIDIUM 131,IRIDIUM 159
94,IRIDIUM 112,IRIDIUM 140
95,IRIDIUM 129,IRIDIUM 152
96,IRIDIUM 145,IRIDIUM 140
97,IRIDIUM 129,IRIDIUM 152
98,IRIDIUM 112,IRIDIUM 140
99,IRIDIUM 153,IRIDIUM 133
100,IRIDIUM 112,IRIDIUM 140
101,IRIDIUM 131,IRIDIUM 159
102,IRIDIUM 112,IRIDIUM 140
103,IRIDIUM 131,IRIDIUM 159
104,IRIDIUM 112,IRIDIUM 140
105,IRIDIUM 153,IRIDIUM 113
106,IRIDIUM 112,IRIDIUM 140
107,IRIDIUM 111,IRIDIUM 159
108,IRIDIUM 112,IRIDIUM 140
109,IRIDIUM 167,IRIDIUM 121
110,IRIDIUM 111,IRIDIUM 159
111,IRIDIUM 153,IRIDIUM 133
112,IRIDIUM 145,IRIDIUM 140
113,IRIDIUM 145,IRIDIUM 111
114,IRIDIUM 145,IRIDIUM 111
115,IRIDIUM 153,IRIDIUM 113
116,IRIDIUM 149,IRIDIUM 152
117,IRIDIUM 159,IRIDIUM 111
118,IRIDIUM 159,IRIDIUM 111
119,IRIDIUM 158,IRIDIUM 159
120,IRIDIUM 149,IRIDIUM 152
121,IRIDIUM 109,IRIDIUM 152
122,IRIDIUM 159,IRIDIUM 111
123,IRIDIUM 131,IRIDIUM 180
124,IRIDIUM 167,IRIDIUM 121
125,IRIDIUM 112,IRIDIUM 111
126,IRIDIUM 112,IRIDIUM 140
127,IRIDIUM 109,IRIDIUM 152
128,IRIDIUM 129,IRIDIUM 152
129,IRIDIUM 131,IRIDIUM 180
130,IRIDIUM 159,IRIDIUM 111
131,IRIDIUM 131,IRIDIUM 180
132,IRIDIUM 145,IRIDIUM 140
133,IRIDIUM 153,IRIDIUM 133
134,IRIDIUM 131,IRIDIUM 180
135,IRIDIUM 109,IRIDIUM 152
136,IRIDIUM 112,IRIDIUM 111
137,IRIDIUM 131,IRIDIUM 180
138,IRIDIUM 131,IRIDIUM 159
139,IRIDIUM 153,IRIDIUM 113
140,IRIDIUM 111,IRIDIUM 159
141,IRIDIUM 109,IRIDIUM 152
142,IRIDIUM 145,IRIDIUM 140
143,IRIDIUM 164,IRIDIUM 166
144,IRIDIUM 112,IRIDIUM 111
145,IRIDIUM 109,IRIDIUM 152
146,IRIDIUM 152,IRIDIUM 166
147,IRIDIUM 152,IRIDIUM 166
148,IRIDIUM 131,IRIDIUM 159
149,IRIDIUM 153,IRIDIUM 113
150,IRIDIUM 139,IRIDIUM 122
151,IRIDIUM 152,IRIDIUM 166
152,IRIDIUM 139,IRIDIUM 122
153,IRIDIUM 122,IRIDIUM 111
154,IRIDIUM 159,IRIDIUM 111
155,IRIDIUM 111,IRIDIUM 159
