episode,source,target
1,IRIDIUM 135,IRIDIUM 120
2,IRIDIUM 119,IRIDIUM 143
3,IRIDIUM 156,IRIDIUM 112
4,IRIDIUM 106,IRIDIUM 151
5,IRIDIUM 151,IRIDIUM 106
6,IRIDIUM 126,IRIDIUM 120
7,IRIDIUM 106,IRIDIUM 151
8,IRIDIUM 103,IRIDIUM 106
9,IRIDIUM 117,IRIDIUM 112
10,IRIDIUM 150,IRIDIUM 144
11,IRIDIUM 135,IRIDIUM 120
12,IRIDIUM 150,IRIDIUM 144
13,IRIDIUM 151,IRIDIUM 106
14,IRIDIUM 126,IRIDIUM 120
15,IRIDIUM 157,IRIDIUM 143
16,IRIDIUM 151,IRIDIUM 106
17,IRIDIUM 157,IRIDIUM 143
18,IRIDIUM 106,IRIDIUM 151
19,IRIDIUM 119,IRIDIUM 143
20,IRIDIUM 103,IRIDIUM 106
21,IRIDIUM 144,IRIDIUM 150
22,IRIDIUM 103,IRIDIUM 106
23,IRIDIUM 154,IRIDIUM 165
24,IRIDIUM 157,IRIDIUM 143
25,IRIDIUM 154,IRIDIUM 165
26,IRIDIUM 131,IRIDIUM 112
27,IRIDIUM 157,IRIDIUM 143
28,IRIDIUM 173,IRIDIUM 112
29,IRIDIUM 158,IRIDIUM 143
30,IRIDIUM 173,IRIDIUM 112
31,IRIDIUM 144,IRIDIUM 150
32,IRIDIUM 150,IRIDIUM 120
33,IRIDIUM 158,IRIDIUM 143
34,IRIDIUM 156,IRIDIUM 112
35,IRIDIUM 156,IRIDIUM 112
36,IRIDIUM 150,IRIDIUM 120
37,IRIDIUM 173,IRIDIUM 112
38,IRIDIUM 150,IRIDIUM 120
39,IRIDIUM 136,IRIDIUM 142
40,IRIDIUM 165,IRIDIUM 154
41,IRIDIUM 156,IRIDIUM 112
42,IRIDIUM 111,IRIDIUM 112
43,IRIDIUM 135,IRIDIUM 120
44,IRIDIUM 151,IRIDIUM 106
45,IRIDIUM 135,IRIDIUM 120
46,IRIDIUM 157,IRIDIUM 143
47,IRIDIUM 150,IRIDIUM 144
48,IRIDIUM 157,IRIDIUM 143
49,IRIDIUM 173,IRIDIUM 112
50,IRIDIUM 103,IRIDIUM 106
51,IRIDIUM 150,IRIDIUM 144
52,IRIDIUM 103,IRIDIUM 106
53,IRIDIUM 157,IRIDIUM 143
54,IRIDIUM 165,IRIDIUM 154
55,IRIDIUM 173,IRIDIUM 112
56,IRIDIUM 158,IRIDIUM 143
57,IRIDIUM 144,IRIDIUM 150
58,IRIDIUM 156,IRIDIUM 112
59,IRIDIUM 150,IRIDIUM 144
60,IRIDIUM 154,IRIDIUM 165
61,IRIDIUM 131,IRIDIUM 112
62,IRIDIUM 131,IRIDIUM 112
63,IRIDIUM 151,IRIDIUM 106
64,IRIDIUM 117,IRIDIUM 112
65,IRIDIUM 103,IRIDIUM 106
66,IRIDIUM 117,IRIDIUM 112
67,IRIDIUM 165,IRIDIUM 154
68,IRIDIUM 111,IRIDIUM 112
69,IRIDIUM 154,IRIDIUM 165
70,IRIDIUM 150,IRIDIUM 120
71,IRIDIUM 117,IRIDIUM 112
72,IRIDIUM 126,IRIDIUM 120
73,IRIDIUM 150,IRIDIUM 144
74,IRIDIUM 173,IRIDIUM 112
75,IRIDIUM 131,IRIDIUM 112
76,IRIDIUM 111,IRIDIUM 112
77,IRIDIUM 111,IRIDIUM 112
78,IRIDIUM 158,IRIDIUM 143
79,IRIDIUM 158,IRIDIUM 143
80,IRIDIUM 165,IRIDIUM 154
81,IRIDIUM 154,IRIDIUM 165
82,IRIDIUM 126,IRIDIUM 120
83,IRIDIUM 165,IRIDIUM 154
84,IRIDIUM 135,IRIDIUM 120
85,IRIDIUM 157,IRIDIUM 143
86,IRIDIUM 103,IRIDIUM 106
87,IRIDIUM 156,IRIDIUM 112
88,IRIDIUM 111,IRIDIUM 112
89,IRIDIUM 157,IRIDIUM 143
90,IRIDIUM 171,IRIDIUM 106
91,IRIDIUM 126,IRIDIUM 120
92,IRIDIUM 131,IRIDIUM 112
93,IRIDIUM 103,IRIDIUM 106
94,IRIDIUM 154,IRIDIUM 165
95,IRIDIUM 119,IRIDIUM 143
96,IRIDIUM 154,IRIDIUM 165
97,IRIDIUM 111,IRIDIUM 112
98,IRIDIUM 150,IRIDIUM 120
99,IRIDIUM 154,IRIDIUM 165
100,IRIDIUM 103,IRIDIUM 106
101,IRIDIUM 131,IRIDIUM 112
102,IRIDIUM 173,IRIDIUM 112
103,IRIDIUM 136,IRIDIUM 142
104,IRIDIUM 131,IRIDIUM 112
105,IRIDIUM 150,IRIDIUM 120
106,IRIDIUM 154,IRIDIUM 165
107,IRIDIUM 103,IRIDIUM 106
108,IRIDIUM 157,IRIDIUM 143
109,IRIDIUM 157,IRIDIUM 143
110,IRIDIUM 136,IRIDIUM 142
111,IRIDIUM 150,IRIDIUM 120
112,IRIDIUM 157,IRIDIUM 143
113,IRIDIUM 151,IRIDIUM 106
114,IRIDIUM 150,IRIDIUM 144
115,IRIDIUM 119,IRIDIUM 143
116,IRIDIUM 103,IRIDIUM 106
117,IRIDIUM 117,IRIDIUM 112
118,IRIDIUM 135,IRIDIUM 120
119,IRIDIUM 144,IRIDIUM 150
120,IRIDIUM 144,IRIDIUM 150
121,IRIDIUM 131,IRIDIUM 112
122,IRIDIUM 136,IRIDIUM 142
123,IRIDIUM 173,IRIDIUM 112
124,IRIDIUM 165,IRIDIUM 154
125,IRIDIUM 157,IRIDIUM 143
126,IRIDIUM 165,IRIDIUM 154
127,IRIDIUM 135,IRIDIUM 120
128,IRIDIUM 126,IRIDIUM 120
129,IRIDIUM 103,IRIDIUM 106
130,IRIDIUM 151,IRIDIUM 106
131,IRIDIUM 136,IRIDIUM 142
132,IRIDIUM 136,IRIDIUM 142
133,IRIDIUM 131,IRIDIUM 112
134,IRIDIUM 154,IRIDIUM 165
135,IRIDIUM 111,IRIDIUM 112
136,IRIDIUM 171,IRIDIUM 106
137,IRIDIUM 117,IRIDIUM 112
138,IRIDIUM 154,IRIDIUM 165
139,IRIDIUM 173,IRIDIUM 112
140,IRIDIUM 103,IRIDIUM 106
141,IRIDIUM 165,IRIDIUM 154
142,IRIDIUM 156,IRIDIUM 112
143,IRIDIUM 156,IRIDIUM 112
144,IRIDIUM 111,IRIDIUM 112
145,IRIDIUM 171,IRIDIUM 106
146,IRIDIUM 136,IRIDIUM 142
147,IRIDIUM 136,IRIDIUM 142
148,IRIDIUM 173,IRIDIUM 112
149,IRIDIUM 103,IRIDIUM 106
150,IRIDIUM 131,IRIDIUM 112
151,IRIDIUM 106,IRIDIUM 151
152,IRIDIUM 131,IRIDIUM 112
153,IRIDIUM 103,IRIDIUM 106
154,IRIDIUM 131,IRIDIUM 112
155,IRIDIUM 135,IRIDIUM 120
156,IRIDIUM 165,IRIDIUM 154
157,IRIDIUM 158,IRIDIUM 143
158,IRIDIUM 171,IRIDIUM 106
159,IRIDIUM 154,IRIDIUM 165
160,IRIDIUM 150,IRIDIUM 144
161,IRIDIUM 111,IRIDIUM 112
162,IRIDIUM 136,IRIDIUM 142
163,IRIDIUM 103,IRIDIUM 106
164,IRIDIUM 144,IRIDIUM 150
165,IRIDIUM 117,IRIDIUM 112
166,IRIDIUM 136,IRIDIUM 142
167,IRIDIUM 106,IRIDIUM 151
168,IRIDIUM 119,IRIDIUM 143
169,IRIDIUM 156,IRIDIUM 112
170,IRIDIUM 151,IRIDIUM 106
171,IRIDIUM 119,IRIDIUM 143
172,IRIDIUM 117,IRIDIUM 112
173,IRIDIUM 154,IRIDIUM 165
174,IRIDIUM 158,IRIDIUM 143
175,IRIDIUM 158,IRIDIUM 143
176,IRIDIUM 131,IRIDIUM 112
177,IRIDIUM 144,IRIDIUM 150
178,IRIDIUM 154,IRIDIUM 165
179,IRIDIUM 131,IRIDIUM 112
180,IRIDIUM 135,IRIDIUM 120
181,IRIDIUM 135,IRIDIUM 120
182,IRIDIUM 154,IRIDIUM 165
183,IRIDIUM 171,IRIDIUM 106
184,IRIDIUM 117,IRIDIUM 112
185,IRIDIUM 150,IRIDIUM 144
186,IRIDIUM 111,IRIDIUM 112
187,IRIDIUM 150,IRIDIUM 120
188,IRIDIUM 151,IRIDIUM 106
189,IRIDIUM 106,IRIDIUM 151
190,IRIDIUM 103,IRIDIUM 106
191,IRIDIUM 111,IRIDIUM 112
192,IRIDIUM 173,IRIDIUM 112
193,IRIDIUM 117,IRIDIUM 112
194,IRIDIUM 171,IRIDIUM 106
195,IRIDIUM 111,IRIDIUM 112
196,IRIDIUM 171,IRIDIUM 106
197,IRIDIUM 126,IRIDIUM 120
198,IRIDIUM 126,IRIDIUM 120
199,IRIDIUM 111,IRIDIUM 112
200,IRIDIUM 154,IRIDIUM 165
201,IRIDIUM 117,IRIDIUM 112
202,IRIDIUM 150,IRIDIUM 144
203,IRIDIUM 158,IRIDIUM 143
204,IRIDIUM 158,IRIDIUM 143
205,IRIDIUM 150,IRIDIUM 144
206,IRIDIUM 150,IRIDIUM 120
207,IRIDIUM 131,IRIDIUM 112
208,IRIDIUM 126,IRIDIUM 120
209,IRIDIUM 136,IRIDIUM 142
210,IRIDIUM 119,IRIDIUM 143
