episode,source,target
1,IRIDIUM 102,IRIDIUM 163
2,IRIDIUM 100,IRIDIUM 147
3,IRIDIUM 143,IRIDIUM 102
4,IRIDIUM 121,IRIDIUM 144
5,IRIDIUM 143,IRIDIUM 102
6,IRIDIUM 100,IRIDIUM 147
7,IRIDIUM 120,IRIDIUM 144
8,IRIDIUM 120,IRIDIUM 144
9,IRIDIUM 160,IRIDIUM 163
10,IRIDIUM 108,IRIDIUM 171
11,IRIDIUM 171,IRIDIUM 147
12,IRIDIUM 137,IRIDIUM 134
13,IRIDIUM 121,IRIDIUM 144
14,IRIDIUM 160,IRIDIUM 163
15,IRIDIUM 119,IRIDIUM 163
16,IRIDIUM 168,IRIDIUM 148
17,IRIDIUM 163,IRIDIUM 160
18,IRIDIUM 138,IRIDIUM 144
19,IRIDIUM 134,IRIDIUM 119
20,IRIDIUM 118,IRIDIUM 171
21,IRIDIUM 160,IRIDIUM 163
22,IRIDIUM 168,IRIDIUM 148
23,IRIDIUM 147,IRIDIUM 106
24,IRIDIUM 120,IRIDIUM 144
25,IRIDIUM 100,IRIDIUM 147
26,IRIDIUM 134,IRIDIUM 119
27,IRIDIUM 100,IRIDIUM 147
28,IRIDIUM 143,IRIDIUM 102
29,IRIDIUM 119,IRIDIUM 163
30,IRIDIUM 143,IRIDIUM 102
31,IRIDIUM 147,IRIDIUM 106
32,IRIDIUM 168,IRIDIUM 148
33,IRIDIUM 143,IRIDIUM 102
34,IRIDIUM 118,IRIDIUM 171
35,IRIDIUM 123,IRIDIUM 168
36,IRIDIUM 163,IRIDIUM 160
37,IRIDIUM 171,IRIDIUM 147
38,IRIDIUM 108,IRIDIUM 171
39,IRIDIUM 121,IRIDIUM 144
40,IRIDIUM 108,IRIDIUM 171
41,IRIDIUM 100,IRIDIUM 147
42,IRIDIUM 164,IRIDIUM 144
43,IRIDIUM 146,IRIDIUM 144
44,IRIDIUM 143,IRIDIUM 102
45,IRIDIUM 163,IRIDIUM 160
46,IRIDIUM 102,IRIDIUM 163
47,IRIDIUM 164,IRIDIUM 144
48,IRIDIUM 168,IRIDIUM 148
49,IRIDIUM 137,IRIDIUM 134
50,IRIDIUM 147,IRIDIUM 106
51,IRIDIUM 164,IRIDIUM 144
52,IRIDIUM 102,IRIDIUM 163
53,IRIDIUM 138,IRIDIUM 144
54,IRIDIUM 146,IRIDIUM 144
55,IRIDIUM 120,IRIDIUM 144
56,IRIDIUM 160,IRIDIUM 163
57,IRIDIUM 168,IRIDIUM 148
58,IRIDIUM 102,IRIDIUM 163
59,IRIDIUM 160,IRIDIUM 163
60,IRIDIUM 100,IRIDIUM 147
61,IRIDIUM 123,IRIDIUM 168
62,IRIDIUM 144,IRIDIUM 164
63,IRIDIUM 146,IRIDIUM 144
64,IRIDIUM 164,IRIDIUM 144
65,IRIDIUM 146,IRIDIUM 144
66,IRIDIUM 119,IRIDIUM 163
67,IRIDIUM 168,IRIDIUM 148
68,IRIDIUM 160,IRIDIUM 163
69,IRIDIUM 171,IRIDIUM 147
70,IRIDIUM 123,IRIDIUM 168
71,IRIDIUM 121,IRIDIUM 144
72,IRIDIUM 100,IRIDIUM 147
73,IRIDIUM 121,IRIDIUM 144
74,IRIDIUM 102,IRIDIUM 163
75,IRIDIUM 119,IRIDIUM 163
76,IRIDIUM 160,IRIDIUM 163
77,IRIDIUM 171,IRIDIUM 147
78,IRIDIUM 160,IRIDIUM 163
79,IRIDIUM 123,IRIDIUM 168
80,IRIDIUM 100,IRIDIUM 147
81,IRIDIUM 163,IRIDIUM 160
82,IRIDIUM 120,IRIDIUM 144
83,IRIDIUM 100,IRIDIUM 147
84,IRIDIUM 144,IRIDIUM 164
85,IRIDIUM 118,IRIDIUM 171
86,IRIDIUM 171,IRIDIUM 147
87,IRIDIUM 108,IRIDIUM 171
88,IRIDIUM 137,IRIDIUM 134
89,IRIDIUM 102,IRIDIUM 163
90,IRIDIUM 147,IRIDIUM 106
91,IRIDIUM 108,IRIDIUM 171
92,IRIDIUM 160,IRIDIUM 163
93,IRIDIUM 137,IRIDIUM 134
94,IRIDIUM 100,IRIDIUM 147
95,IRIDIUM 119,IRIDIUM 163
96,IRIDIUM 146,IRIDIUM 144
97,IRIDIUM 168,IRIDIUM 148
98,IRIDIUM 134,IRIDIUM 119
99,IRIDIUM 102,IRIDIUM 163
100,IRIDIUM 147,IRIDIUM 106
101,IRIDIUM 146,IRIDIUM 144
102,IRIDIUM 108,IRIDIUM 171
103,IRIDIUM 108,IRIDIUM 171
104,IRIDIUM 144,IRIDIUM 164
105,IRIDIUM 171,IRIDIUM 147
106,IRIDIUM 143,IRIDIUM 102
107,IRIDIUM 120,IRIDIUM 144
108,IRIDIUM 144,IRIDIUM 164
109,IRIDIUM 163,IRIDIUM 160
110,IRIDIUM 144,IRIDIUM 164
111,IRIDIUM 171,IRIDIUM 147
112,IRIDIUM 147,IRIDIUM 106
113,IRIDIUM 143,IRIDIUM 102
114,IRIDIUM 143,IRIDIUM 102
115,IRIDIUM 143,IRIDIUM 102
116,IRIDIUM 134,IRIDIUM 119
117,IRIDIUM 123,IRIDIUM 168
118,IRIDIUM 108,IRIDIUM 171
119,IRIDIUM 119,IRIDIUM 163
120,IRIDIUM 164,IRIDIUM 144
121,IRIDIUM 168,IRIDIUM 148
122,IRIDIUM 160,IRIDIUM 163
123,IRIDIUM 144,IRIDIUM 164
124,IRIDIUM 120,IRIDIUM 144
125,IRIDIUM 171,IRIDIUM 147
126,IRIDIUM 168,IRIDIUM 148
127,IRIDIUM 168,IRIDIUM 148
128,IRIDIUM 144,IRIDIUM 164
129,IRIDIUM 119,IRIDIUM 163
130,IRIDIUM 147,IRIDIUM 106
131,IRIDIUM 102,IRIDIUM 163
132,IRIDIUM 120,IRIDIUM 144
133,IRIDIUM 137,IRIDIUM 134
134,IRIDIUM 171,IRIDIUM 147
135,IRIDIUM 102,IRIDIUM 163
136,IRIDIUM 143,IRIDIUM 102
137,IRIDIUM 108,IRIDIUM 171
138,IRIDIUM 118,IRIDIUM 171
139,IRIDIUM 102,IRIDIUM 163
140,IRIDIUM 143,IRIDIUM 102
141,IRIDIUM 118,IRIDIUM 171
142,IRIDIUM 164,IRIDIUM 144
143,IRIDIUM 119,IRIDIUM 163
144,IRIDIUM 146,IRIDIUM 144
145,IRIDIUM 146,IRIDIUM 144
146,IRIDIUM 121,IRIDIUM 144
147,IRIDIUM 121,IRIDIUM 144
148,IRIDIUM 144,IRIDIUM 164
149,IRIDIUM 134,IRIDIUM 119
150,IRIDIUM 138,IRIDIUM 144
151,IRIDIUM 144,IRIDIUM 164
152,IRIDIUM 118,IRIDIUM 171
153,IRIDIUM 108,IRIDIUM 171
154,IRIDIUM 102,IRIDIUM 163
155,IRIDIUM 137,IRIDIUM 134
156,IRIDIUM 146,IRIDIUM 144
157,IRIDIUM 168,IRIDIUM 148
158,IRIDIUM 163,IRIDIUM 160
159,IRIDIUM 137,IRIDIUM 134
160,IRIDIUM 164,IRIDIUM 144
161,IRIDIUM 100,IRIDIUM 147
162,IRIDIUM 171,IRIDIUM 147
163,IRIDIUM 102,IRIDIUM 163
164,IRIDIUM 160,IRIDIUM 163
165,IRIDIUM 102,IRIDIUM 163
166,IRIDIUM 168,IRIDIUM 148
167,IRIDIUM 118,IRIDIUM 171
168,IRIDIUM 138,IRIDIUM 144
169,IRIDIUM 108,IRIDIUM 171
170,IRIDIUM 137,IRIDIUM 134
171,IRIDIUM 123,IRIDIUM 168
172,IRIDIUM 100,IRIDIUM 147
173,IRIDIUM 160,IRIDIUM 163
174,IRIDIUM 143,IRIDIUM 102
175,IRIDIUM 121,IRIDIUM 144
176,IRIDIUM 119,IRIDIUM 163
177,IRIDIUM 160,IRIDIUM 163
178,IRIDIUM 102,IRIDIUM 163
179,IRIDIUM 123,IRIDIUM 168
180,IRIDIUM 144,IRIDIUM 164
181,IRIDIUM 121,IRIDIUM 144
182,IRIDIUM 119,IRIDIUM 163
183,IRIDIUM 137,IRIDIUM 134
184,IRIDIUM 171,IRIDIUM 147
185,IRIDIUM 138,IRIDIUM 144
186,IRIDIUM 121,IRIDIUM 144
187,IRIDIUM 108,IRIDIUM 171
188,IRIDIUM 138,IRIDIUM 144
189,IRIDIUM 160,IRIDIUM 163
190,IRIDIUM 138,IRIDIUM 144
191,IRIDIUM 120,IRIDIUM 144
192,IRIDIUM 137,IRIDIUM 134
193,IRIDIUM 121,IRIDIUM 144
194,IRIDIUM 102,IRIDIUM 163
195,IRIDIUM 138,IRIDIUM 144
196,IRIDIUM 100,IRIDIUM 147
197,IRIDIUM 123,IRIDIUM 168
198,IRIDIUM 100,IRIDIUM 147
199,IRIDIUM 143,IRIDIUM 102
200,IRIDIUM 144,IRIDIUM 164
201,IRIDIUM 164,IRIDIUM 144
202,IRIDIUM 121,IRIDIUM 144
203,IRIDIUM 168,IRIDIUM 148
204,IRIDIUM 100,IRIDIUM 147
205,IRIDIUM 108,IRIDIUM 171
206,IRIDIUM 147,IRIDIUM 106
207,IRIDIUM 168,IRIDIUM 148
208,IRIDIUM 119,IRIDIUM 163
209,IRIDIUM 134,IRIDIUM 119
210,IRIDIUM 160,IRIDIUM 163
211,IRIDIUM 143,IRIDIUM 102
212,IRIDIUM 134,IRIDIUM 119
213,IRIDIUM 121,IRIDIUM 144
214,IRIDIUM 137,IRIDIUM 134
215,IRIDIUM 123,IRIDIUM 168
216,IRIDIUM 164,IRIDIUM 144
217,IRIDIUM 171,IRIDIUM 147
218,IRIDIUM 137,IRIDIUM 134
219,IRIDIUM 123,IRIDIUM 168
220,IRIDIUM 163,IRIDIUM 160
221,IRIDIUM 100,IRIDIUM 147
222,IRIDIUM 120,IRIDIUM 144
223,IRIDIUM 123,IRIDIUM 168
224,IRIDIUM 100,IRIDIUM 147
225,IRIDIUM 119,IRIDIUM 163
226,IRIDIUM 146,IRIDIUM 144
227,IRIDIUM 120,IRIDIUM 144
228,IRIDIUM 163,IRIDIUM 160
229,IRIDIUM 160,IRIDIUM 163
230,IRIDIUM 146,IRIDIUM 144
231,IRIDIUM 160,IRIDIUM 163
232,IRIDIUM 102,IRIDIUM 163
233,IRIDIUM 146,IRIDIUM 144
234,IRIDIUM 168,IRIDIUM 148
235,IRIDIUM 121,IRIDIUM 144
236,IRIDIUM 120,IRIDIUM 144
237,IRIDIUM 134,IRIDIUM 119
238,IRIDIUM 168,IRIDIUM 148
239,IRIDIUM 102,IRIDIUM 163
240,IRIDIUM 108,IRIDIUM 171
241,IRIDIUM 108,IRIDIUM 171
242,IRIDIUM 100,IRIDIUM 147
243,IRIDIUM 171,IRIDIUM 147
244,IRIDIUM 168,IRIDIUM 148
245,IRIDIUM 100,IRIDIUM 147
246,IRIDIUM 100,IRIDIUM 147
247,IRIDIUM 143,IRIDIUM 102
248,IRIDIUM 160,IRIDIUM 163
249,IRIDIUM 118,IRIDIUM 171
250,IRIDIUM 119,IRIDIUM 163
251,IRIDIUM 121,IRIDIUM 144
252,IRIDIUM 164,IRIDIUM 144
253,IRIDIUM 147,IRIDIUM 106
254,IRIDIUM 164,IRIDIUM 144
255,IRIDIUM 163,IRIDIUM 160
256,IRIDIUM 164,IRIDIUM 144
257,IRIDIUM 146,IRIDIUM 144
258,IRIDIUM 123,IRIDIUM 168
259,IRIDIUM 143,IRIDIUM 102
260,IRIDIUM 144,IRIDIUM 164
261,IRIDIUM 138,IRIDIUM 144
262,IRIDIUM 102,IRIDIUM 163
263,IRIDIUM 171,IRIDIUM 147
264,IRIDIUM 171,IRIDIUM 147
265,IRIDIUM 163,IRIDIUM 160
266,IRIDIUM 123,IRIDIUM 168
267,IRIDIUM 102,IRIDIUM 163
268,IRIDIUM 100,IRIDIUM 147
269,IRIDIUM 160,IRIDIUM 163
270,IRIDIUM 119,IRIDIUM 163
271,IRIDIUM 108,IRIDIUM 171
272,IRIDIUM 138,IRIDIUM 144
273,IRIDIUM 171,IRIDIUM 147
274,IRIDIUM 160,IRIDIUM 163
275,IRIDIUM 123,IRIDIUM 168
276,IRIDIUM 123,IRIDIUM 168
277,IRIDIUM 163,IRIDIUM 160
278,IRIDIUM 102,IRIDIUM 163
279,IRIDIUM 123,IRIDIUM 168
280,IRIDIUM 143,IRIDIUM 102
281,IRIDIUM 108,IRIDIUM 171
282,IRIDIUM 137,IRIDIUM 134
283,IRIDIUM 121,IRIDIUM 144
284,IRIDIUM 121,IRIDIUM 144
285,IRIDIUM 108,IRIDIUM 171
286,IRIDIUM 143,IRIDIUM 102
287,IRIDIUM 121,IRIDIUM 144
288,IRIDIUM 134,IRIDIUM 119
