episode,source,target
1,IRIDIUM 139,IRIDIUM 180
2,IRIDIUM 140,IRIDIUM 112
3,IRIDIUM 129,IRIDIUM 133
4,IRIDIUM 159,IRIDIUM 140
5,IRIDIUM 140,IRIDIUM 112
6,IRIDIUM 149,IRIDIUM 152
7,IRIDIUM 158,IRIDIUM 159
8,IRIDIUM 121,IRIDIUM 167
9,IRIDIUM 145,IRIDIUM 140
10,IRIDIUM 133,IRIDIUM 166
11,IRIDIUM 129,IRIDIUM 152
12,IRIDIUM 159,IRIDIUM 140
13,IRIDIUM 121,IRIDIUM 153
14,IRIDIUM 113,IRIDIUM 152
15,IRIDIUM 113,IRIDIUM 152
16,IRIDIUM 151,IRIDIUM 133
17,IRIDIUM 145,IRIDIUM 140
18,IRIDIUM 149,IRIDIUM 152
19,IRIDIUM 121,IRIDIUM 167
20,IRIDIUM 111,IRIDIUM 112
21,IRIDIUM 113,IRIDIUM 152
22,IRIDIUM 133,IRIDIUM 166
23,IRIDIUM 149,IRIDIUM 152
24,IRIDIUM 164,IRIDIUM 166
25,IRIDIUM 164,IRIDIUM 166
26,IRIDIUM 180,IRIDIUM 139
27,IRIDIUM 113,IRIDIUM 152
28,IRIDIUM 133,IRIDIUM 152
29,IRIDIUM 140,IRIDIUM 112
30,IRIDIUM 129,IRIDIUM 133
31,IRIDIUM 111,IRIDIUM 112
32,IRIDIUM 166,IRIDIUM 152
33,IRIDIUM 111,IRIDIUM 159
34,IRIDIUM 180,IRIDIUM 139
35,IRIDIUM 121,IRIDIUM 167
36,IRIDIUM 121,IRIDIUM 153
37,IRIDIUM 166,IRIDIUM 152
38,IRIDIUM 113,IRIDIUM 152
39,IRIDIUM 111,IRIDIUM 112
40,IRIDIUM 158,IRIDIUM 159
41,IRIDIUM 129,IRIDIUM 152
42,IRIDIUM 149,IRIDIUM 152
43,IRIDIUM 121,IRIDIUM 167
44,IRIDIUM 129,IRIDIUM 152
45,IRIDIUM 164,IRIDIUM 166
46,IRIDIUM 149,IRIDIUM 152
47,IRIDIUM 159,IRIDIUM 140
48,IRIDIUM 159,IRIDIUM 140
49,IRIDIUM 159,IRIDIUM 140
50,IRIDIUM 121,IRIDIUM 167
51,IRIDIUM 111,IRIDIUM 159
52,IRIDIUM 139,IRIDIUM 180
53,IRIDIUM 140,IRIDIUM 112
54,IRIDIUM 113,IRIDIUM 152
55,IRIDIUM 129,IRIDIUM 152
56,IRIDIUM 133,IRIDIUM 152
57,IRIDIUM 111,IRIDIUM 112
58,IRIDIUM 164,IRIDIUM 166
59,IRIDIUM 111,IRIDIUM 159
60,IRIDIUM 164,IRIDIUM 166
61,IRIDIUM 140,IRIDIUM 112
62,IRIDIUM 159,IRIDIUM 140
63,IRIDIUM 164,IRIDIUM 166
64,IRIDIUM 159,IRIDIUM 140
65,IRIDIUM 111,IRIDIUM 159
66,IRIDIUM 166,IRIDIUM 152
67,IRIDIUM 113,IRIDIUM 152
68,IRIDIUM 166,IRIDIUM 152
69,IRIDIUM 133,IRIDIUM 166
70,IRIDIUM 166,IRIDIUM 152
71,IRIDIUM 133,IRIDIUM 152
72,IRIDIUM 159,IRIDIUM 158
73,IRIDIUM 129,IRIDIUM 133
74,IRIDIUM 129,IRIDIUM 152
75,IRIDIUM 159,IRIDIUM 158
76,IRIDIUM 121,IRIDIUM 153
77,IRIDIUM 166,IRIDIUM 152
78,IRIDIUM 129,IRIDIUM 133
79,IRIDIUM 164,IRIDIUM 166
80,IRIDIUM 166,IRIDIUM 152
81,IRIDIUM 129,IRIDIUM 152
82,IRIDIUM 111,IRIDIUM 159
83,IRIDIUM 139,IRIDIUM 180
84,IRIDIUM 180,IRIDIUM 139
85,IRIDIUM 151,IRIDIUM 133
86,IRIDIUM 113,IRIDIUM 152
87,IRIDIUM 159,IRIDIUM 140
88,IRIDIUM 159,IRIDIUM 140
89,IRIDIUM 140,IRIDIUM 112
90,IRIDIUM 158,IRIDIUM 159
91,IRIDIUM 145,IRIDIUM 140
92,IRIDIUM 140,IRIDIUM 112
93,IRIDIUM 111,IRIDIUM 159
94,IRIDIUM 113,IRIDIUM 152
95,IRIDIUM 158,IRIDIUM 159
96,IRIDIUM 158,IRIDIUM 159
97,IRIDIUM 151,IRIDIUM 133
98,IRIDIUM 159,IRIDIUM 158
99,IRIDIUM 129,IRIDIUM 133
100,IRIDIUM 111,IRIDIUM 159
101,IRIDIUM 111,IRIDIUM 112
102,IRIDIUM 151,IRIDIUM 133
103,IRIDIUM 139,IRIDIUM 180
104,IRIDIUM 158,IRIDIUM 159
105,IRIDIUM 133,IRIDIUM 152
106,IRIDIUM 111,IRIDIUM 159
107,IRIDIUM 164,IRIDIUM 166
108,IRIDIUM 151,IRIDIUM 133
109,IRIDIUM 149,IRIDIUM 152
110,IRIDIUM 140,IRIDIUM 112
111,IRIDIUM 166,IRIDIUM 152
112,IRIDIUM 145,IRIDIUM 140
113,IRIDIUM 180,IRIDIUM 139
114,IRIDIUM 151,IRIDIUM 133
115,IRIDIUM 159,IRIDIUM 158
116,IRIDIUM 121,IRIDIUM 153
117,IRIDIUM 139,IRIDIUM 180
118,IRIDIUM 113,IRIDIUM 152
119,IRIDIUM 133,IRIDIUM 152
120,IRIDIUM 113,IRIDIUM 152
121,IRIDIUM 158,IRIDIUM 159
122,IRIDIUM 111,IRIDIUM 112
123,IRIDIUM 164,IRIDIUM 166
124,IRIDIUM 145,IRIDIUM 140
125,IRIDIUM 129,IRIDIUM 152
126,IRIDIUM 149,IRIDIUM 152
127,IRIDIUM 139,IRIDIUM 180
128,IRIDIUM 166,IRIDIUM 152
129,IRIDIUM 180,IRIDIUM 139
130,IRIDIUM 121,IRIDIUM 167
131,IRIDIUM 166,IRIDIUM 152
132,IRIDIUM 164,IRIDIUM 166
133,IRIDIUM 159,IRIDIUM 140
134,IRIDIUM 111,IRIDIUM 112
