episode,source,target
1,STARLINK-30853,STARLINK-11416 [DTC]
2,STARLINK-36433,STARLINK-3172
3,STARLINK-4325,STARLINK-1679
4,STARLINK-35652,STARLINK-6362
5,STARLINK-6040,STARLINK-30318
6,STARLINK-5798,STARLINK-36929
7,STARLINK-1305,STARLINK-3822
8,STARLINK-30138,STARLINK-36604
9,STARLINK-35459,STARLINK-37124
10,STARLINK-34915,STARLINK-31036
11,STARLINK-36676,STARLINK-30172
12,STARLINK-34310,STARLINK-5044
13,STARLINK-6260,STARLINK-11404 [DTC]
14,STARLINK-11548 [DTC],STARLINK-35008
15,STARLINK-30174,STARLINK-31818
16,STARLINK-30711,STARLINK-11737 [DTC]
17,STARLINK-4340,STARLINK-34575
18,STARLINK-4607,STARLINK-32562
19,STARLINK-4539,STARLINK-11484 [DTC]
20,STARLINK-5211,STARLINK-36212
21,STARLINK-32663,STARLINK-31612
22,STARLINK-36222,STARLINK-35948
23,STARLINK-2188,STARLINK-3925
24,STARLINK-11255 [DTC],STARLINK-32517
25,STARLINK-4576,STARLINK-31342
26,STARLINK-31568,STARLINK-34538
27,STARLINK-36251,STARLINK-32696
28,STARLINK-34448,STARLINK-5986
29,STARLINK-36132,STARLINK-11083 [DTC]
30,STARLINK-31471,STARLINK-11698 [DTC]
31,STARLINK-30132,STARLINK-3520
32,STARLINK-34914,STARLINK-34767
33,STARLINK-32418,STARLINK-5945
34,STARLINK-1635,STARLINK-34788
35,STARLINK-35055,STARLINK-4726
36,STARLINK-32904,STARLINK-11155 [DTC]
37,STARLINK-35420,STARLINK-34221
38,STARLINK-3932,STARLINK-3937
39,STARLINK-5383,STARLINK-31728
40,STARLINK-33643,STARLINK-4078
41,STARLINK-5905,STARLINK-3614
42,STARLINK-11491 [DTC],STARLINK-6233
43,STARLINK-11285 [DTC],STARLINK-5556
44,STARLINK-36888,STARLINK-33558
45,STARLINK-4705,STARLINK-30963
46,STARLINK-34038,STARLINK-35574
47,STARLINK-31479,STARLINK-36829
48,STARLINK-36867,STARLINK-30233
49,STARLINK-33621,STARLINK-34091
50,STARLINK-34796,STARLINK-34217
51,STARLINK-34940,STARLINK-32767
52,STARLINK-31565,STARLINK-5014
53,STARLINK-34364,STARLINK-4290
54,STARLINK-4685,STARLINK-31733
55,STARLINK-35040,STARLINK-36530
56,STARLINK-30497,STARLINK-33787
57,STARLINK-5169,STARLINK-2518
58,STARLINK-4347,STARLINK-35149
59,STARLINK-3199,STARLINK-3338
60,STARLINK-35137,STARLINK-2342
61,STARLINK-6160,STARLINK-30497
62,STARLINK-37032,STARLINK-32589
63,STARLINK-5633,STARLINK-32030
64,STARLINK-4283,STARLINK-3748
65,STARLINK-35712,STARLINK-35317
66,STARLINK-35172,STARLINK-36417
67,STARLINK-5780,STARLINK-31923
68,STARLINK-35235,STARLINK-35917
69,STARLINK-35312,STARLINK-5333
70,STARLINK-36041,STARLINK-30904
71,STARLINK-35936,STARLINK-33925
72,STARLINK-1856,STARLINK-2590
73,STARLINK-33992,STARLINK-3760
74,STARLINK-11567 [DTC],STARLINK-34238
75,STARLINK-32036,STARLINK-31759
76,STARLINK-34281,STARLINK-32348
77,STARLINK-2499,STARLINK-2107
78,STARLINK-5553,STARLINK-11247 [DTC]
79,STARLINK-5499,STARLINK-31848
80,STARLINK-34024,STARLINK-3959
81,STARLINK-32009,STARLINK-35373
82,STARLINK-32830,STARLINK-36412
83,STARLINK-4491,STARLINK-34152
84,STARLINK-35184,STARLINK-36554
85,STARLINK-34901,STARLINK-6158
86,STARLINK-34934,STARLINK-2622
87,STARLINK-33623,STARLINK-6040
88,STARLINK-35128,STARLINK-33575
89,STARLINK-32512,STARLINK-36421
90,STARLINK-11089 [DTC],STARLINK-32326
91,STARLINK-3528,STARLINK-2471
92,STARLINK-36781,STARLINK-2273
93,STARLINK-4781,STARLINK-31528
94,STARLINK-32500,STARLINK-3146
95,STARLINK-32439,STARLINK-31303
96,STARLINK-4151,STARLINK-30583
97,STARLINK-32427,STARLINK-31108
98,STARLINK-33772,STARLINK-32851
99,STARLINK-3341,STARLINK-36408
100,STARLINK-30911,STARLINK-11072 [DTC]
101,STARLINK-30570,STARLINK-34309
102,STARLINK-32026,STARLINK-33550
103,STARLINK-3901,STARLINK-3776
104,STARLINK-31951,STARLINK-4546
105,STARLINK-11332 [DTC],STARLINK-6137
106,STARLINK-2105,STARLINK-32956
107,STARLINK-2563,STARLINK-34108
108,STARLINK-33987,STARLINK-33975
109,STARLINK-35631,STARLINK-36706
110,STARLINK-33776,STARLINK-30992
111,STARLINK-2128,STARLINK-35835
112,STARLINK-36372,STARLINK-1746
113,STARLINK-32046,STARLINK-34756
114,STARLINK-36552,STARLINK-33920
115,STARLINK-32275,STARLINK-34106
116,STARLINK-4350,STARLINK-36268
117,STARLINK-4324,STARLINK-5548
118,STARLINK-32140,STARLINK-35525
119,STARLINK-35244,STARLINK-11254 [DTC]
120,STARLINK-5897,STARLINK-32932
121,STARLINK-32643,STARLINK-33872
122,STARLINK-5765,STARLINK-32486
123,STARLINK-3778,STARLINK-36782
124,STARLINK-30255,STARLINK-31801
125,STARLINK-31345,STARLINK-3629
126,STARLINK-11108 [DTC],STARLINK-34633
127,STARLINK-30482,STARLINK-34430
128,STARLINK-4043,STARLINK-37098
129,STARLINK-4291,STARLINK-11383 [DTC]
130,STARLINK-32298,STARLINK-30292
131,STARLINK-3555,STARLINK-36387
132,STARLINK-35219,STARLINK-35838
133,STARLINK-34144,STARLINK-31027
134,STARLINK-32383,STARLINK-3959
135,STARLINK-31814,STARLINK-32678
136,STARLINK-11105 [DTC],STARLINK-31343
137,STARLINK-35680,STARLINK-30961
138,STARLINK-6150,STARLINK-35368
139,STARLINK-33703,STARLINK-30998
140,STARLINK-35630,STARLINK-30985
141,STARLINK-36057,STARLINK-5543
142,STARLINK-2071,STARLINK-35843
143,STARLINK-6308,STARLINK-36463
144,STARLINK-30259,STARLINK-34569
145,STARLINK-34643,STARLINK-31585
146,STARLINK-35372,STARLINK-36605
147,STARLINK-33970,STARLINK-3355
148,STARLINK-35486,STARLINK-6250
149,STARLINK-11487 [DTC],STARLINK-32389
150,STARLINK-5316,STARLINK-5783
151,STARLINK-5639,STARLINK-34545
152,STARLINK-11111 [DTC],STARLINK-35994
153,STARLINK-11716 [DTC],STARLINK-31049
154,STARLINK-32122,STARLINK-36051
155,STARLINK-3629,STARLINK-30456
156,STARLINK-11664 [DTC],STARLINK-11076 [DTC]
157,STARLINK-31678,STARLINK-34385
158,STARLINK-5498,STARLINK-5940
159,STARLINK-36830,STARLINK-11325 [DTC]
160,STARLINK-33688,STARLINK-31100
161,STARLINK-4402,STARLINK-3904
162,STARLINK-6067,STARLINK-2387
163,STARLINK-30844,STARLINK-31844
164,STARLINK-34663,STARLINK-32234
165,STARLINK-36183,STARLINK-35127
166,STARLINK-34022,STARLINK-2500
167,STARLINK-5776,STARLINK-5674
168,STARLINK-31394,STARLINK-5249
169,STARLINK-2404,STARLINK-30383
170,STARLINK-31504,STARLINK-36758
171,STARLINK-5954,STARLINK-3292
172,STARLINK-35146,STARLINK-2100
173,STARLINK-3264,STARLINK-3139
174,STARLINK-31813,STARLINK-31599
175,STARLINK-3511,STARLINK-11719 [DTC]
176,STARLINK-32631,STARLINK-4319
177,STARLINK-11653 [DTC],STARLINK-35844
178,STARLINK-5444,STARLINK-30824
179,STARLINK-4412,STARLINK-11563 [DTC]
180,STARLINK-35260,STARLINK-3601
181,STARLINK-35416,STARLINK-31920
182,STARLINK-35282,STARLINK-4624
183,STARLINK-30779,STARLINK-34344
184,STARLINK-4683,STARLINK-35935
185,STARLINK-11127 [DTC],STARLINK-30287
186,STARLINK-36144,STARLINK-34995
187,STARLINK-32790,STARLINK-35771
188,STARLINK-30493,STARLINK-34295
189,STARLINK-30315,STARLINK-5441
190,STARLINK-4058,STARLINK-4173
191,STARLINK-30255,STARLINK-31433
192,STARLINK-34324,STARLINK-31551
193,STARLINK-31022,STARLINK-34179
194,STARLINK-3335,STARLINK-32473
195,STARLINK-35515,STARLINK-31582
196,STARLINK-4453,STARLINK-31314
197,STARLINK-35986,STARLINK-34469
198,STARLINK-34917,STARLINK-34959
199,STARLINK-30967,STARLINK-30377
200,STARLINK-5409,STARLINK-33627
201,STARLINK-34927,STARLINK-32955
202,STARLINK-31980,STARLINK-1362
203,STARLINK-37116,STARLINK-1677
204,STARLINK-3281,STARLINK-34362
205,STARLINK-30796,STARLINK-31152
206,STARLINK-36163,STARLINK-35105
207,STARLINK-32017,STARLINK-34750
208,STARLINK-11475 [DTC],STARLINK-36129
209,STARLINK-4667,STARLINK-37064
210,STARLINK-30781,STARLINK-11682 [DTC]
