episode,source,target
1,IRIDIUM 131,IRIDIUM 140
2,IRIDIUM 180,IRIDIUM 131
3,IRIDIUM 153,IRIDIUM 113
4,IRIDIUM 180,IRIDIUM 131
5,IRIDIUM 111,IRIDIUM 145
6,IRIDIUM 131,IRIDIUM 180
7,IRIDIUM 141,IRIDIUM 131
8,IRIDIUM 109,IRIDIUM 152
9,IRIDIUM 141,IRIDIUM 131
10,IRIDIUM 153,IRIDIUM 113
11,IRIDIUM 131,IRIDIUM 140
12,IRIDIUM 153,IRIDIUM 133
13,IRIDIUM 139,IRIDIUM 180
14,IRIDIUM 167,IRIDIUM 113
15,IRIDIUM 131,IRIDIUM 180
16,IRIDIUM 140,IRIDIUM 159
17,IRIDIUM 140,IRIDIUM 159
18,IRIDIUM 131,IRIDIUM 140
19,IRIDIUM 113,IRIDIUM 152
20,IRIDIUM 139,IRIDIUM 122
21,IRIDIUM 139,IRIDIUM 122
22,IRIDIUM 153,IRIDIUM 113
23,IRIDIUM 141,IRIDIUM 131
24,IRIDIUM 153,IRIDIUM 133
25,IRIDIUM 158,IRIDIUM 159
26,IRIDIUM 121,IRIDIUM 153
27,IRIDIUM 167,IRIDIUM 113
28,IRIDIUM 121,IRIDIUM 153
29,IRIDIUM 117,IRIDIUM 159
30,IRIDIUM 180,IRIDIUM 131
31,IRIDIUM 167,IRIDIUM 113
32,IRIDIUM 113,IRIDIUM 152
33,IRIDIUM 109,IRIDIUM 152
34,IRIDIUM 121,IRIDIUM 153
35,IRIDIUM 167,IRIDIUM 113
36,IRIDIUM 158,IRIDIUM 159
37,IRIDIUM 158,IRIDIUM 159
38,IRIDIUM 109,IRIDIUM 152
39,IRIDIUM 112,IRIDIUM 140
40,IRIDIUM 158,IRIDIUM 159
41,IRIDIUM 180,IRIDIUM 131
42,IRIDIUM 164,IRIDIUM 166
43,IRIDIUM 121,IRIDIUM 153
44,IRIDIUM 113,IRIDIUM 152
45,IRIDIUM 153,IRIDIUM 113
46,IRIDIUM 131,IRIDIUM 140
47,IRIDIUM 139,IRIDIUM 180
48,IRIDIUM 140,IRIDIUM 159
49,IRIDIUM 117,IRIDIUM 159
50,IRIDIUM 164,IRIDIUM 166
51,IRIDIUM 167,IRIDIUM 113
52,IRIDIUM 131,IRIDIUM 140
53,IRIDIUM 121,IRIDIUM 153
54,IRIDIUM 153,IRIDIUM 113
55,IRIDIUM 109,IRIDIUM 152
56,IRIDIUM 141,IRIDIUM 131
57,IRIDIUM 141,IRIDIUM 131
58,IRIDIUM 141,IRIDIUM 131
59,IRIDIUM 131,IRIDIUM 140
60,IRIDIUM 109,IRIDIUM 152
61,IRIDIUM 109,IRIDIUM 152
62,IRIDIUM 158,IRIDIUM 159
63,IRIDIUM 139,IRIDIUM 180
64,IRIDIUM 139,IRIDIUM 122
65,IRIDIUM 141,IRIDIUM 131
66,IRIDIUM 158,IRIDIUM 159
67,IRIDIUM 109,IRIDIUM 152
68,IRIDIUM 121,IRIDIUM 153
69,IRIDIUM 139,IRIDIUM 180
70,IRIDIUM 111,IRIDIUM 145
71,IRIDIUM 149,IRIDIUM 152
72,IRIDIUM 139,IRIDIUM 180
73,IRIDIUM 158,IRIDIUM 159
74,IRIDIUM 112,IRIDIUM 140
75,IRIDIUM 153,IRIDIUM 133
76,IRIDIUM 158,IRIDIUM 159
77,IRIDIUM 166,IRIDIUM 153
78,IRIDIUM 153,IRIDIUM 113
79,IRIDIUM 166,IRIDIUM 153
80,IRIDIUM 140,IRIDIUM 159
81,IRIDIUM 180,IRIDIUM 131
82,IRIDIUM 139,IRIDIUM 180
83,IRIDIUM 131,IRIDIUM 140
84,IRIDIUM 112,IRIDIUM 140
85,IRIDIUM 112,IRIDIUM 140
86,IRIDIUM 121,IRIDIUM 153
87,IRIDIUM 149,IRIDIUM 152
88,IRIDIUM 139,IRIDIUM 122
89,IRIDIUM 117,IRIDIUM 159
90,IRIDIUM 180,IRIDIUM 131
91,IRIDIUM 111,IRIDIUM 145
92,IRIDIUM 167,IRIDIUM 113
93,IRIDIUM 153,IRIDIUM 133
94,IRIDIUM 111,IRIDIUM 145
95,IRIDIUM 153,IRIDIUM 113
96,IRIDIUM 167,IRIDIUM 113
97,IRIDIUM 180,IRIDIUM 131
98,IRIDIUM 117,IRIDIUM 159
99,IRIDIUM 167,IRIDIUM 113
100,IRIDIUM 158,IRIDIUM 159
101,IRIDIUM 153,IRIDIUM 133
102,IRIDIUM 140,IRIDIUM 159
103,IRIDIUM 141,IRIDIUM 131
104,IRIDIUM 139,IRIDIUM 122
105,IRIDIUM 117,IRIDIUM 159
