episode,source,target
1,IRIDIUM 100,IRIDIUM 125
2,IRIDIUM 147,IRIDIUM 100
3,IRIDIUM 100,IRIDIUM 125
4,IRIDIUM 160,IRIDIUM 163
5,IRIDIUM 120,IRIDIUM 144
6,IRIDIUM 120,IRIDIUM 144
7,IRIDIUM 102,IRIDIUM 134
8,IRIDIUM 100,IRIDIUM 125
9,IRIDIUM 106,IRIDIUM 147
10,IRIDIUM 160,IRIDIUM 163
11,IRIDIUM 160,IRIDIUM 163
12,IRIDIUM 120,IRIDIUM 144
13,IRIDIUM 125,IRIDIUM 100
14,IRIDIUM 154,IRIDIUM 144
15,IRIDIUM 143,IRIDIUM 102
16,IRIDIUM 118,IRIDIUM 171
17,IRIDIUM 171,IRIDIUM 108
18,IRIDIUM 120,IRIDIUM 144
19,IRIDIUM 137,IRIDIUM 134
20,IRIDIUM 118,IRIDIUM 171
21,IRIDIUM 137,IRIDIUM 134
22,IRIDIUM 100,IRIDIUM 125
23,IRIDIUM 168,IRIDIUM 123
24,IRIDIUM 121,IRIDIUM 144
25,IRIDIUM 102,IRIDIUM 143
26,IRIDIUM 102,IRIDIUM 143
27,IRIDIUM 147,IRIDIUM 100
28,IRIDIUM 154,IRIDIUM 147
29,IRIDIUM 102,IRIDIUM 134
30,IRIDIUM 147,IRIDIUM 100
31,IRIDIUM 120,IRIDIUM 144
32,IRIDIUM 147,IRIDIUM 100
33,IRIDIUM 154,IRIDIUM 147
34,IRIDIUM 137,IRIDIUM 134
35,IRIDIUM 119,IRIDIUM 104
36,IRIDIUM 160,IRIDIUM 163
37,IRIDIUM 146,IRIDIUM 144
38,IRIDIUM 171,IRIDIUM 108
39,IRIDIUM 160,IRIDIUM 163
40,IRIDIUM 100,IRIDIUM 147
41,IRIDIUM 147,IRIDIUM 100
42,IRIDIUM 154,IRIDIUM 144
43,IRIDIUM 168,IRIDIUM 123
44,IRIDIUM 100,IRIDIUM 147
45,IRIDIUM 119,IRIDIUM 104
46,IRIDIUM 106,IRIDIUM 147
47,IRIDIUM 121,IRIDIUM 144
48,IRIDIUM 123,IRIDIUM 119
49,IRIDIUM 100,IRIDIUM 125
50,IRIDIUM 168,IRIDIUM 123
51,IRIDIUM 100,IRIDIUM 125
52,IRIDIUM 125,IRIDIUM 100
53,IRIDIUM 100,IRIDIUM 125
54,IRIDIUM 123,IRIDIUM 119
55,IRIDIUM 100,IRIDIUM 125
56,IRIDIUM 171,IRIDIUM 108
57,IRIDIUM 154,IRIDIUM 144
58,IRIDIUM 168,IRIDIUM 123
59,IRIDIUM 106,IRIDIUM 147
60,IRIDIUM 118,IRIDIUM 171
61,IRIDIUM 106,IRIDIUM 147
62,IRIDIUM 118,IRIDIUM 171
63,IRIDIUM 120,IRIDIUM 144
64,IRIDIUM 118,IRIDIUM 171
65,IRIDIUM 121,IRIDIUM 144
66,IRIDIUM 102,IRIDIUM 134
67,IRIDIUM 137,IRIDIUM 134
68,IRIDIUM 118,IRIDIUM 171
69,IRIDIUM 123,IRIDIUM 119
70,IRIDIUM 118,IRIDIUM 171
71,IRIDIUM 137,IRIDIUM 134
72,IRIDIUM 102,IRIDIUM 143
73,IRIDIUM 100,IRIDIUM 125
74,IRIDIUM 100,IRIDIUM 147
75,IRIDIUM 168,IRIDIUM 123
76,IRIDIUM 106,IRIDIUM 147
77,IRIDIUM 100,IRIDIUM 147
78,IRIDIUM 137,IRIDIUM 134
79,IRIDIUM 160,IRIDIUM 163
80,IRIDIUM 121,IRIDIUM 144
81,IRIDIUM 143,IRIDIUM 102
82,IRIDIUM 119,IRIDIUM 104
83,IRIDIUM 125,IRIDIUM 100
84,IRIDIUM 118,IRIDIUM 171
85,IRIDIUM 102,IRIDIUM 134
86,IRIDIUM 125,IRIDIUM 100
87,IRIDIUM 125,IRIDIUM 100
88,IRIDIUM 146,IRIDIUM 144
89,IRIDIUM 100,IRIDIUM 125
90,IRIDIUM 118,IRIDIUM 171
91,IRIDIUM 154,IRIDIUM 144
92,IRIDIUM 171,IRIDIUM 108
93,IRIDIUM 102,IRIDIUM 143
94,IRIDIUM 147,IRIDIUM 100
95,IRIDIUM 146,IRIDIUM 144
96,IRIDIUM 147,IRIDIUM 100
97,IRIDIUM 171,IRIDIUM 108
98,IRIDIUM 100,IRIDIUM 125
99,IRIDIUM 120,IRIDIUM 144
100,IRIDIUM 143,IRIDIUM 102
101,IRIDIUM 100,IRIDIUM 147
102,IRIDIUM 146,IRIDIUM 144
103,IRIDIUM 120,IRIDIUM 144
104,IRIDIUM 154,IRIDIUM 147
105,IRIDIUM 121,IRIDIUM 144
106,IRIDIUM 102,IRIDIUM 134
107,IRIDIUM 154,IRIDIUM 147
108,IRIDIUM 143,IRIDIUM 102
109,IRIDIUM 106,IRIDIUM 147
110,IRIDIUM 154,IRIDIUM 147
111,IRIDIUM 168,IRIDIUM 123
112,IRIDIUM 160,IRIDIUM 163
113,IRIDIUM 168,IRIDIUM 123
114,IRIDIUM 102,IRIDIUM 143
115,IRIDIUM 123,IRIDIUM 119
116,IRIDIUM 106,IRIDIUM 147
117,IRIDIUM 121,IRIDIUM 144
118,IRIDIUM 118,IRIDIUM 171
119,IRIDIUM 106,IRIDIUM 147
120,IRIDIUM 118,IRIDIUM 171
121,IRIDIUM 120,IRIDIUM 144
122,IRIDIUM 119,IRIDIUM 104
123,IRIDIUM 123,IRIDIUM 119
124,IRIDIUM 146,IRIDIUM 144
125,IRIDIUM 154,IRIDIUM 147
126,IRIDIUM 102,IRIDIUM 143
127,IRIDIUM 119,IRIDIUM 104
128,IRIDIUM 121,IRIDIUM 144
129,IRIDIUM 106,IRIDIUM 147
130,IRIDIUM 119,IRIDIUM 104
131,IRIDIUM 143,IRIDIUM 102
132,IRIDIUM 118,IRIDIUM 171
133,IRIDIUM 106,IRIDIUM 147
