episode,source,target
1,IRIDIUM 152,IRIDIUM 113
2,IRIDIUM 139,IRIDIUM 122
3,IRIDIUM 111,IRIDIUM 145
4,IRIDIUM 164,IRIDIUM 166
5,IRIDIUM 112,IRIDIUM 111
6,IRIDIUM 153,IRIDIUM 121
7,IRIDIUM 152,IRIDIUM 113
8,IRIDIUM 151,IRIDIUM 133
9,IRIDIUM 152,IRIDIUM 113
10,IRIDIUM 159,IRIDIUM 140
11,IRIDIUM 112,IRIDIUM 111
12,IRIDIUM 152,IRIDIUM 149
13,IRIDIUM 153,IRIDIUM 113
14,IRIDIUM 109,IRIDIUM 152
15,IRIDIUM 151,IRIDIUM 133
16,IRIDIUM 153,IRIDIUM 121
17,IRIDIUM 145,IRIDIUM 140
18,IRIDIUM 145,IRIDIUM 140
19,IRIDIUM 152,IRIDIUM 113
20,IRIDIUM 164,IRIDIUM 166
21,IRIDIUM 152,IRIDIUM 166
22,IRIDIUM 129,IRIDIUM 133
23,IRIDIUM 112,IRIDIUM 111
24,IRIDIUM 153,IRIDIUM 121
25,IRIDIUM 113,IRIDIUM 152
26,IRIDIUM 129,IRIDIUM 133
27,IRIDIUM 129,IRIDIUM 133
28,IRIDIUM 111,IRIDIUM 122
29,IRIDIUM 159,IRIDIUM 140
30,IRIDIUM 152,IRIDIUM 113
31,IRIDIUM 152,IRIDIUM 149
32,IRIDIUM 113,IRIDIUM 152
33,IRIDIUM 164,IRIDIUM 166
34,IRIDIUM 140,IRIDIUM 131
35,IRIDIUM 152,IRIDIUM 166
36,IRIDIUM 112,IRIDIUM 111
37,IRIDIUM 113,IRIDIUM 152
38,IRIDIUM 129,IRIDIUM 133
39,IRIDIUM 111,IRIDIUM 122
40,IRIDIUM 112,IRIDIUM 111
41,IRIDIUM 159,IRIDIUM 140
42,IRIDIUM 112,IRIDIUM 111
43,IRIDIUM 152,IRIDIUM 113
44,IRIDIUM 153,IRIDIUM 121
45,IRIDIUM 111,IRIDIUM 145
46,IRIDIUM 111,IRIDIUM 145
47,IRIDIUM 152,IRIDIUM 166
48,IRIDIUM 164,IRIDIUM 166
49,IRIDIUM 139,IRIDIUM 122
50,IRIDIUM 111,IRIDIUM 145
51,IRIDIUM 152,IRIDIUM 113
52,IRIDIUM 153,IRIDIUM 113
53,IRIDIUM 152,IRIDIUM 166
54,IRIDIUM 152,IRIDIUM 113
55,IRIDIUM 152,IRIDIUM 166
56,IRIDIUM 111,IRIDIUM 122
57,IRIDIUM 109,IRIDIUM 152
58,IRIDIUM 152,IRIDIUM 149
